artifact_id,cdli_comments,designation,artifact_type,period,provenience,written_in,archive,composite_no,seal_no,composites,seals,museum_no,accession_no,condition_description,artifact_preservation,period_comments,provenience_comments,artifact_type_comments,is_provenience_uncertain,is_period_uncertain,is_artifact_type_uncertain,is_school_text,height,thickness,width,weight,elevation,excavation_no,findspot_square,findspot_comments,stratigraphic_level,surface_preservation,artifact_comments,seal_information,collections,dates,alternative_years,genres,languages,materials,publications_key,publications_type,publications_exact_ref,publications_comment,external_resources,external_resources_key,genres_comment,genres_uncertain,languages_uncertain,materials_aspect,materials_color,materials_uncertain,retired,has_fragments,is_artifact_fake,redirect_artifact_id,retired_comments
867,,"ATU 5, pl. 018, W 6881,o2+",tablet,"Uruk IV (ca. 3350-3200 BC)","Uruk (mod. Warka)",,,,,,S999999,"VA 13629",,,,"change to Uruk V ?, numerical",,,0,0,0,0,55.0,25.0,35.0,,,"W 06881,o2 + W 06881,ab","Pd XVI,3","an der nördlichen Kante der Rillenwand der Schicht IV, 1-2 m nordwestlich der Tür, z.T. in einem Lager in dem Mauerrücksprung 1,5 m nordwestlich der Tür",,,,,"Vorderasiatisches Museum, Berlin, Germany",,,Administrative,undetermined,clay,"Englund1994ATU5; Englund1998OBO160/1","primary; history","pl. 18, W 6881,o2+; p. 54 fig. 16","105x35x25 - same locus as W 6881,b - 8.2.1930 - sealed ""numero-ideographic"" tablet, with two ideograms designating types of textile products - compare the remarks to W 6782,a and W 6881,b.; copy",,," ",0,0,,,0,0,0,0,,
881,,"ATU 5, pl. 019, W 6882,a",tablet,"Uruk IV (ca. 3350-3200 BC)","Uruk (mod. Warka)",,,,,,,"VAT 14949",,,,,,,0,0,0,0,62.0,25.0,53.0,,,"W 06882,a","Pd XVI,3","an der nördlichen Kante der Rillenwand der Schicht IV, 1-2 m nordwestlich der Tür, z.T. in einem Lager in dem Mauerrücksprung 1,5 m nordwestlich der Tür// t.a.q. IIIc",,,,,"Vorderasiatisches Museum, Berlin, Germany",,,Administrative,undetermined,clay,"Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 19, W 6882,a; 280","62x53x25 - same locus as W 6881,b - ATU 1, 280 - 8.2.1930 - similarly irregular dividing lines in the texts W 6882,c-f and 7068,b.; ",,," ",0,0,,,0,0,0,0,,
882,,"ATU 5, pl. 019, W 6882,b1",tablet,"Uruk IV (ca. 3350-3200 BC)","Uruk (mod. Warka)",,,,,,,"VAT 14866",,,,,,,0,0,0,0,43.0,21.0,39.0,,,"W 06882,b1","Pd XVI,3","an der nördlichen Kante der Rillenwand der Schicht IV, 1-2 m nordwestlich der Tür, z.T. in einem Lager in dem Mauerrücksprung 1,5 m nordwestlich der Tür// t.a.q. IIIc",,,,,"Vorderasiatisches Museum, Berlin, Germany",,,Administrative,undetermined,clay,"Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 19, W 6882,b1; 241","43x39x21 - same locus as W 6881,b - ATU 1, 241 - 8.2.1930.; ",,," ",0,0,,,0,0,0,0,,
883,,"ATU 5, pl. 019, W 6882,b2",tablet,"Uruk IV (ca. 3350-3200 BC)","Uruk (mod. Warka)",,,,,,,"VAT 15090",,,,,,,0,0,0,0,30.0,17.0,27.0,,,"W 06882,b2","Pd XVI,3","an der nördlichen Kante der Rillenwand der Schicht IV, 1-2 m nordwestlich der Tür, z.T. in einem Lager in dem Mauerrücksprung 1,5 m nordwestlich der Tür// t.a.q. IIIc",,,,,"Vorderasiatisches Museum, Berlin, Germany",,,Administrative,undetermined,clay,"Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 19, W 6882,b2; 417","30x27x17 - same locus as W 6881,b - ATU 1, 417 - 8.2.1930 - the fragment is very possibly a part of the text W 6882,e+k.; ",,," ",0,0,,,0,0,0,0,,
884,,"ATU 5, pl. 019, W 6882,c",tablet,"Uruk IV (ca. 3350-3200 BC)","Uruk (mod. Warka)",,,,,,,"VAT 15088",,,,,,,0,0,0,0,54.0,23.0,48.0,,,"W 06882,c","Pd XVI,3","an der nördlichen Kante der Rillenwand der Schicht IV, 1-2 m nordwestlich der Tür, z.T. in einem Lager in dem Mauerrücksprung 1,5 m nordwestlich der Tür// t.a.q. IIIc",,,,,"Vorderasiatisches Museum, Berlin, Germany",,,Administrative,undetermined,clay,"Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 19, W 6882,c; 265","54x48x23 - same locus as W 6881,b - ATU 1, 265 - 8.2.1930 - compare the remarks to W 6882,a.; ",,," ",0,0,,,0,0,0,0,,
885,,"ATU 5, pl. 019, W 6882,d",tablet,"Uruk IV (ca. 3350-3200 BC)","Uruk (mod. Warka)",,,,,,,"VAT 14863",,,,,,,0,0,0,0,43.0,28.0,32.0,,,"W 06882,d","Pd XVI,3","an der nördlichen Kante der Rillenwand der Schicht IV, 1-2 m nordwestlich der Tür, z.T. in einem Lager in dem Mauerrücksprung 1,5 m nordwestlich der Tür// t.a.q. IIIc",,,,,"Vorderasiatisches Museum, Berlin, Germany",,,Administrative,undetermined,clay,"Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 19, W 6882,d; 418","43x32x28 - same locus as W 6881,b - ATU 1, 418 - 8.2.1930 - compare the remarks to W 6882,a and see ATU 1, p. 12, fn. 1.; ",,," ",0,0,,,0,0,0,0,,
886,,"ATU 5, pl. 019, W 6882,e+",tablet,"Uruk IV (ca. 3350-3200 BC)","Uruk (mod. Warka)",,,,,,,"VAT 15285",,,,,,,0,0,0,0,27.0,18.0,40.0,,,"W 06882,e + W 06882,k","Pd XVI,3","an der nördlichen Kante der Rillenwand der Schicht IV, 1-2 m nordwestlich der Tür, z.T. in einem Lager in dem Mauerrücksprung 1,5 m nordwestlich der Tür// t.a.q. IIIc",,,,,"Vorderasiatisches Museum, Berlin, Germany",,,Administrative,undetermined,clay,"Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 19, W 6882,e+; 421","27x40x18 - same locus as W 6881,b - ATU 1, 421 - 8.2.1930 - compare the remarks to W 6882,a - join ""ohne Anschluß.""; ",,," ",0,0,,,0,0,0,0,,
887,,"ATU 5, pl. 020, W 6882,f",tablet,"Uruk IV (ca. 3350-3200 BC)","Uruk (mod. Warka)",,,,,,,"VAT 15350",,,,,,,0,0,0,0,24.0,21.0,40.0,,,"W 06882,f","Pd XVI,3","an der nördlichen Kante der Rillenwand der Schicht IV, 1-2 m nordwestlich der Tür, z.T. in einem Lager in dem Mauerrücksprung 1,5 m nordwestlich der Tür// t.a.q. IIIc",,,,,"Vorderasiatisches Museum, Berlin, Germany",,,Administrative,undetermined,clay,"Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 20, W 6882,f; 419","24x40x21 - same locus as W 6881,b - ATU 1, 419 - 8.2.1930 - compare the remarks to W 6882,a and see ATU 1, p. 12, fn. 1.; ",,," ",0,0,,,0,0,0,0,,
888,,"ATU 5, pl. 020, W 6882,g",tablet,"Uruk IV (ca. 3350-3200 BC)","Uruk (mod. Warka)",,,,,,,"VAT 15286",,,,,,,0,0,0,0,28.0,17.0,25.0,,,"W 06882,g","Pd XVI,3","an der nördlichen Kante der Rillenwand der Schicht IV, 1-2 m nordwestlich der Tür, z.T. in einem Lager in dem Mauerrücksprung 1,5 m nordwestlich der Tür// t.a.q. IIIc",,,,,"Vorderasiatisches Museum, Berlin, Germany",,,Administrative,undetermined,clay,"Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 20, W 6882,g; 416","28x25x17 - same locus as W 6881,b - ATU 1, 416 - 8.2.1930.; ",,," ",0,0,,,0,0,0,0,,
890,,"ATU 5, pl. 020, W 6882,i",tablet,"Uruk IV (ca. 3350-3200 BC)","Uruk (mod. Warka)",,,,,,,"VAT 15329",,,,,,,0,0,0,0,21.0,21.0,26.0,,,"W 06882,i","Pd XVI,3","an der nördlichen Kante der Rillenwand der Schicht IV, 1-2 m nordwestlich der Tür, z.T. in einem Lager in dem Mauerrücksprung 1,5 m nordwestlich der Tür// t.a.q. IIIc",,,,,"Vorderasiatisches Museum, Berlin, Germany",,,Administrative,undetermined,clay,"Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 20, W 6882,i; 423","21x26x21 - same locus as W 6881,b - ATU 1, 423 - 8.2.1930.; ",,," ",0,0,,,0,0,0,0,,
892,,"ATU 5, pl. 020, W 6882,l",tablet,"Uruk IV (ca. 3350-3200 BC)","Uruk (mod. Warka)",,,,,,,"VAT 15301",,,,,,,0,0,0,0,29.0,18.0,20.0,,,"W 06882,l","Pd XVI,3","an der nördlichen Kante der Rillenwand der Schicht IV, 1-2 m nordwestlich der Tür, z.T. in einem Lager in dem Mauerrücksprung 1,5 m nordwestlich der Tür// t.a.q. IIIc",,,,,"Vorderasiatisches Museum, Berlin, Germany",,,Administrative,undetermined,clay,Englund1994ATU5,primary,"pl. 20, W 6882,l","29x20x18 - same locus as W 6881,b - 8.2.1930.",,," ",0,0,,,0,0,0,0,,
893,,"ATU 5, pl. 020, W 6882,x1",tablet,"Uruk IV (ca. 3350-3200 BC)","Uruk (mod. Warka)",,,,,,,"VAT 21283",,,,,,,0,0,0,0,21.0,20.0,19.0,,,"W 06882,x1","Pd XVI,3","an der nördlichen Kante der Rillenwand der Schicht IV, 1-2 m nordwestlich der Tür, z.T. in einem Lager in dem Mauerrücksprung 1,5 m nordwestlich der Tür",,,,,"Vorderasiatisches Museum, Berlin, Germany",,,Administrative,undetermined,clay,Englund1994ATU5,primary,"pl. 20, W 6882,x1","21x19x20 - same locus as W 6881,b - 8.2.1930.",,," ",0,0,,,0,0,0,0,,
894,,"ATU 5, pl. 020, W 6882,x2",tablet,"Uruk IV (ca. 3350-3200 BC)","Uruk (mod. Warka)",,,,,,,"VAT 21283",,,,,,,0,0,0,0,32.0,18.0,25.0,,,"W 06882,x2","Pd XVI,3","an der nördlichen Kante der Rillenwand der Schicht IV, 1-2 m nordwestlich der Tür, z.T. in einem Lager in dem Mauerrücksprung 1,5 m nordwestlich der Tür",,,,,"Vorderasiatisches Museum, Berlin, Germany",,,Administrative,undetermined,clay,Englund1994ATU5,primary,"pl. 20, W 6882,x2","32x25x18 - same locus as W 6881,b - 8.2.1930.",,," ",0,0,,,0,0,0,0,,
895,,"ATU 5, pl. 020, W 6882,x3",tablet,"Uruk IV (ca. 3350-3200 BC)","Uruk (mod. Warka)",,,,,,,"VAT 21283",,,,,,,0,0,0,0,12.0,19.0,21.0,,,"W 06882,x3","Pd XVI,3","an der nördlichen Kante der Rillenwand der Schicht IV, 1-2 m nordwestlich der Tür, z.T. in einem Lager in dem Mauerrücksprung 1,5 m nordwestlich der Tür",,,,,"Vorderasiatisches Museum, Berlin, Germany",,,Administrative,undetermined,clay,Englund1994ATU5,primary,"pl. 20, W 6882,x3","12x21x19 - same locus as W 6881,b - 8.2.1930.",,," ",0,0,,,0,0,0,0,,
896,,"ATU 5, pl. 020, W 6882,x4",tablet,"Uruk IV (ca. 3350-3200 BC)","Uruk (mod. Warka)",,,,,,,"VAT 21280",,,,,,,0,0,0,0,39.0,28.0,35.0,,,"W 06882,x4","Pd XVI,3","an der nördlichen Kante der Rillenwand der Schicht IV, 1-2 m nordwestlich der Tür, z.T. in einem Lager in dem Mauerrücksprung 1,5 m nordwestlich der Tür",,,,,"Vorderasiatisches Museum, Berlin, Germany",,,Administrative,undetermined,clay,Englund1994ATU5,primary,"pl. 20, W 6882,x4","39x35x28 - same locus as W 6881,b - 8.2.1930 - uninscribed fragment.",,," ",0,0,,,0,0,0,0,,
897,,"ATU 5, pl. 020, W 6882,x5",tablet,"Uruk IV (ca. 3350-3200 BC)","Uruk (mod. Warka)",,,,,,,"VAT 21281",,,,,,,0,0,0,0,22.0,17.0,26.0,,,"W 06882,x5","Pd XVI,3","an der nördlichen Kante der Rillenwand der Schicht IV, 1-2 m nordwestlich der Tür, z.T. in einem Lager in dem Mauerrücksprung 1,5 m nordwestlich der Tür",,,,,"Vorderasiatisches Museum, Berlin, Germany",,,Administrative,undetermined,clay,Englund1994ATU5,primary,"pl. 20, W 6882,x5","22x26x17 - same locus as W 6881,b - 8.2.1930.",,," ",0,0,,,0,0,0,0,,
898,,"ATU 5, pl. 020, W 6882,x6",tablet,"Uruk IV (ca. 3350-3200 BC)","Uruk (mod. Warka)",,,,,,,"VAT 21282",,,,,,,0,0,0,0,32.0,18.0,25.0,,,"W 06882,x6","Pd XVI,3","an der nördlichen Kante der Rillenwand der Schicht IV, 1-2 m nordwestlich der Tür, z.T. in einem Lager in dem Mauerrücksprung 1,5 m nordwestlich der Tür",,,,,"Vorderasiatisches Museum, Berlin, Germany",,,Administrative,undetermined,clay,Englund1994ATU5,primary,"pl. 20, W 6882,x6","32x25x18 - same locus as W 6881,b - 8.2.1930 - fragment.",,," ",0,0,,,0,0,0,0,,
900,,"ATU 5, pl. 020, W 6883,b",tablet,"Uruk IV (ca. 3350-3200 BC)","Uruk (mod. Warka)",,,,,,S999999,"VA 13630",,,,,,,0,0,0,0,45.0,20.0,43.0,,,"W 06883,b","Pd XVI,3","an der nördlichen Kante der Rillenwand der Schicht IV, 1-2 m nordwestlich der Tür, z.T. in einem Lager in dem Mauerrücksprung 1,5 m nordwestlich der Tür",,,,,"Vorderasiatisches Museum, Berlin, Germany",,,Administrative,undetermined,clay,Englund1994ATU5,primary,"pl. 20, W 6883,b","45x43x20 - same locus as W 6881,b - 8.2.1930 - sealed ""numero-ideographic"" tablet, with an ideogram designating a type of textile product - dividing line drawn with the shaft of a stylus - cf. W 6782,a.",,," ",0,0,,,0,0,0,0,,
903,,"ATU 5, pl. 021, W 6883,h",tablet,"Uruk IV (ca. 3350-3200 BC)","Uruk (mod. Warka)",,,,,,S999999,"VA 13630",,,,,,,0,0,0,0,37.0,18.0,29.0,,,"W 06883,h","Pd XVI,3","an der nördlichen Kante der Rillenwand der Schicht IV, 1-2 m nordwestlich der Tür, z.T. in einem Lager in dem Mauerrücksprung 1,5 m nordwestlich der Tür",,,,,"Vorderasiatisches Museum, Berlin, Germany",,,Administrative,undetermined,clay,Englund1994ATU5,primary,"pl. 21, W 6883,h","37x29x18 - same locus as W 6881,b - 8.2.1930 - ""numero-ideographic"" tablet, ideogram designating a type of textile product - cf. W 6782,a.",,," ",0,0,,,0,0,0,0,,
907,,"ATU 5, pl. 021, W 6883,n",tablet,"Uruk IV (ca. 3350-3200 BC)","Uruk (mod. Warka)",,,,,,S999999,"VA 13630",,,,,,,0,0,0,0,21.0,17.0,21.0,,,"W 06883,n","Pd XVI,3","an der nördlichen Kante der Rillenwand der Schicht IV, 1-2 m nordwestlich der Tür, z.T. in einem Lager in dem Mauerrücksprung 1,5 m nordwestlich der Tür",,,,,"Vorderasiatisches Museum, Berlin, Germany",,,Administrative,undetermined,clay,Englund1994ATU5,primary,"pl. 21, W 6883,n","21x21x17 - same locus as W 6881,b - 8.2.1930 - sealed fragment, no traces of signs preserved.",,," ",0,0,,,0,0,0,0,,
908,,"ATU 5, pl. 021, W 6883,o1",tablet,"Uruk IV (ca. 3350-3200 BC)","Uruk (mod. Warka)",,,,,,S999999,"VA 13630",,,,,,,0,0,0,0,15.0,19.0,18.0,,,"W 06883,o1","Pd XVI,3","an der nördlichen Kante der Rillenwand der Schicht IV, 1-2 m nordwestlich der Tür, z.T. in einem Lager in dem Mauerrücksprung 1,5 m nordwestlich der Tür",,,,,"Vorderasiatisches Museum, Berlin, Germany",,,Administrative,undetermined,clay,Englund1994ATU5,primary,"pl. 21, W 6883,o1","15x18x19 - same locus as W 6881,b - 8.2.1930 - sealed fragment, no traces of signs preserved.",,," ",0,0,,,0,0,0,0,,
909,,"ATU 5, pl. 021, W 6883,o2",tablet,"Uruk IV (ca. 3350-3200 BC)","Uruk (mod. Warka)",,,,,,S999999,"VA 13630",,,,,,,0,0,0,0,22.0,21.0,19.0,,,"W 06883,o2","Pd XVI,3","an der nördlichen Kante der Rillenwand der Schicht IV, 1-2 m nordwestlich der Tür, z.T. in einem Lager in dem Mauerrücksprung 1,5 m nordwestlich der Tür",,,,,"Vorderasiatisches Museum, Berlin, Germany",,,Administrative,undetermined,clay,Englund1994ATU5,primary,"pl. 21, W 6883,o2","22x19x21 - same locus as W 6881,b - 8.2.1930 - sealed fragment.",,," ",0,0,,,0,0,0,0,,
910,,"ATU 5, pl. 021, W 6883,r",tablet,"Uruk IV (ca. 3350-3200 BC)","Uruk (mod. Warka)",,,,,,S999999,"VA 13630",,,,,,,0,0,0,0,31.0,18.0,20.0,,,"W 06883,r","Pd XVI,3","an der nördlichen Kante der Rillenwand der Schicht IV, 1-2 m nordwestlich der Tür, z.T. in einem Lager in dem Mauerrücksprung 1,5 m nordwestlich der Tür",,,,,"Vorderasiatisches Museum, Berlin, Germany",,,Administrative,undetermined,clay,Englund1994ATU5,primary,"pl. 21, W 6883,r","31x20x18 - same locus as W 6881,b - 8.2.1930 - sealed fragment, no traces of signs preserved.",,," ",0,0,,,0,0,0,0,,
916,,"ATU 5, pl. 022, W 6883,aa",tablet,"Uruk IV (ca. 3350-3200 BC)","Uruk (mod. Warka)",,,,,,S999999,"VAT 21385",,,,,,,0,0,0,0,15.0,20.0,10.0,,,"W 06883,aa","Pd XVI,3","an der nördlichen Kante der Rillenwand der Schicht IV, 1-2 m nordwestlich der Tür, z.T. in einem Lager in dem Mauerrücksprung 1,5 m nordwestlich der Tür",,,,,"Vorderasiatisches Museum, Berlin, Germany",,,Administrative,undetermined,clay,Englund1994ATU5,primary,"pl. 22, W 6883,aa","15x10x20 - same locus as W 6881,b - 8.2.1930 - sealed tablet - excavation number written after 1945 on surface is unclear, possibly "",as"", assigned here preliminarily to "",aa"".",,," ",0,0,,,0,0,0,0,,
917,,"ATU 5, pl. 022, W 6883,ab",tablet,"Uruk IV (ca. 3350-3200 BC)","Uruk (mod. Warka)",,,,,,S999999,"VAT 21411",,,,,,,0,0,0,0,13.0,7.0,15.0,,,"W 06883,ab","Pd XVI,3","an der nördlichen Kante der Rillenwand der Schicht IV, 1-2 m nordwestlich der Tür, z.T. in einem Lager in dem Mauerrücksprung 1,5 m nordwestlich der Tür",,,,,"Vorderasiatisches Museum, Berlin, Germany",,,Administrative,undetermined,clay,Englund1994ATU5,primary,"pl. 22, W 6883,ab","13x15x7 - same locus as W 6881,b - 8.2.1930 - sealed tablet - excavation number written after 1945 on surface is "",bb"", certainly incorrect - assigned here preliminarily to "",ab"".",,," ",0,0,,,0,0,0,0,,
911,,"ATU 5, pl. 022, W 6883,s",tablet,"Uruk IV (ca. 3350-3200 BC)","Uruk (mod. Warka)",,,,,,S999999,"VA 13630",,,,,,,0,0,0,0,24.0,20.0,24.0,,,"W 06883,s","Pd XVI,3","an der nördlichen Kante der Rillenwand der Schicht IV, 1-2 m nordwestlich der Tür, z.T. in einem Lager in dem Mauerrücksprung 1,5 m nordwestlich der Tür",,,,,"Vorderasiatisches Museum, Berlin, Germany",,,Administrative,undetermined,clay,Englund1994ATU5,primary,"pl. 22, W 6883,s","24x24x20 - same locus as W 6881,b - 8.2.1930 - sealed fragment.",,," ",0,0,,,0,0,0,0,,
912,,"ATU 5, pl. 022, W 6883,t1",tablet,"Uruk IV (ca. 3350-3200 BC)","Uruk (mod. Warka)",,,,,,S999999,"VA 13630",,,,,,,0,0,0,0,21.0,15.0,15.0,,,"W 06883,t1","Pd XVI,3","an der nördlichen Kante der Rillenwand der Schicht IV, 1-2 m nordwestlich der Tür, z.T. in einem Lager in dem Mauerrücksprung 1,5 m nordwestlich der Tür",,,,,"Vorderasiatisches Museum, Berlin, Germany",,,Administrative,undetermined,clay,Englund1994ATU5,primary,"pl. 22, W 6883,t1","21x15x15 - same locus as W 6881,b - 8.2.1930 - sealed fragment, no traces of signs preserved.",,," ",0,0,,,0,0,0,0,,
914,,"ATU 5, pl. 022, W 6883,v",tablet,"Uruk IV (ca. 3350-3200 BC)","Uruk (mod. Warka)",,,,,,S999999,"VAT 21402",,,,,,,0,0,0,0,14.0,14.0,21.0,,,"W 06883,v","Pd XVI,3","an der nördlichen Kante der Rillenwand der Schicht IV, 1-2 m nordwestlich der Tür, z.T. in einem Lager in dem Mauerrücksprung 1,5 m nordwestlich der Tür",,,,,"Vorderasiatisches Museum, Berlin, Germany",,,Administrative,undetermined,clay,Englund1994ATU5,primary,"pl. 22, W 6883,v","14x21x14 - same locus as W 6881,b - 8.2.1930 - sealed fragment.",,," ",0,0,,,0,0,0,0,,
915,,"ATU 5, pl. 022, W 6883,y",tablet,"Uruk IV (ca. 3350-3200 BC)","Uruk (mod. Warka)",,,,,,S999999,"VA 13630",,,,,,,0,0,0,0,17.0,17.0,17.0,,,"W 06883,y","Pd XVI,3","an der nördlichen Kante der Rillenwand der Schicht IV, 1-2 m nordwestlich der Tür, z.T. in einem Lager in dem Mauerrücksprung 1,5 m nordwestlich der Tür",,,,,"Vorderasiatisches Museum, Berlin, Germany",,,Administrative,undetermined,clay,Englund1994ATU5,primary,"pl. 22, W 6883,y","17x17x17 - same locus as W 6881,b - 8.2.1930 - sealed fragment.",,," ",0,0,,,0,0,0,0,,
919,,"ATU 5, pl. 022, W 6884",tablet,"Uruk IV (ca. 3350-3200 BC)","Uruk (mod. Warka)",,,,,,,"VAT 17842",,,,,,,0,0,0,0,42.0,16.0,30.0,,,"W 06884","Pd XVI,3","an der nördlichen Kante der Rillenwand in der Scherbenschicht 1-2 m nordwestlich der Tür, z.T. in einem Lager in dem Mauerrücksprung 1,5 m nordwestlich der Tür// t.a.q. IIIc",,,,,"Vorderasiatisches Museum, Berlin, Germany",,,Administrative,undetermined,clay,Englund1994ATU5,primary,"pl. 22, W 6884","42x30x16 - same locus as W 6881,b - 8.2.1930 - tablet with impressions of thumbnail on all surfaces.",,," ",0,0,,,0,0,0,0,,
920,,"ATU 5, pl. 022, W 6940,a",tablet,"Uruk IV (ca. 3350-3200 BC)","Uruk (mod. Warka)",,,,,,,"VAT 15248",,,,,,,0,0,0,0,59.0,29.0,62.0,,,"W 06940,a","Pd XVI,3","0,1 m unter Oberkante des 3. Traufpflasters der Schicht III// t.a.q. IIIc",,,,,"Vorderasiatisches Museum, Berlin, Germany",,,Administrative,undetermined,clay,"Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 22, W 6940,a; 549","59x62x29 - Pd XVI,3, 0.1 m below the upper edge of the 3rd rain pavement belonging to level III - ATU 1, 549 - 10.2.1930 - tablet rotated around vertical  axis.; ",,," ",0,0,,,0,0,0,0,,
921,,"ATU 5, pl. 022, W 6940,b",tablet,"Uruk IV (ca. 3350-3200 BC)","Uruk (mod. Warka)",,,,,,,"VAT 15257",,,,,,,0,0,0,0,42.0,22.0,37.0,,,"W 06940,b","Pd XVI,3","0,1 m unter Oberkante des 3. Traufpflasters der Schicht III// t.a.q. IIIc",,,,,"Vorderasiatisches Museum, Berlin, Germany",,,Administrative,undetermined,clay,"Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 22, W 6940,b; 377","42x37x22 - same locus as W 6940,a - ATU 1, 377 - 10.2.1930 - see P. Damerow and R. Englund, ATU 2, p. 138.; ",,," ",0,0,,,0,0,0,0,,
922,,"ATU 5, pl. 023, W 6940,c",tablet,"Uruk IV (ca. 3350-3200 BC)","Uruk (mod. Warka)",,,,,,,"VAT 15294",,,,,,,0,0,0,0,42.0,15.0,36.0,,,"W 06940,c","Pd XVI,3","0,1 m unter Oberkante des 3. Traufpflasters der Schicht III// t.a.q. IIIc",,,,,"Vorderasiatisches Museum, Berlin, Germany",,,Administrative,undetermined,clay,Englund1994ATU5,primary,"pl. 23, W 6940,c","42x36x15 - same locus as W 6940,a - 10.2.1930 - ""waster"".",,," ",0,0,,,0,0,0,0,,
924,,"ATU 5, pl. 023, W 6966,b",tablet,"Uruk IV (ca. 3350-3200 BC)","Uruk (mod. Warka)",,,,,,,"VAT 14908",,,,,,,0,0,0,0,57.0,31.0,66.0,,,"W 06966,b","Pd XVI,3","Schicht IV",,,,,"Vorderasiatisches Museum, Berlin, Germany",,,Administrative,undetermined,clay,"Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 23, W 6966,b; 361","57x66x31 - Pd XVI,3, level IV - ATU 1, 361 - 11.2.1930.; ",,," ",0,0,,,0,0,0,0,,
925,,"ATU 5, pl. 023, W 6984,a",tablet,"Uruk IV (ca. 3350-3200 BC)","Uruk (mod. Warka)",,,,,,,"VAT 14845",,,,,,,0,0,0,0,64.0,23.0,43.0,,,"W 06984,a","Pd/e XVI,3","0,5 m unter der Höhe des Traufpflasters der Schicht III// t.a.q. IIIc",,,,,"Vorderasiatisches Museum, Berlin, Germany",,,Administrative,undetermined,clay,"Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 23, W 6984,a; 292B","64x43x23 - Pd/e XVI,3, 0.5 m below the height of the rain pavement belonging to level III - ATU 1, 292b - 12.2.1930 - a parallel text probably found nearby is W 6756,c = ATU 1, 292a.; ",,," ",0,0,,,0,0,0,0,,
926,,"ATU 5, pl. 023, W 6984,b",tablet,"Uruk IV (ca. 3350-3200 BC)","Uruk (mod. Warka)",,,,,,,"VAT 14950",,,,,,,0,0,0,0,65.0,25.0,46.0,,,"W 06984,b","Pd/e XVI,3","im Schutt der Schicht IV// t.a.q. IIIc",,,,,"Vorderasiatisches Museum, Berlin, Germany",,,Administrative,undetermined,clay,"Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 23, W 6984,b; 279","65x46x25 - Pd/e XVI,3, in the debris of level IV - ATU 1, 279 - 12.2.1930.; ",,," ",0,0,,,0,0,0,0,,
928,,"ATU 5, pl. 023, W 7024",tablet,"Uruk IV (ca. 3350-3200 BC)","Uruk (mod. Warka)",,,,,,,"VAT 15014",,,,,,,0,0,0,0,63.0,19.0,44.0,,,"W 07024","Pd XVI,3","im Schutt der Schicht IV// t.a.q. IIIc",,,,,"Vorderasiatisches Museum, Berlin, Germany",,,Administrative,undetermined,clay,"Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 23, W 7024; 324","63x44x19 - Pd XVI,3, in the debris of level IV - ATU 1, 324 - 14.2.1930 - the first notation of the reverse apparently represents the total of the entries on the obverse (thus i 1 to be reconstructed as ¿7N1• [ÇU2] EÇDA), followed by further independent entri; ",,," ",0,0,,,0,0,0,0,,
931,,"ATU 5, pl. 024, W 7067,b",tablet,"Uruk IV (ca. 3350-3200 BC)","Uruk (mod. Warka)",,,,,,S999999,"VA 13625",,,,,,,0,0,0,0,32.0,25.0,44.0,,,"W 07067,b","Pe XVI,3","südlich der Rillenmauer deer Schicht IV// t.a.q. IIIc",,,,,"Vorderasiatisches Museum, Berlin, Germany",,,Administrative,undetermined,clay,Englund1994ATU5,primary,"pl. 24, W 7067,b","32x44x25 - same locus as W 7067,a+ - 17.2.1930 - sealed ""numero-ideographic"" tablet, with an ideogram designating a type of beer - see the remarks to W 6782,a.",,," ",0,0,,,0,0,0,0,,
933,,"ATU 5, pl. 024, W 7067,d",tablet,"Uruk IV (ca. 3350-3200 BC)","Uruk (mod. Warka)",,,,,,S999999,"VA 13625",,,,,,,0,0,0,0,31.0,18.0,29.0,,,"W 07067,d","Pe XVI,3","südlich der Rillenmauer deer Schicht IV// t.a.q. IIIc",,,,,"Vorderasiatisches Museum, Berlin, Germany",,,Administrative,undetermined,clay,Englund1994ATU5,primary,"pl. 24, W 7067,d","31x29x18 - same locus as W 7067,a+ - 17.2.1930 - sealed fragment.",,," ",0,0,,,0,0,0,0,,
