"tablet.id","signs.orig.vec","signs.expand.vec","num.char"
"P001552","5(N01)# _ MASZ _ MAR~a _ BU~a _ GURUSZDA# _ 2(N01) _ UDUNITA~a# _ MUSZ3~a# _ 5(N01)# _ NUN~b# _ NUN~a _ ZATU753#","N01 N01 N01 N01 N01 _ MASZ _ MAR~a _ BU~a _ GURUSZDA _ N01 N01 _ UDUNITA~a _ MUSZ3~a _ N01 N01 N01 N01 N01 _ NUN~b _ NUN~a _ ZATU753",32
"P001554","4(N01) _ BA _ 1(N01) _ GI _ TE _ PIRIG~a1# _ DA~a _ 5(N01) _ DA~a _ TE _ PIRIG~a1#","N01 N01 N01 N01 _ BA _ N01 _ GI _ TE _ PIRIG~a1 _ DA~a _ N01 N01 N01 N01 N01 _ DA~a _ TE _ PIRIG~a1",28
"P001556","5(N01)# _ UDU~a _ |1(N58).BAD~a|# _ 1(N14) _ UD5~a# _ 2(N01)# _ UDUNITA~a _ 4(N01)# _ MASZ# _ ERIM~a# _ GURUSZDA# _ 2(N14) _ 1(N01)#","N01 N01 N01 N01 N01 _ UDU~a _ |1(N58).BAD~a| _ N14 _ UD5~a _ N01 N01 _ UDUNITA~a _ N01 N01 N01 N01 _ MASZ _ ERIM~a _ GURUSZDA _ N14 N14 _ N01",34
"P001558","1(N34) _ DUR~a# _ UNUG~a _ SZE3","N34 _ DUR~a _ UNUG~a _ SZE3",7
"P001559","2(N14) _ BU~a _ UTUA~a# _ 1(N14) _ NUN~b _ U4 _ GA2~b# _ ERIM~a _ A","N14 N14 _ BU~a _ UTUA~a _ N14 _ NUN~b _ U4 _ GA2~b _ ERIM~a _ A",18
"P001563","1(N01)# _ AB~a _ 5(N01)# _ |URU~a2x1(N58)| _ 1(N01)# _ U4# _ PAP~a# _ 1(N01)# _ KISAL~b1# _ 1(N01) _ 1(N01) _ GESZTU~b _ 1(N01) _ BU~a _ NUN~a# _ 1(N01)# _ 1(N01)# _ |1(N58).BAD~a|# _ 1(N01) _ |SAGxGESZTU~a|# _ 2(N01) _ 1(N01) _ AN# _ 1(N01) _ 2(N01)# _ GESZTU~b# _ BU~a _ 1(N01) _ SAG _ 1(N01) _ GA2~a4 _ 2(N01)# _ UMUN2# _ PAP~a","N01 _ AB~a _ N01 N01 N01 N01 N01 _ |URU~a2x1(N58)| _ N01 _ U4 _ PAP~a _ N01 _ KISAL~b1 _ N01 _ N01 _ GESZTU~b _ N01 _ BU~a _ NUN~a _ N01 _ N01 _ |1(N58).BAD~a| _ N01 _ |SAGxGESZTU~a| _ N01 N01 _ N01 _ AN _ N01 _ N01 N01 _ GESZTU~b _ BU~a _ N01 _ SAG _ N01 _ GA2~a4 _ N01 N01 _ UMUN2 _ PAP~a",74
"P001567","1(N01)# _ NINDA2# _ 2(N01)# _ 1(N39~b)# _ 3(N01)# _ 1(N24)# _ 1(N14) _ 4(N01)# _ U4 _ 1(N14) _ SZA3~c# _ ZATU629# _ 1(N14) _ 1(N01)# _ ZATU726~d# _ 1(N14)# _ 1(N14)# _ 1(N01)# _ UMBIN~a _ 1(N01)# _ 2(N01) _ UMBIN~a _ 1(N01)# _ |MAH~axMASZ|# _ 1(N14)# _ |SILA3~axX| _ 1(N14)# _ |SILA3~axX| _ 2(N14)# _ |SILA3~axX|# _ 2(N14)# _ |SILA3~axX|# _ 1(N14) _ ZATU720 _ 5(N01) _ SZUBUR _ AN _ |NINDA2x1(N08)| _ 1(N01) _ 1(N39~b) _ 2(N01) _ 1(N24) _ 2(N01) _ DU8~c _ 1(N01) _ ZATU726~d _ 2(N01)# _ U4 _ 2(N01) _ |LAGAB~axPA~a| _ 1(N01)# _ SZA3~c# _ 1(N01) _ |DUG~bxMASZ| _ 1(N01) _ UMBIN~a# _ 1(N01) _ UDU~a# _ 5(N01)# _ 5(N01) _ ZATU717","N01 _ NINDA2 _ N01 N01 _ N39~b _ N01 N01 N01 _ N24 _ N14 _ N01 N01 N01 N01 _ U4 _ N14 _ SZA3~c _ ZATU629 _ N14 _ N01 _ ZATU726~d _ N14 _ N14 _ N01 _ UMBIN~a _ N01 _ N01 N01 _ UMBIN~a _ N01 _ |MAH~axMASZ| _ N14 _ |SILA3~axX| _ N14 _ |SILA3~axX| _ N14 N14 _ |SILA3~axX| _ N14 N14 _ |SILA3~axX| _ N14 _ ZATU720 _ N01 N01 N01 N01 N01 _ SZUBUR _ AN _ |NINDA2x1(N08)| _ N01 _ N39~b _ N01 N01 _ N24 _ N01 N01 _ DU8~c _ N01 _ ZATU726~d _ N01 N01 _ U4 _ N01 N01 _ |LAGAB~axPA~a| _ N01 _ SZA3~c _ N01 _ |DUG~bxMASZ| _ N01 _ UMBIN~a _ N01 _ UDU~a _ N01 N01 N01 N01 N01 _ N01 N01 N01 N01 N01 _ ZATU717",146
"P001568","7(N01)# _ GU4# _ 1(N01) _ AMAR# _ 1(N01)# _ GU4 _ 1(N01) _ GU4# _ 1(N01) _ PA~a# _ 1(N01) _ NUN~a# _ SANGA~a _ GU4 _ 1(N01)# _ AB~a _ AB2# _ 1(N01) _ PA~a _ AB2 _ 1(N01)# _ 1(N08) _ 1(N01) _ 1(N08) _ U2~b _ AB2 _ 1(N01) _ MAR~a _ GU4 _ |MAH~axX|# _ GU4# _ 1(N01) _ SZUM# _ GU4 _ 1(N01) _ GU4 _ UR3~a1 _ 1(N01) _ KU6~a# _ NUN~a _ 1(N01)# _ EN~b _ SAL _ 1(N01)# _ ZATU693# _ 1(N01) _ NUN~a# _ 1(N01)# _ GISAL~b _ 2(N01)# _ SANGA~a _ NUN~a _ GU4 _ 1(N14) _ 4(N01)# _ GU4 _ 4(N01) _ AB2 _ 4(N01) _ AMAR _ BA# _ 6(N01)# _ GU4","N01 N01 N01 N01 N01 N01 N01 _ GU4 _ N01 _ AMAR _ N01 _ GU4 _ N01 _ GU4 _ N01 _ PA~a _ N01 _ NUN~a _ SANGA~a _ GU4 _ N01 _ AB~a _ AB2 _ N01 _ PA~a _ AB2 _ N01 _ N08 _ N01 _ N08 _ U2~b _ AB2 _ N01 _ MAR~a _ GU4 _ |MAH~axX| _ GU4 _ N01 _ SZUM _ GU4 _ N01 _ GU4 _ UR3~a1 _ N01 _ KU6~a _ NUN~a _ N01 _ EN~b _ SAL _ N01 _ ZATU693 _ N01 _ NUN~a _ N01 _ GISAL~b _ N01 N01 _ SANGA~a _ NUN~a _ GU4 _ N14 _ N01 N01 N01 N01 _ GU4 _ N01 N01 N01 N01 _ AB2 _ N01 N01 N01 N01 _ AMAR _ BA _ N01 N01 N01 N01 N01 N01 _ GU4",146
"P001569","1(N01)# _ UDU~a _ 1(N28) _ 1(N14) _ SZE~a _ ZATU689# _ 1(N01)# _ 1(N01)# _ GUKKAL~a#","N01 _ UDU~a _ N28 _ N14 _ SZE~a _ ZATU689 _ N01 _ N01 _ GUKKAL~a",17
"P001706","1(N14)# _ 6(N01)# _ GAL~a _ GA~a _ 7(N01) _ 1(N08) _ EN~a _ TUR3~a _ 7(N01) _ 1(N08) _ MUN~a1 _ DI _ 7(N01)# _ 1(N08) _ 3(N58) _ 1(N01)# _ 1(N51)# _ 1(N51)# _ 1(N14)# _ 2(N51)# _ 1(N34)#","N14 _ N01 N01 N01 N01 N01 N01 _ GAL~a _ GA~a _ N01 N01 N01 N01 N01 N01 N01 _ N08 _ EN~a _ TUR3~a _ N01 N01 N01 N01 N01 N01 N01 _ N08 _ MUN~a1 _ DI _ N01 N01 N01 N01 N01 N01 N01 _ N08 _ N58 N58 N58 _ N01 _ N51 _ N51 _ N14 _ N51 N51 _ N34",67
"P001573","1(N14)# _ 1(N01)# _ MUSZ3~a _ KID~d _ 1(N01)# _ MUSZ3~a _ 1(N34)# _ SUHUR","N14 _ N01 _ MUSZ3~a _ KID~d _ N01 _ MUSZ3~a _ N34 _ SUHUR",15
"P001574","1(N48)# _ 5(N34)# _ KU6~a _ GAR3#","N48 _ N34 N34 N34 N34 N34 _ KU6~a _ GAR3",11
"P001575","9(N01)# _ EN~b# _ 1(N01) _ 1(N01) _ SI4~a _ 1(N01)#","N01 N01 N01 N01 N01 N01 N01 N01 N01 _ EN~b _ N01 _ N01 _ SI4~a _ N01",19
"P001576","2(N01)# _ 2(N01) _ GI","N01 N01 _ N01 N01 _ GI",7
"P001577","5(N34)# _ 7(N01)#","N34 N34 N34 N34 N34 _ N01 N01 N01 N01 N01 N01 N01",13
"P001713","6(N14) _ KI _ 2(N14) _ KI _ 6(N14) _ KI _ 2(N50)# _ BA _ 1(N14)#","N14 N14 N14 N14 N14 N14 _ KI _ N14 N14 _ KI _ N14 N14 N14 N14 N14 N14 _ KI _ N50 N50 _ BA _ N14",29
"P001582","1(N51)# _ 1(N26)# _ 1(N51) _ 1(N34) _ 1(N14) _ 5(N01)# _ SIG2~a3 _ 1(N51)# _ 1(N51)# _ 1(N01)#","N51 _ N26 _ N51 _ N34 _ N14 _ N01 N01 N01 N01 N01 _ SIG2~a3 _ N51 _ N51 _ N01",23
"P001583","1(N01)# _ AB2 _ 1(N01) _ DUG~b _ ZATU637 _ AB2","N01 _ AB2 _ N01 _ DUG~b _ ZATU637 _ AB2",11
"P001584","1(N14) _ 1(N34)# _ ZATU693","N14 _ N34 _ ZATU693",5
"P001586","2(N14)# _ SUHUR _ UB#","N14 N14 _ SUHUR _ UB",6
"P001588","KASZ~b# _ |NUN~a+EN~a| _ 2(N51)# _ 1(N51)#","KASZ~b _ |NUN~a+EN~a| _ N51 N51 _ N51",8
"P001727","2(N01)#","N01 N01",2
"P001590","4(N01)# _ DUG~b _ 3(N01) _ SZU2","N01 N01 N01 N01 _ DUG~b _ N01 N01 N01 _ SZU2",12
"P001591","2(N01) _ 2(N58) _ MU _ UMBIN~a _ 2(N01) _ ZATU720 _ 2(N01) _ |DUG~bxMASZ|# _ 1(N01) _ UKKIN~a# _ 2(N01) _ |MAH~axUTUA~a| _ 4(N01) _ |MAH~axGUKKAL~a|# _ 1(N01) _ 2(N01)# _ 2(N01)# _ 2(N14)# _ 4(N01)#","N01 N01 _ N58 N58 _ MU _ UMBIN~a _ N01 N01 _ ZATU720 _ N01 N01 _ |DUG~bxMASZ| _ N01 _ UKKIN~a _ N01 N01 _ |MAH~axUTUA~a| _ N01 N01 N01 N01 _ |MAH~axGUKKAL~a| _ N01 _ N01 N01 _ N01 N01 _ N14 N14 _ N01 N01 N01 N01",51
"P001593","UD5~a# _ 9(N01) _ UD5~a# _ UTUA~a# _ 2(N01) _ 2(N08) _ UD5~a","UD5~a _ N01 N01 N01 N01 N01 N01 N01 N01 N01 _ UD5~a _ UTUA~a _ N01 N01 _ N08 N08 _ UD5~a",23
"P001738","2(N14)# _ 5(N01)# _ 4(N14) _ 3(N01) _ 1(N08) _ |ZATU737xDI|# _ 7(N01) _ EN~a _ TUR3~a _ 2(N14)# _ 6(N01)# _ 1(N08) _ 2(N01)#","N14 N14 _ N01 N01 N01 N01 N01 _ N14 N14 N14 N14 _ N01 N01 N01 _ N08 _ |ZATU737xDI| _ N01 N01 N01 N01 N01 N01 N01 _ EN~a _ TUR3~a _ N14 N14 _ N01 N01 N01 N01 N01 N01 _ N08 _ N01 N01",48
"P001597","1(N34) _ 6(N01) _ SANGA~a","N34 _ N01 N01 N01 N01 N01 N01 _ SANGA~a",10
"P001742","1(N34)# _ 3(N14) _ 1(N01) _ NUN~b _ 1(N14) _ AMAR _ 4(N14) _ 2(N01) _ AN","N34 _ N14 N14 N14 _ N01 _ NUN~b _ N14 _ AMAR _ N14 N14 N14 N14 _ N01 N01 _ AN",23
"P001600","1(N34) _ 2(N14)# _ 1(N01)# _ UDU~a# _ GURUSZDA","N34 _ N14 N14 _ N01 _ UDU~a _ GURUSZDA",10
"P001744","1(N54) _ 2(N51)# _ 1(N51)# _ 1(N34)# _ 2(N14)# _ 2(N01) _ GAR#","N54 _ N51 N51 _ N51 _ N34 _ N14 N14 _ N01 N01 _ GAR",16
"P001602","1(N07~a)# _ 1(N09)# _ LAM~b _ SAG _ 2(N07~a)# _ 1(N09)#","N07~a _ N09 _ LAM~b _ SAG _ N07~a N07~a _ N09",12
"P001603","NAM2@t _ KAB# _ UNUG~a _ ZATU818","NAM2@t _ KAB _ UNUG~a _ ZATU818",7
"P001604","1(N34)# _ 2(N14) _ SZITA~a1 _ 1(N34)#","N34 _ N14 N14 _ SZITA~a1 _ N34",8
"P001754","1(N08) _ A","N08 _ A",3
"P001607","1(N01)# _ EN@g~b _ SZAGAN#","N01 _ EN@g~b _ SZAGAN",5
"P001608","SI4~a# _ 2(N14) _ BIR3~b _ SUHUR# _ 1(N14) _ NUN~a#","SI4~a _ N14 N14 _ BIR3~b _ SUHUR _ N14 _ NUN~a",12
"P001609","4(N14)# _ 3(N01)#","N14 N14 N14 N14 _ N01 N01 N01",8
"P001610","5(N01) _ MUSZ3~a#","N01 N01 N01 N01 N01 _ MUSZ3~a",7
"P001612","NINDA2# _ SZU2 _ NINDA2 _ ZATU626~a _ 1(N01)# _ 1(N01)#","NINDA2 _ SZU2 _ NINDA2 _ ZATU626~a _ N01 _ N01",11
"P001613","1(N01) _ ZATU753 _ UNUG~a _ NESAG2~a","N01 _ ZATU753 _ UNUG~a _ NESAG2~a",7
"P001760","1(N14) _ 2(N01) _ UKKIN~a# _ 5(N01) _ 1(N57) _ 4(N01)# _ 3(N01)# _ ZATU647 _ 5(N01) _ DU# _ KAR2~a _ 6(N01)# _ 5(N01) _ KISAL~b1# _ 8(N01)# _ 1(N57) _ 1(N01) _ SANGA~a _ 1(N01) _ 1(N57) _ 1(N01) _ GA~a _ 3(N01)# _ UB _ 5(N01) _ 1(N57) _ 6(N01) _ 2(N01)# _ 2(N01)# _ 2(N01)# _ 6(N01)# _ 4(N01)# _ 1(N01)# _ 1(N01)# _ 1(N01)# _ 3(N01)# _ 2(N01)# _ 3(N01) _ PA~a _ 3(N01) _ |1(N58).BAD~a| _ 1(N57) _ EN~a# _ BA _ KISAL~b1# _ 1(N34) _ 1(N14) _ 6(N01) _ ZATU659 _ 1(N34) _ 3(N14) _ GAR# _ 4(N14) _ 6(N01) _ 3(N14) _ 5(N01) _ |SILA3~axSZU| _ 1(N01) _ SZITA@g~a _ 2(N14) _ 8(N01) _ 3(N14)# _ 5(N01) _ ZATU780 _ 1(N14) _ 2(N01) _ SZA@g _ 2(N01) _ |SILA3~axNUN~b|","N14 _ N01 N01 _ UKKIN~a _ N01 N01 N01 N01 N01 _ N57 _ N01 N01 N01 N01 _ N01 N01 N01 _ ZATU647 _ N01 N01 N01 N01 N01 _ DU _ KAR2~a _ N01 N01 N01 N01 N01 N01 _ N01 N01 N01 N01 N01 _ KISAL~b1 _ N01 N01 N01 N01 N01 N01 N01 N01 _ N57 _ N01 _ SANGA~a _ N01 _ N57 _ N01 _ GA~a _ N01 N01 N01 _ UB _ N01 N01 N01 N01 N01 _ N57 _ N01 N01 N01 N01 N01 N01 _ N01 N01 _ N01 N01 _ N01 N01 _ N01 N01 N01 N01 N01 N01 _ N01 N01 N01 N01 _ N01 _ N01 _ N01 _ N01 N01 N01 _ N01 N01 _ N01 N01 N01 _ PA~a _ N01 N01 N01 _ |1(N58).BAD~a| _ N57 _ EN~a _ BA _ KISAL~b1 _ N34 _ N14 _ N01 N01 N01 N01 N01 N01 _ ZATU659 _ N34 _ N14 N14 N14 _ GAR _ N14 N14 N14 N14 _ N01 N01 N01 N01 N01 N01 _ N14 N14 N14 _ N01 N01 N01 N01 N01 _ |SILA3~axSZU| _ N01 _ SZITA@g~a _ N14 N14 _ N01 N01 N01 N01 N01 N01 N01 N01 _ N14 N14 N14 _ N01 N01 N01 N01 N01 _ ZATU780 _ N14 _ N01 N01 _ SZA@g _ N01 N01 _ |SILA3~axNUN~b|",233
"P001620","2(N01) _ UD5~a# _ LAGAR~c _ PA~a#","N01 N01 _ UD5~a _ LAGAR~c _ PA~a",8
"P001622","3(N01)# _ SAL#","N01 N01 N01 _ SAL",5
"P001624","6(N01)# _ EN~b# _ KISAL~b1","N01 N01 N01 N01 N01 N01 _ EN~b _ KISAL~b1",10
"P001625","3(N01)# _ |DUG~bxHI@g~a|# _ URU~c","N01 N01 N01 _ |DUG~bxHI@g~a| _ URU~c",7
"P001626","4(N01)# _ 1(N14)# _ 2(N01)# _ HASZHUR#","N01 N01 N01 N01 _ N14 _ N01 N01 _ HASZHUR",11
"P001627","2(N01)#","N01 N01",2
"P001628","2(N14)#","N14 N14",2
"P001629","2(N34)#","N34 N34",2
"P001630","1(N14)# _ 2(N01)#","N14 _ N01 N01",4
"P001631","1(N34)# _ SUHUR#","N34 _ SUHUR",3
"P001633","2(N01) _ ZATU693@t _ |GA2~a1xEN~b| _ MASZ _ 6(N01)# _ ZATU693 _ UDU~a _ UNUG~a# _ GURUSZDA#","N01 N01 _ ZATU693@t _ |GA2~a1xEN~b| _ MASZ _ N01 N01 N01 N01 N01 N01 _ ZATU693 _ UDU~a _ UNUG~a _ GURUSZDA",23
"P001764","KASKAL _ 2(N01) _ TE _ AMAR _ 1(N01) _ AMA~a _ 1(N01) _ 3(N01) _ TUR3~a _ 1(N01) _ RU _ PA~a _ 1(N01) _ BA _ PA~a _ 1(N01) _ SI4~a _ |SZE~a.NAM2| _ KU6~a _ 2(N01) _ ERIM~a _ KUR~a _ KI _ 1(N01) _ NI~a _ ERIM~a _ BARA2~a _ 1(N14) _ 6(N01) _ BARA2~a","KASKAL _ N01 N01 _ TE _ AMAR _ N01 _ AMA~a _ N01 _ N01 N01 N01 _ TUR3~a _ N01 _ RU _ PA~a _ N01 _ BA _ PA~a _ N01 _ SI4~a _ |SZE~a.NAM2| _ KU6~a _ N01 N01 _ ERIM~a _ KUR~a _ KI _ N01 _ NI~a _ ERIM~a _ BARA2~a _ N14 _ N01 N01 N01 N01 N01 N01 _ BARA2~a",68
"P001637","2(N01)#","N01 N01",2
"P001770","KASZ~b _ DA~a _ BU~a# _ TAK4~a","KASZ~b _ DA~a _ BU~a _ TAK4~a",7
"P001771","1(N54) _ GAR# _ KASZ~a# _ 1(N14) _ 2(N01) _ 1(N14)#","N54 _ GAR _ KASZ~a _ N14 _ N01 N01 _ N14",12
"P001645","1(N14)# _ PA~a _ UDUNITA~a#","N14 _ PA~a _ UDUNITA~a",5
"P002030","4(N01)# _ AL _ 1(N14) _ HI _ E2~a _ |ZATU651xNUN~a|# _ TAK4~a _ AN","N01 N01 N01 N01 _ AL _ N14 _ HI _ E2~a _ |ZATU651xNUN~a| _ TAK4~a _ AN",18
"P002048","1(N02)# _ 1(N01)# _ 2(N14) _ 2(N02) _ 2(N01) _ HI _ NANSZE~a _ 2(N14) _ 1(N02) _ 1(N01) _ HI _ TUR _ 3(N01)# _ HI _ MAR~a _ 3(N01) _ UDU~a _ TE _ 1(N34) _ 2(N14) _ HI _ AN _ 3(N57) _ SANGA~a _ GU4# _ NUN~a# _ EN~a# _ 4(N14) _ SANGA~a","N02 _ N01 _ N14 N14 _ N02 N02 _ N01 N01 _ HI _ NANSZE~a _ N14 N14 _ N02 _ N01 _ HI _ TUR _ N01 N01 N01 _ HI _ MAR~a _ N01 N01 N01 _ UDU~a _ TE _ N34 _ N14 N14 _ HI _ AN _ N57 N57 N57 _ SANGA~a _ GU4 _ NUN~a _ EN~a _ N14 N14 N14 N14 _ SANGA~a",71
"P002051","4(N01)# _ UDU~a _ ZATU752 _ GESZTU~a# _ A#","N01 N01 N01 N01 _ UDU~a _ ZATU752 _ GESZTU~a _ A",12
"P002052","3(N14) _ 5(N01) _ 5(N57)# _ ZATU804 _ 1(N14) _ 5(N57)","N14 N14 N14 _ N01 N01 N01 N01 N01 _ N57 N57 N57 N57 N57 _ ZATU804 _ N14 _ N57 N57 N57 N57 N57",25
"P002054","7(N01)# _ U2~a# _ U4# _ 5(N01) _ SIG _ U2~a _ 7(N01) _ U4 _ U2~a _ 5(N01) _ SIG _ U2~a# _ 3(N01) _ EN~a _ SAG# _ 1(N01) _ GI _ 2(N01) _ SZIR~a _ NE~a _ 1(N01) _ SZITA~a1 _ |SZU2.EN~a|# _ AN _ 1(N01) _ EN~a _ ZI~a _ SZUBUR _ 1(N01) _ EN~a# _ NAGA~a _ 1(N01) _ |MUSZENx2(N57)| _ PAP~a _ 5(N14) _ 3(N01) _ GU7 _ ZATU703","N01 N01 N01 N01 N01 N01 N01 _ U2~a _ U4 _ N01 N01 N01 N01 N01 _ SIG _ U2~a _ N01 N01 N01 N01 N01 N01 N01 _ U4 _ U2~a _ N01 N01 N01 N01 N01 _ SIG _ U2~a _ N01 N01 N01 _ EN~a _ SAG _ N01 _ GI _ N01 N01 _ SZIR~a _ NE~a _ N01 _ SZITA~a1 _ |SZU2.EN~a| _ AN _ N01 _ EN~a _ ZI~a _ SZUBUR _ N01 _ EN~a _ NAGA~a _ N01 _ |MUSZENx2(N57)| _ PAP~a _ N14 N14 N14 N14 N14 _ N01 N01 N01 _ GU7 _ ZATU703",104
"P002060","1(N01)# _ NAGA~a#","N01 _ NAGA~a",3
"P002069","2(N01) _ SZITA~a1 _ GAL~a _ |SZU&SZU| _ 4(N01)# _ SIG _ 2(N01)# _ U2~a# _ U4 _ 1(N01) _ ZATU703# _ GI# _ GU7# _ 6(N01)# _ BA","N01 N01 _ SZITA~a1 _ GAL~a _ |SZU&SZU| _ N01 N01 N01 N01 _ SIG _ N01 N01 _ U2~a _ U4 _ N01 _ ZATU703 _ GI _ GU7 _ N01 N01 N01 N01 N01 N01 _ BA",39
"P002076","1(N14)# _ 1(N01)# _ GUM~b# _ SUM~a _ 1(N01)# _ |SILA3~axMASZ| _ 2(N01)# _ 1(N01) _ DUR2# _ ZATU751~a _ KU6~a _ GU7#","N14 _ N01 _ GUM~b _ SUM~a _ N01 _ |SILA3~axMASZ| _ N01 N01 _ N01 _ DUR2 _ ZATU751~a _ KU6~a _ GU7",24
"P002080","2(N01)# _ 9(N01)# _ SUHUR _ 1(N14)# _ SUHUR#","N01 N01 _ N01 N01 N01 N01 N01 N01 N01 N01 N01 _ SUHUR _ N14 _ SUHUR",18
"P002081","1(N01)# _ TUG2~a# _ EN~a _ 1(N01)# _ EN~b _ EN~b _ EN~a#","N01 _ TUG2~a _ EN~a _ N01 _ EN~b _ EN~b _ EN~a",13
"P002083","5(N01)# _ |NUN~a+EN~d|# _ 2(N01) _ SANGA~a# _ 1(N01) _ EN~a _ SANGA~a#","N01 N01 N01 N01 N01 _ |NUN~a+EN~d| _ N01 N01 _ SANGA~a _ N01 _ EN~a _ SANGA~a",18
"P002097","BAHAR2~b# _ NUNUZ~a1 _ GAL~a#","BAHAR2~b _ NUNUZ~a1 _ GAL~a",5
"P002130","KID~b# _ GAL~a#","KID~b _ GAL~a",3
"P002178","1(N01) _ SZU2 _ 2(N01) _ 1(N57) _ 1(N38) _ NI~a _ AL _ GAN~a _ AB2 _ NUN~a","N01 _ SZU2 _ N01 N01 _ N57 _ N38 _ NI~a _ AL _ GAN~a _ AB2 _ NUN~a",20
"P002180","1(N14) _ 5(N01) _ UDU~a","N14 _ N01 N01 N01 N01 N01 _ UDU~a",9
"P002186","TUR# _ EN~a# _ PAP~a","TUR _ EN~a _ PAP~a",5
"P002188","1(N24)# _ SZU","N24 _ SZU",3
"P002198","AN _ HI _ EN~a _ BARA2~a _ HI#","AN _ HI _ EN~a _ BARA2~a _ HI",9
"P002209","1(N01) _ |DUG~cx1(N57)| _ 2(N02) _ SANGA~a _ |GI4~b&GI4~b|","N01 _ |DUG~cx1(N57)| _ N02 N02 _ SANGA~a _ |GI4~b&GI4~b|",10
"P002211","2(N01)# _ UDU~a _ UB _ SAG","N01 N01 _ UDU~a _ UB _ SAG",8
"P002212","2(N02)# _ AMA~a _ 1(N02) _ 1(N05) _ U4 _ SI4~a _ U4#","N02 N02 _ AMA~a _ N02 _ N05 _ U4 _ SI4~a _ U4",14
"P002213","MUSZEN# _ 3(N01) _ TE _ BU~a _ 1(N14) _ EN~a# _ 4(N01)# _ 1(N24) _ MUSZEN _ 2(N01)#","MUSZEN _ N01 N01 N01 _ TE _ BU~a _ N14 _ EN~a _ N01 N01 N01 N01 _ N24 _ MUSZEN _ N01 N01",25
"P002214","2(N14)# _ GAR# _ LAM~b#","N14 N14 _ GAR _ LAM~b",6
"P002216","2(N01) _ UDU~a","N01 N01 _ UDU~a",4
"P002218","2(N14)# _ GAR#","N14 N14 _ GAR",4
"P002221","1(N01)# _ UR3~a1# _ 6(N01)# _ 2(N08) _ BA","N01 _ UR3~a1 _ N01 N01 N01 N01 N01 N01 _ N08 N08 _ BA",15
"P002225","1(N14) _ 5(N01) _ HASZHUR# _ SIG7# _ 1(N01) _ |MAxMA| _ HASZHUR#","N14 _ N01 N01 N01 N01 N01 _ HASZHUR _ SIG7 _ N01 _ |MAxMA| _ HASZHUR",17
"P002250","2(N14) _ GAR _ 1(N01)# _ UDU~a#","N14 N14 _ GAR _ N01 _ UDU~a",8
"P002258","2(N14) _ SZU2 _ 1(N01) _ GADA~a _ 1(N01) _ 1(N14) _ 4(N01)# _ 1(N14)#","N14 N14 _ SZU2 _ N01 _ GADA~a _ N01 _ N14 _ N01 N01 N01 N01 _ N14",19
"P002259","MA _ HASZHUR _ 1(N14) _ BU~a#","MA _ HASZHUR _ N14 _ BU~a",7
"P002270","1(N14) _ 2(N01)# _ EN~a _ 6(N01) _ GU4","N14 _ N01 N01 _ EN~a _ N01 N01 N01 N01 N01 N01 _ GU4",15
"P002272","4(N14)# _ 1(N34) _ 3(N01) _ KALAM~b# _ 4(N14)# _ 2(N01) _ EN~a# _ |BU~a+DU6~a|# _ 2(N14)# _ 3(N01) _ KA~a# _ 2(N48)#","N14 N14 N14 N14 _ N34 _ N01 N01 N01 _ KALAM~b _ N14 N14 N14 N14 _ N01 N01 _ EN~a _ |BU~a+DU6~a| _ N14 N14 _ N01 N01 N01 _ KA~a _ N48 N48",36
"P002273","1(N37) _ 1(N47) _ 1(N05)","N37 _ N47 _ N05",5
"P002281","SANGA~a# _ GA~a","SANGA~a _ GA~a",3
"P002292","1(N14)# _ 1(N34)# _ 2(N14)# _ 2(N01)# _ 4(N14)# _ GAN2# _ DA~a _ DANNA _ 1(N22) _ 2(N01) _ GAN2# _ GI","N14 _ N34 _ N14 N14 _ N01 N01 _ N14 N14 N14 N14 _ GAN2 _ DA~a _ DANNA _ N22 _ N01 N01 _ GAN2 _ GI",29
"P002293","1(N01) _ TUG2~a _ GADA~a _ EN~a","N01 _ TUG2~a _ GADA~a _ EN~a",7
"P002307","1(N01) _ AB~b _ |3(N57).PIRIG~b1|# _ SU~a","N01 _ AB~b _ |3(N57).PIRIG~b1| _ SU~a",7
"P002313","1(N45)# _ 1(N54) _ 2(N14) _ 4(N01)#","N45 _ N54 _ N14 N14 _ N01 N01 N01 N01",11
"P002319","1(N01) _ UB _ A _ SI _ 1(N01)","N01 _ UB _ A _ SI _ N01",9
"P002326","UMBIN~a# _ BARA2~a# _ 1(N01)# _ EZEN~a# _ 1(N01)# _ BARA2~a# _ 2(N01)#","UMBIN~a _ BARA2~a _ N01 _ EZEN~a _ N01 _ BARA2~a _ N01 N01",14
"P002328","4(N34)# _ 1(N34)# _ EN~a# _ 2(N34)# _ SAL# _ NUN~a# _ DU# _ 1(N34)# _ 3(N14)# _ 2(N14)#","N34 N34 N34 N34 _ N34 _ EN~a _ N34 N34 _ SAL _ NUN~a _ DU _ N34 _ N14 N14 N14 _ N14 N14",26
"P002333","BA# _ GAL~a# _ GURUSZDA# _ 2(N01)# _ GIR3@g~c#","BA _ GAL~a _ GURUSZDA _ N01 N01 _ GIR3@g~c",10
"P002337","1(N14)# _ 4(N01) _ IB~a# _ URI","N14 _ N01 N01 N01 N01 _ IB~a _ URI",10
