id,corpus_id,filename,language_name_wals,language_name_glotto,iso639_3,year_composed,year_published,mode,genre_broad,genre_narrow,writing_system,special_characters,short_description,source,copyright_short,copyright_long,sample_type,comments
17715,107,rus_nfi_812.txt,Russian,Russian,rus,"NA",2016,written,non-fiction,prepared_speeches,Cyrl,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/ru.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
17716,107,rus_nfi_813.txt,Russian,Russian,rus,"NA",2016,written,non-fiction,prepared_speeches,Cyrl,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/ru.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
17717,107,rus_nfi_814.txt,Russian,Russian,rus,"NA",2016,written,non-fiction,prepared_speeches,Cyrl,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/ru.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
17718,107,rus_nfi_815.txt,Russian,Russian,rus,"NA",2016,written,non-fiction,prepared_speeches,Cyrl,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/ru.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
17719,107,rus_nfi_816.txt,Russian,Russian,rus,"NA",2016,written,non-fiction,prepared_speeches,Cyrl,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/ru.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
17720,107,rus_nfi_817.txt,Russian,Russian,rus,"NA",2016,written,non-fiction,prepared_speeches,Cyrl,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/ru.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
17721,107,rus_nfi_818.txt,Russian,Russian,rus,"NA",2016,written,non-fiction,prepared_speeches,Cyrl,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/ru.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
17722,107,rus_nfi_819.txt,Russian,Russian,rus,"NA",2016,written,non-fiction,prepared_speeches,Cyrl,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/ru.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
17723,107,rus_nfi_82.txt,Russian,Russian,rus,"NA",2017,written,non-fiction,prepared_speeches,Cyrl,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/ru.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
17724,107,rus_nfi_820.txt,Russian,Russian,rus,"NA",2016,written,non-fiction,prepared_speeches,Cyrl,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/ru.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
17725,107,rus_nfi_821.txt,Russian,Russian,rus,"NA",2016,written,non-fiction,prepared_speeches,Cyrl,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/ru.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
17726,107,rus_nfi_822.txt,Russian,Russian,rus,"NA",2016,written,non-fiction,prepared_speeches,Cyrl,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/ru.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
17727,107,rus_nfi_823.txt,Russian,Russian,rus,"NA",2016,written,non-fiction,prepared_speeches,Cyrl,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/ru.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
17728,107,rus_nfi_824.txt,Russian,Russian,rus,"NA",2016,written,non-fiction,prepared_speeches,Cyrl,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/ru.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
17729,107,rus_nfi_825.txt,Russian,Russian,rus,"NA",2016,written,non-fiction,prepared_speeches,Cyrl,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/ru.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
17730,107,rus_nfi_826.txt,Russian,Russian,rus,"NA",2016,written,non-fiction,prepared_speeches,Cyrl,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/ru.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
17731,107,rus_nfi_827.txt,Russian,Russian,rus,"NA",2016,written,non-fiction,prepared_speeches,Cyrl,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/ru.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
17732,107,rus_nfi_828.txt,Russian,Russian,rus,"NA",2016,written,non-fiction,prepared_speeches,Cyrl,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/ru.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
17733,107,rus_nfi_829.txt,Russian,Russian,rus,"NA",2016,written,non-fiction,prepared_speeches,Cyrl,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/ru.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
17734,107,rus_nfi_83.txt,Russian,Russian,rus,"NA",2017,written,non-fiction,prepared_speeches,Cyrl,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/ru.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
17735,107,rus_nfi_830.txt,Russian,Russian,rus,"NA",2016,written,non-fiction,prepared_speeches,Cyrl,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/ru.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
17736,107,rus_nfi_831.txt,Russian,Russian,rus,"NA",2016,written,non-fiction,prepared_speeches,Cyrl,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/ru.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
17737,107,rus_nfi_832.txt,Russian,Russian,rus,"NA",2016,written,non-fiction,prepared_speeches,Cyrl,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/ru.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
17738,107,rus_nfi_833.txt,Russian,Russian,rus,"NA",2016,written,non-fiction,prepared_speeches,Cyrl,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/ru.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
17739,107,rus_nfi_834.txt,Russian,Russian,rus,"NA",2016,written,non-fiction,prepared_speeches,Cyrl,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/ru.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
17740,107,rus_nfi_835.txt,Russian,Russian,rus,"NA",2016,written,non-fiction,prepared_speeches,Cyrl,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/ru.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
17741,107,rus_nfi_836.txt,Russian,Russian,rus,"NA",2016,written,non-fiction,prepared_speeches,Cyrl,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/ru.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
17742,107,rus_nfi_837.txt,Russian,Russian,rus,"NA",2016,written,non-fiction,prepared_speeches,Cyrl,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/ru.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
17743,107,rus_nfi_838.txt,Russian,Russian,rus,"NA",2016,written,non-fiction,prepared_speeches,Cyrl,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/ru.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
17744,107,rus_nfi_839.txt,Russian,Russian,rus,"NA",2016,written,non-fiction,prepared_speeches,Cyrl,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/ru.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
17745,107,rus_nfi_84.txt,Russian,Russian,rus,"NA",2017,written,non-fiction,prepared_speeches,Cyrl,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/ru.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
17746,107,rus_nfi_840.txt,Russian,Russian,rus,"NA",2016,written,non-fiction,prepared_speeches,Cyrl,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/ru.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
17747,107,rus_nfi_841.txt,Russian,Russian,rus,"NA",2016,written,non-fiction,prepared_speeches,Cyrl,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/ru.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
17748,107,rus_nfi_842.txt,Russian,Russian,rus,"NA",2016,written,non-fiction,prepared_speeches,Cyrl,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/ru.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
17749,107,rus_nfi_843.txt,Russian,Russian,rus,"NA",2016,written,non-fiction,prepared_speeches,Cyrl,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/ru.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
17750,107,rus_nfi_844.txt,Russian,Russian,rus,"NA",2016,written,non-fiction,prepared_speeches,Cyrl,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/ru.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
17751,107,rus_nfi_845.txt,Russian,Russian,rus,"NA",2016,written,non-fiction,prepared_speeches,Cyrl,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/ru.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
17752,107,rus_nfi_846.txt,Russian,Russian,rus,"NA",2016,written,non-fiction,prepared_speeches,Cyrl,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/ru.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
17753,107,rus_nfi_847.txt,Russian,Russian,rus,"NA",2016,written,non-fiction,prepared_speeches,Cyrl,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/ru.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
17754,107,rus_nfi_848.txt,Russian,Russian,rus,"NA",2016,written,non-fiction,prepared_speeches,Cyrl,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/ru.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
17755,107,rus_nfi_849.txt,Russian,Russian,rus,"NA",2016,written,non-fiction,prepared_speeches,Cyrl,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/ru.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
17756,107,rus_nfi_85.txt,Russian,Russian,rus,"NA",2017,written,non-fiction,prepared_speeches,Cyrl,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/ru.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
17757,107,rus_nfi_850.txt,Russian,Russian,rus,"NA",2016,written,non-fiction,prepared_speeches,Cyrl,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/ru.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
17758,107,rus_nfi_851.txt,Russian,Russian,rus,"NA",2016,written,non-fiction,prepared_speeches,Cyrl,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/ru.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
17759,107,rus_nfi_852.txt,Russian,Russian,rus,"NA",2016,written,non-fiction,prepared_speeches,Cyrl,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/ru.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
17760,107,rus_nfi_853.txt,Russian,Russian,rus,"NA",2016,written,non-fiction,prepared_speeches,Cyrl,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/ru.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
17761,107,rus_nfi_854.txt,Russian,Russian,rus,"NA",2016,written,non-fiction,prepared_speeches,Cyrl,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/ru.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
17762,107,rus_nfi_855.txt,Russian,Russian,rus,"NA",2016,written,non-fiction,prepared_speeches,Cyrl,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/ru.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
17763,107,rus_nfi_856.txt,Russian,Russian,rus,"NA",2016,written,non-fiction,prepared_speeches,Cyrl,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/ru.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
17764,107,rus_nfi_857.txt,Russian,Russian,rus,"NA",2016,written,non-fiction,prepared_speeches,Cyrl,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/ru.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
17765,107,rus_nfi_858.txt,Russian,Russian,rus,"NA",2016,written,non-fiction,prepared_speeches,Cyrl,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/ru.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
17766,107,rus_nfi_859.txt,Russian,Russian,rus,"NA",2016,written,non-fiction,prepared_speeches,Cyrl,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/ru.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
17767,107,rus_nfi_86.txt,Russian,Russian,rus,"NA",2017,written,non-fiction,prepared_speeches,Cyrl,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/ru.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
17768,107,rus_nfi_860.txt,Russian,Russian,rus,"NA",2016,written,non-fiction,prepared_speeches,Cyrl,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/ru.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
17769,107,rus_nfi_861.txt,Russian,Russian,rus,"NA",2016,written,non-fiction,prepared_speeches,Cyrl,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/ru.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
17770,107,rus_nfi_862.txt,Russian,Russian,rus,"NA",2016,written,non-fiction,prepared_speeches,Cyrl,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/ru.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
17771,107,rus_nfi_863.txt,Russian,Russian,rus,"NA",2016,written,non-fiction,prepared_speeches,Cyrl,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/ru.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
