id,corpus_id,filename,language_name_wals,language_name_glotto,iso639_3,year_composed,year_published,mode,genre_broad,genre_narrow,writing_system,special_characters,short_description,source,copyright_short,copyright_long,sample_type,comments
2812,29,fin_nfi_1514.txt,Finnish,Finnish,fin,"NA",2016,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/fi.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
2813,29,fin_nfi_1515.txt,Finnish,Finnish,fin,"NA",2016,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/fi.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
2814,29,fin_nfi_1516.txt,Finnish,Finnish,fin,"NA",2016,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/fi.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
2815,29,fin_nfi_1517.txt,Finnish,Finnish,fin,"NA",2016,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/fi.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
2816,29,fin_nfi_1518.txt,Finnish,Finnish,fin,"NA",2016,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/fi.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
2817,29,fin_nfi_1519.txt,Finnish,Finnish,fin,"NA",2016,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/fi.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
2818,29,fin_nfi_152.txt,Finnish,Finnish,fin,"NA",2017,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/fi.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
2819,29,fin_nfi_1520.txt,Finnish,Finnish,fin,"NA",2016,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/fi.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
2820,29,fin_nfi_1521.txt,Finnish,Finnish,fin,"NA",2016,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/fi.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
2821,29,fin_nfi_1522.txt,Finnish,Finnish,fin,"NA",2016,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/fi.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
2822,29,fin_nfi_1523.txt,Finnish,Finnish,fin,"NA",2016,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/fi.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
2823,29,fin_nfi_1524.txt,Finnish,Finnish,fin,"NA",2016,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/fi.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
2824,29,fin_nfi_1525.txt,Finnish,Finnish,fin,"NA",2016,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/fi.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
2825,29,fin_nfi_1526.txt,Finnish,Finnish,fin,"NA",2016,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/fi.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
2826,29,fin_nfi_1527.txt,Finnish,Finnish,fin,"NA",2016,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/fi.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
2827,29,fin_nfi_1528.txt,Finnish,Finnish,fin,"NA",2016,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/fi.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
2828,29,fin_nfi_1529.txt,Finnish,Finnish,fin,"NA",2016,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/fi.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
2829,29,fin_nfi_153.txt,Finnish,Finnish,fin,"NA",2017,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/fi.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
2830,29,fin_nfi_1530.txt,Finnish,Finnish,fin,"NA",2016,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/fi.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
2831,29,fin_nfi_1531.txt,Finnish,Finnish,fin,"NA",2016,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/fi.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
2832,29,fin_nfi_1532.txt,Finnish,Finnish,fin,"NA",2016,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/fi.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
2833,29,fin_nfi_1533.txt,Finnish,Finnish,fin,"NA",2016,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/fi.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
2834,29,fin_nfi_1534.txt,Finnish,Finnish,fin,"NA",2016,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/fi.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
2835,29,fin_nfi_1535.txt,Finnish,Finnish,fin,"NA",2016,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/fi.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
2836,29,fin_nfi_1536.txt,Finnish,Finnish,fin,"NA",2016,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/fi.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
2837,29,fin_nfi_1537.txt,Finnish,Finnish,fin,"NA",2016,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/fi.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
2838,29,fin_nfi_1538.txt,Finnish,Finnish,fin,"NA",2016,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/fi.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
2839,29,fin_nfi_1539.txt,Finnish,Finnish,fin,"NA",2016,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/fi.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
2840,29,fin_nfi_154.txt,Finnish,Finnish,fin,"NA",2017,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/fi.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
2841,29,fin_nfi_1540.txt,Finnish,Finnish,fin,"NA",2016,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/fi.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
2842,29,fin_nfi_1541.txt,Finnish,Finnish,fin,"NA",2016,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/fi.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
2843,29,fin_nfi_1542.txt,Finnish,Finnish,fin,"NA",2016,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/fi.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
2844,29,fin_nfi_1543.txt,Finnish,Finnish,fin,"NA",2016,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/fi.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
2845,29,fin_nfi_1544.txt,Finnish,Finnish,fin,"NA",2016,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/fi.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
2846,29,fin_nfi_1545.txt,Finnish,Finnish,fin,"NA",2016,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/fi.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
2847,29,fin_nfi_1546.txt,Finnish,Finnish,fin,"NA",2016,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/fi.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
2848,29,fin_nfi_1547.txt,Finnish,Finnish,fin,"NA",2016,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/fi.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
2849,29,fin_nfi_1548.txt,Finnish,Finnish,fin,"NA",2016,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/fi.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
2850,29,fin_nfi_1549.txt,Finnish,Finnish,fin,"NA",2016,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/fi.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
2851,29,fin_nfi_155.txt,Finnish,Finnish,fin,"NA",2017,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/fi.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
2852,29,fin_nfi_1550.txt,Finnish,Finnish,fin,"NA",2016,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/fi.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
2853,29,fin_nfi_1551.txt,Finnish,Finnish,fin,"NA",2016,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/fi.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
2854,29,fin_nfi_1552.txt,Finnish,Finnish,fin,"NA",2016,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/fi.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
2855,29,fin_nfi_1553.txt,Finnish,Finnish,fin,"NA",2016,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/fi.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
2856,29,fin_nfi_1554.txt,Finnish,Finnish,fin,"NA",2016,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/fi.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
2857,29,fin_nfi_1555.txt,Finnish,Finnish,fin,"NA",2016,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/fi.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
2858,29,fin_nfi_1556.txt,Finnish,Finnish,fin,"NA",2016,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/fi.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
2859,29,fin_nfi_1557.txt,Finnish,Finnish,fin,"NA",2016,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/fi.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
2860,29,fin_nfi_1558.txt,Finnish,Finnish,fin,"NA",2016,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/fi.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
2861,29,fin_nfi_1559.txt,Finnish,Finnish,fin,"NA",2016,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/fi.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
2862,29,fin_nfi_156.txt,Finnish,Finnish,fin,"NA",2017,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/fi.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
2863,29,fin_nfi_1560.txt,Finnish,Finnish,fin,"NA",2016,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/fi.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
2864,29,fin_nfi_1561.txt,Finnish,Finnish,fin,"NA",2016,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/fi.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
2865,29,fin_nfi_1562.txt,Finnish,Finnish,fin,"NA",2016,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/fi.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
2866,29,fin_nfi_1563.txt,Finnish,Finnish,fin,"NA",2016,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/fi.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
2867,29,fin_nfi_1564.txt,Finnish,Finnish,fin,"NA",2016,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/fi.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
2868,29,fin_nfi_1565.txt,Finnish,Finnish,fin,"NA",2016,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/fi.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
