"tablet.id","signs.orig.vec","signs.expand.vec","num.char","huni.chars","hrate.chars","ttr.chars","rm.chars"
"P009448","3(N14) _ 3(N01)","N14 N14 N14 _ N01 N01 N01",7,1,0.95765442469414,0.333333333333333,0.8
"P009449","4(N14) _ 4(N01)","N14 N14 N14 N14 _ N01 N01 N01 N01",9,1,1.00981439410511,0.25,0.857142857142857
"P009450","5(N14) _ 3(N01)","N14 N14 N14 N14 N14 _ N01 N01 N01",9,0.954434002924965,1.04307393867925,0.25,0.857142857142857
"P009451","4(N01) _ 1(N14) _ 4(N39~b) _ 1(N24)","N01 N01 N01 N01 _ N14 _ N39~b N39~b N39~b N39~b _ N24",13,1.72192809488736,1.42457794858196,0.4,0.666666666666667
"P009452","1(N14) _ 4(N01) _ 1(N14) _ 3(N01)","N14 _ N01 N01 N01 N01 _ N14 _ N01 N01 N01",12,0.76420450650862,0.824878410650079,0.222222222222222,0.625
"P009453","2(N14) _ 3(N01) _ 9(N14)","N14 N14 _ N01 N01 N01 _ N14 N14 N14 N14 N14 N14 N14 N14 N14",16,0.74959525725948,0.944679776743766,0.142857142857143,0.846153846153846
"P009455","M009# _ 4(N01)","M009 _ N01 N01 N01 N01",6,0.721928094887362,0.724022392894185,0.4,0.75
"P235754","2(N34) _ 7(N14) _ 5(N01)#","N34 N34 _ N14 N14 N14 N14 N14 N14 N14 _ N01 N01 N01 N01 N01",16,1.43156028428332,1.22684065430631,0.214285714285714,0.846153846153846
"P235755","10(N14) _ 3(N01)","N14 N14 N14 N14 N14 N14 N14 N14 N14 N14 _ N01 N01 N01",14,0.779349837292085,1.04267253562121,0.153846153846154,0.916666666666667
"P235756","2(N45) _ 4(N14)","N45 N45 _ N14 N14 N14 N14",7,0.918295834054489,0.858569963785142,0.333333333333333,0.8
"P235757","1(N45) _ 7(N14)","N45 _ N14 N14 N14 N14 N14 N14 N14",9,0.543564443199596,0.765206942493572,0.25,0.857142857142857
"P235759","3(N34)# _ 22(N14) _ 5(N01)#","N34 N34 N34 _ N14 N14 N14 N14 N14 N14 N14 N14 N14 N14 N14 N14 N14 N14 N14 N14 N14 N14 N14 N14 N14 N14 _ N01 N01 N01 N01 N01",32,1.09115647605449,1.04115408681985,0.1,0.931034482758621
"P235760","10(N14)","N14 N14 N14 N14 N14 N14 N14 N14 N14 N14",10,0,0.645261023500736,0.1,1
"P235761","5(N14) _ 5(N01)","N14 N14 N14 N14 N14 _ N01 N01 N01 N01 N01",11,1,1.05621972240251,0.2,0.888888888888889
"P235762","5(N01)","N01 N01 N01 N01 N01",5,0,0.571190309536813,0.2,1
"P235763","4(N01)","N01 N01 N01 N01",4,0,0.50708020839343,0.25,1
"P235766","3(N01)","N01 N01 N01",3,0,0.430827083453526,0.333333333333333,1
"P235767","11(N14) _ 3(N01)","N14 N14 N14 N14 N14 N14 N14 N14 N14 N14 N14 _ N01 N01 N01",15,0.74959525725948,1.03284230489118,0.142857142857143,0.923076923076923
"P235768","1(N14) _ 5(N01)","N14 _ N01 N01 N01 N01 N01",7,0.650022421648354,0.754267533169491,0.333333333333333,0.8
"P235769","3(N14)#","N14 N14 N14",3,0,0.430827083453526,0.333333333333333,1
"P235770","1(N14) _ 4(N01) _ 3(N01)","N14 _ N01 N01 N01 N01 _ N01 N01 N01",10,0.543564443199596,0.765206942493572,0.25,0.857142857142857
"P249252","5(N14)","N14 N14 N14 N14 N14",5,0,0.571190309536813,0.2,1
"P252149","8(N01) _ 9(N01)","N01 N01 N01 N01 N01 N01 N01 N01 _ N01 N01 N01 N01 N01 N01 N01 N01 N01",18,0,0.623380355446321,0.0588235294117647,1
"P252150","2(N14) _ 4(N14) _ 2(N01) _ 2(N14)","N14 N14 _ N14 N14 N14 N14 _ N01 N01 _ N14 N14",13,0.721928094887362,1.06197387522121,0.2,0.777777777777778
"P252151","3(N34) _ 5(N14)","N34 N34 N34 _ N14 N14 N14 N14 N14",9,0.954434002924965,0.968860554841314,0.25,0.857142857142857
"P252152","4(N14) _ 5(N01)","N14 N14 N14 N14 _ N01 N01 N01 N01 N01",10,0.991076059838222,1.01816418372911,0.222222222222222,0.875
"P252153","2(N14) _ 4(N01)","N14 N14 _ N01 N01 N01 N01",7,0.918295834054489,0.858569963785142,0.333333333333333,0.8
"P252154","4(N01)","N01 N01 N01 N01",4,0,0.50708020839343,0.25,1
"P252155","9(N01) _ 1(N14)","N01 N01 N01 N01 N01 N01 N01 N01 N01 _ N14",11,0.468995593589281,0.911842827881834,0.2,0.888888888888889
"P252156","1(N48) _ 2(N34) _ 2(N45) _ 3(N14) _ 3(N01)","N48 _ N34 N34 _ N45 N45 _ N14 N14 N14 _ N01 N01 N01",15,2.23127025460758,1.54569910161444,0.454545454545455,0.6
"P252157","6(N34) _ 1(N45) _ 3(N14) _ 5(N01) _ SZE~a","N34 N34 N34 N34 N34 N34 _ N45 _ N14 N14 N14 _ N01 N01 N01 N01 N01 _ SZE~a",20,2.00785606369205,1.64725099787422,0.3125,0.733333333333333
"P252158","2(N14) _ 5(N01) _ SZE~a","N14 N14 _ N01 N01 N01 N01 N01 _ SZE~a",10,1.2987949406954,1.14053377003577,0.375,0.714285714285714
"P252159","4(N14)","N14 N14 N14 N14",4,0,0.50708020839343,0.25,1
"P281699","3(N14)","N14 N14 N14",3,0,0.430827083453526,0.333333333333333,1
"P281703","2(N14)","N14 N14",2,0,0.25,0.5,1
"P281708","2(N01)","N01 N01",2,0,0.25,0.5,1
"P281709","9(N01)","N01 N01 N01 N01 N01 N01 N01 N01 N01",9,0,0.644055575992331,0.111111111111111,1
"P281710","1(N45) _ 4(N14)","N45 _ N14 N14 N14 N14",6,0.721928094887362,0.724022392894185,0.4,0.75
"P281711","6(N14) _ 2(N01)","N14 N14 N14 N14 N14 N14 _ N01 N01",9,0.811278124459133,0.987766629702628,0.25,0.857142857142857
"P281713","2(N34) _ 3(N14)","N34 N34 _ N14 N14 N14",6,0.970950594454669,0.849185309632967,0.4,0.75
"P281715","3(N14)","N14 N14 N14",3,0,0.430827083453526,0.333333333333333,1
"P281718","4(N01)","N01 N01 N01 N01",4,0,0.50708020839343,0.25,1
"P281719","4(N14)","N14 N14 N14 N14",4,0,0.50708020839343,0.25,1
"P281720","1(N14) _ 2(N01)","N14 _ N01 N01",4,0.918295834054489,0.597493750120193,0.666666666666667,0.5
"P281721","3(N01)","N01 N01 N01",3,0,0.430827083453526,0.333333333333333,1
"P281722","4(N14)","N14 N14 N14 N14",4,0,0.50708020839343,0.25,1
"P281723","2(N15) _ 4(N39~v)","N15 N15 _ N39~v N39~v N39~v N39~v",7,0.918295834054489,0.858569963785142,0.333333333333333,0.8
"P281724","2(N45) _ 4(N14) _ 1(N01)","N45 N45 _ N14 N14 N14 N14 _ N01",9,1.37878349348618,1.13696781496692,0.428571428571429,0.666666666666667
"P281725","3(N01)#","N01 N01 N01",3,0,0.430827083453526,0.333333333333333,1
"P281728","2(N14) _ 1(N01)","N14 N14 _ N01",4,0.918295834054489,0.694987500240385,0.666666666666667,0.5
"P281729","3(N01)","N01 N01 N01",3,0,0.430827083453526,0.333333333333333,1
"P281731","3(N34) _ 1(N45) _ 4(N14)","N34 N34 N34 _ N45 _ N14 N14 N14 N14",10,1.40563906222957,1.16783444620346,0.375,0.714285714285714
"P283931","1(N14) _ 4(N14)","N14 _ N14 N14 N14 N14",6,0,0.571190309536813,0.2,1
"P283933","5(N01) _ 2(N39~b) _ 1(N24)","N01 N01 N01 N01 N01 _ N39~b N39~b _ N24",10,1.2987949406954,1.23057393867925,0.375,0.714285714285714
"P283936","6(N14) _ 5(N14) _ 6(N14) _ 5(N14)","N14 N14 N14 N14 N14 N14 _ N14 N14 N14 N14 N14 _ N14 N14 N14 N14 N14 N14 _ N14 N14 N14 N14 N14",25,0,0.593239525494455,0.0454545454545455,1
"P325364","2(N14) _ 7(N01)","N14 N14 _ N01 N01 N01 N01 N01 N01 N01",10,0.76420450650862,0.865775598751791,0.222222222222222,0.875
"P387697","3(N14) _ 4(N02)","N14 N14 N14 _ N02 N02 N02 N02",8,0.985228136034252,0.95982527510573,0.285714285714286,0.833333333333333
