"object_id","ensemble_id","archaeological_period","archaeological_unit","site_name","site_id","location","country","latitude","longitude","coord_precision","coord_reference","layer","dating_method","date_bp_min","min_lab_number","date_bp_max","max_lab_number","excavation_year","material","material_species","object_type","associated_species","length_mm","width_mm","depth_mm","preservation","collection","collection_id","sign_coding","coding_certainty","coding_clean","coding_random","num.tokens","num.types","huni.chars","hrate.chars","hrate.chars.random","ttr.chars","rm.chars"
"hfc0026",NA,"Upper Paleolithic","Aurignacian","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","IId","AMS","29560+240/-230","KIA 8964","30010±220","KIA 8965","20047","ivory","Mammuthus primigenius","figurine zoomorph","Ursus",21,16,8,"fragmented","URMU Blaubeuren","Find No.: 65-1178.1","!|||! _ !≠! _ | _ |||||||! _ ||||||! _ ||||||||||! _ vv! _ ///!","certain","|||_≠_|_|||||||_||||||_||||||||||_vv_///","||||||_|_≠_|||_|||||||_||||||||||_///_vv",40,5,1.45221973201285,1.25431448532794,1.30976379919163,0.125,0.641025641025641
"hfc0029",NA,"Upper Paleolithic","Aurignacian","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","IIIb","AMS","29780+330/-310","KIA 18878","29990+340/-330","KIA 3505","2007","ivory","Mammuthus primigenius","rod/baton","",71,10,5,"fragmented","URMU Blaubeuren","Find No.: 69-2027.1","W W","uncertain","W W","W W",3,2,0.918295834054489,0.597493750120193,0.597493750120193,0.666666666666667,0
"hfc0031",NA,"Upper Paleolithic","Aurignacian","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","IV","AMS","28750±750","OxA-4980","33090+260/-250","KIA 16036","2002","ivory","Mammuthus primigenius","rod/baton","",49,17,5,"fragmented","Universität Tübingen","Find No.: 77-1785","|||","very certain","|||","|||",3,1,0,0.430827083453526,0.430827083453526,0.333333333333333,1
"hfc0032",NA,"Upper Paleolithic","Aurignacian","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","IIIb","AMS","29780+330/-310","KIA 18878","29990+340/-330","KIA 3505","2002","ivory","Mammuthus primigenius","undetermined","",15,6,4,"fragmented","Universität Tübingen","Find No.: 77-1815.1","!\\\\ \\\\\ _ !\ \\\ /","uncertain","\\\\ \\\\\_\ \\\ /","\\\\ \\\\\_\ \\\ /",18,4,1.23322478822022,1.27658415715045,1.27658415715045,0.222222222222222,0.529411764705882
"hfc0033",NA,"Upper Paleolithic","Aurignacian","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","Vb","AMS","31290±180","OxA-19860","40000±500","OxA-19781","2005","ivory","Mammuthus primigenius","undetermined","",18,6,3,"fragmented","Universität Tübingen","Find No.: 77-2035.1","!|XX |X X!","uncertain","|XX |X X","|XX |X X",8,3,1.5,1.04147361374069,1.04147361374069,0.375,0.142857142857143
"hfc0035",NA,"Upper Paleolithic","Aurignacian","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","IV","AMS","28750±750","OxA-4980","33090+260/-250","KIA 16036","2001/2002","ivory","Mammuthus primigenius","figurine zoomorph","Anatidae",48,13,9,"almost complete","URMU Blaubeuren","Find No.: 78-2385","≠ _ ≠","certain","≠_≠","≠_≠",3,2,0.918295834054489,0.597493750120193,0.597493750120193,0.666666666666667,0
"hfc0039",NA,"Upper Paleolithic","Aurignacian","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","IIIb","AMS","29780+330/-310","KIA 18878","29990+340/-330","KIA 3505","2004","ivory","Mammuthus primigenius","undetermined","",28,5,2,"fragmented","Universität Tübingen","Find No.: 87-1324.1","!||||| _ |||||!","very certain","|||||_|||||","|||||_|||||",11,2,0.439496986921513,0.921664814550591,0.921664814550591,0.181818181818182,0.8
"hfc0040",NA,"Upper Paleolithic","Aurignacian","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","IIIa-V","AMS","29710+210/-200","KIA 32056","40000+500","OxA-19781","2004","ivory","Mammuthus primigenius","undetermined","",23,7,3,"fragmented","Universität Tübingen","Find No.: 87-1340.1","!|l||","certain","|l||","|l||",4,2,0.811278124459133,0.698120312590145,0.698120312590145,0.5,0.333333333333333
"hfc0041",NA,"Upper Paleolithic","Aurignacian","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","Vb","AMS","31290±180","OxA-19860","40000±500","OxA-19781","2006","ivory","Mammuthus primigenius","personal ornament","",23,7,6,"almost complete","URMU Blaubeuren","Find No.: 87-1709.1","OO","very certain","OO","OO",2,1,0,0.25,0.25,0.5,1
"hfc0042",NA,"Upper Paleolithic","Aurignacian","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","IV","AMS","28750±750","OxA-4980","33090+260/-250","KIA 16036","2002","ivory","Mammuthus primigenius","rod/baton","",41,10,5,"fragmented","URMU Blaubeuren","Find No.: 87-275","X || _ | _ / _ | || |","certain","X ||_|_/_| || |","X ||_| || |_/_|",15,5,1.96280663169317,1.33982312518182,1.37797530922294,0.333333333333333,0.142857142857143
"hfc0043",NA,"Upper Paleolithic","Aurignacian","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","IV","AMS","28750±750","OxA-4980","33090+260/-250","KIA 16036","1977","ivory","Mammuthus primigenius","undetermined","",29,12,5,"fragmented","URMU Blaubeuren","Find No.: 88-1046.1","≠ v _ |v||V _ >>","certain","≠ v_|v||V_>>",">>_≠ v_|v||V",12,7,2.68872187554087,1.76548760207348,1.82967795129693,0.583333333333333,0.181818181818182
"hfc0044",NA,"Upper Paleolithic","Aurignacian","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","Va","AMS","31750±260","KIA 35464","35710+360/-340","KIA 16034","2008","ivory","Mammuthus primigenius","personal ornament","",40,6,3,"fragmented","URMU Blaubeuren","Find No.: 89-1637","!||||||||||||||||||| _ !vvvvvvvvvvvvvv _ !vvvvvvvvvvvvvvvvvvv","very certain","|||||||||||||||||||_vvvvvvvvvvvvvv_vvvvvvvvvvvvvvvvvvv","vvvvvvvvvvvvvv_vvvvvvvvvvvvvvvvvvv_|||||||||||||||||||",54,3,1.14052400782537,0.950559275192341,0.968843701303257,0.0555555555555556,0.924528301886792
"hfc0045",NA,"Upper Paleolithic","Aurignacian","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","Va","AMS","31750±260","KIA 35464","35710+360/-340","KIA 16034","2008","ivory","Mammuthus primigenius","flute","",12,4,2,"fragmented","Universität Tübingen","Find No.: 89-1648.1","!vv","very certain","vv","vv",2,1,0,0.25,0.25,0.5,1
"hfc0046",NA,"Upper Paleolithic","Aurignacian","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","Va","AMS","31750±260","KIA 35464","35710+360/-340","KIA 16034","2008","ivory","Mammuthus primigenius","personal ornament","",61,5,3,"fragmented","Universität Tübingen","Find No.: 89-1654","!|||||||||||||||! _ !vvvvvvvvvvvvvvvvvvvvvvvvvvvvv! _ !vvvvvvvvvvvvvvvvvvvv!","very certain","|||||||||||||||_vvvvvvvvvvvvvvvvvvvvvvvvvvvvv_vvvvvvvvvvvvvvvvvvvv","vvvvvvvvvvvvvvvvvvvvvvvvvvvvv_vvvvvvvvvvvvvvvvvvvv_|||||||||||||||",66,3,0.957664705786136,0.851276196117221,0.933846791458099,0.0454545454545455,0.938461538461538
"hfc0047",NA,"Upper Paleolithic","Aurignacian","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","Vb","AMS","31290±180","OxA-19860","40000±500","OxA-19781","2008","ivory","Mammuthus primigenius","possible flute","",21,8,3,"fragmented","Universität Tübingen","Find No.: 89-1691.1","| | || | / _ vvvvvvvvv","very certain","| | || | /_vvvvvvvvv","| | || | /_vvvvvvvvv",20,5,1.91497982051648,1.39295210062519,1.39295210062519,0.25,0.473684210526316
"hss0001",NA,"Upper Paleolithic","Aurignacian","Hohlenstein-Stadel","hss","Asselfingen","Germany",48.549555,10.172655,"precise","nespos.org","Au","AMS","35185±270","ETH-38797","","","1939/1969","ivory","Mammuthus primigenius","figurine anthropomorph","",311,NA,NA,"almost complete","Museum Ulm","","||||||| _ ≠ _ vvv _ v _ vvvvvvvv _ [!°°°°°°°°°°°°°°°°°°°°!]","certain","|||||||_≠_vvv_v_vvvvvvvv","vvv_|||||||_v_vvvvvvvv_≠",24,4,1.64033606476044,1.36162662176771,1.32098342624699,0.166666666666667,0.652173913043478
"hss0002",NA,"Upper Paleolithic","Aurignacian","Hohlenstein-Stadel","hss","Asselfingen","Germany",48.549555,10.172655,"precise","nespos.org","Au","AMS","35185±270","ETH-38797","","","2011","tooth","Cervus elaphus","personal ornament","",29,16,12,"complete","LAD Esslingen","Find No.: 195/173-35","vvvv _ ||||","very certain","vvvv_||||","vvvv_||||",9,3,1.39214722366453,1.21376126565913,1.21376126565913,0.333333333333333,0.75
"vhc0001",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2010","ivory","Mammuthus primigenius","rod/baton","",28,12,6,"fragmented","MUT Tübingen","no find number","XXXXX!","very certain","XXXXX","XXXXX",5,1,0,0.571190309536813,0.571190309536813,0.2,1
"vhc0002",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2006","ivory","Mammuthus primigenius","possible figurine","",NA,NA,NA,"fragmented","Universität Tübingen","Find No.: 00/00-06","°°°°°! _ vvvvvvv!","very certain","°°°°°_vvvvvvv","°°°°°_vvvvvvv",13,3,1.29573780053801,1.19580445579249,1.19580445579249,0.230769230769231,0.833333333333333
"vhc0003",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","-","C14","26160±150","KIA 8957","35810±710","PL0001337A","1952","ivory","Mammuthus primigenius","figurine zoomorph","undetermined",30,20,12,"almost complete","LMW Stuttgart","Find No.: 00/00-08","⊞ _ (||/|/|//|||/||/||| |) _ ⊞ _ || _ ⊞ _ | | | _ |||","certain","⊞_⊞_||_⊞_| | |_|||","⊞_||_|||_⊞_⊞_| | |",18,4,1.81634011385341,1.28257390593379,1.29419028867202,0.222222222222222,0.176470588235294
"vhc0005",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2012","ivory","Mammuthus primigenius","undetermined","",15,7,3,"fragmented","Universität Tübingen","Find No.: 32/70-22.1","⊞ _ !vvvvvv! _ !vvv!","certain","⊞_vvvvvv_vvv","⊞_vvv_vvvvvv",12,3,1.04085208297276,0.987588023233312,0.94027884801213,0.25,0.636363636363636
"vhc0006",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2012","ivory","Mammuthus primigenius","possible flute","",12,5,3,"fragmented","Universität Tübingen","Find No.: 33/67-8.1","!vv!","certain","vv","vv",2,1,0,0.25,0.25,0.5,1
"vhc0007",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2012","bone","bird","tube/flute","",24,6,3,"fragmented","Universität Tübingen","Find No.: 33/70-48.1","!v v vv v v!","certain","v v vv v v","v v vv v v",10,2,0.970950594454669,0.781585533014023,0.781585533014023,0.2,0.111111111111111
"vhc0008",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2012","ivory","Mammuthus primigenius","rod/baton","",24,14,6,"fragmented","Universität Tübingen","Find No.: 33/70-73","!& _ X","uncertain","&_X","&_X",3,3,1.58496250072116,0.861654166907052,0.861654166907052,1,0
"vhc0009",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2012","ivory","Mammuthus primigenius","possible figurine","",11,8,2,"fragmented","Universität Tübingen","Find No.: 33/71-79.1","!v! _ !v!","uncertain","v_v","v_v",3,2,0.918295834054489,0.597493750120193,0.597493750120193,0.666666666666667,0
"vhc0010",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2012","bone","undetermined","tube/flute","",14,4,2,"fragmented","Universität Tübingen","Find No.: 33/72-97.1","!vvvvvvvv!","very certain","vvvvvvvv","vvvvvvvv",8,1,0,0.634341506468835,0.634341506468835,0.125,1
"vhc0011",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2012","ivory","Mammuthus primigenius","possible figurine","",12,8,4,"fragmented","Universität Tübingen","Find No.: 34/68-42.1","!XX!","certain","XX","XX",2,1,0,0.25,0.25,0.5,1
"vhc0012",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2012","ivory","Mammuthus primigenius","undetermined","",12,7,3,"fragmented","Universität Tübingen","Find No.: 34/69-16.1","!///!","certain","///","///",3,1,0,0.430827083453526,0.430827083453526,0.333333333333333,1
"vhc0013",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2012","bone","undetermined","undetermined","",15,5,2,"fragmented","Universität Tübingen","Find No.: 34/70-33.2","!v vvv!","uncertain","v vvv","v vvv",5,2,0.721928094887362,0.790689059560852,0.790689059560852,0.4,0.5
"vhc0014",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2012","ivory","Mammuthus primigenius","undetermined","",20,13,5,"fragmented","Universität Tübingen","Find No.: 34/70-55.2","!||!","certain","||","||",2,1,0,0.25,0.25,0.5,1
"vhc0015",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2012","bone","undetermined","possible figurine","",12,6,2,"fragmented","Universität Tübingen","Find No.: 34/71-97.1","!X/! _ !¤¤¤¤¤¤¤!","very certain","X/_¤¤¤¤¤¤¤","X/_¤¤¤¤¤¤¤",10,4,1.35677964944704,1.07770251601774,1.07770251601774,0.4,0.666666666666667
"vhc0016",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2012","ivory","Mammuthus primigenius","figurine","undetermined",23,12,2,"fragmented","Universität Tübingen","Find No.: 34/72-101.1","!XXXXX! _ !XXXX!","very certain","XXXXX_XXXX","XXXXX_XXXX",10,2,0.468995593589281,0.946999074740786,0.946999074740786,0.2,0.777777777777778
"vhc0017",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2012","bone","Herbivore","spatula/lissoir","",81,20,8,"almost complete","Universität Tübingen","Find No.: 34/73-31.2","XXXXXXXX/ _ XXXX! _ XXX","very certain","XXXXXXXX/_XXXX_XXX","XXXXXXXX/_XXX_XXXX",18,3,0.803071727324102,1.1955943165365,1.19260831278084,0.166666666666667,0.705882352941177
"vhc0018",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2008","antler","Rangifer tarandus","undetermined","",14,9,4,"fragmented","Universität Tübingen","Find No.: 35/71-12.1","!vvvvv!","certain","vvvvv","vvvvv",5,1,0,0.571190309536813,0.571190309536813,0.2,1
"vhc0019",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2008","ivory","Mammuthus primigenius","possible figurine","",24,12,6,"fragmented","Universität Tübingen","Find No.: 35/71-15.1","!//! _!vvvv!","uncertain","// _vvvv","vvvv_// ",8,4,1.75,1.26689460249854,1.41736111127638,0.5,0.571428571428571
"vhc0020",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2008","ivory","Mammuthus primigenius","personal ornament","",28,10,3,"fragmented","Universität Tübingen","Find No.: 35/73-104.1","/ / / / //!","very certain","/ / / / //","/ / / / //",10,2,0.970950594454669,0.812413089804133,0.812413089804133,0.2,0.111111111111111
"vhc0021",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2008","bone","undetermined","undetermined","",13,5,2,"fragmented","Universität Tübingen","Find No.: 35/75-119.1","!vvv!","very certain","vvv","vvv",3,1,0,0.430827083453526,0.430827083453526,0.333333333333333,1
"vhc0023",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2008","bone","undetermined","undetermined","",23,11,5,"fragmented","Universität Tübingen","Find No.: 36/67-42.2","vv v! _v!","uncertain","vv v _v","v_vv v ",7,3,1.37878349348618,1.12874759665449,1.05424871045483,0.428571428571429,0.166666666666667
"vhc0024",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2008","ivory","Mammuthus primigenius","figurine","undetermined",24,10,6,"fragmented","Universität Tübingen","Find No.: 36/68-68.1","!XXXXX!","very certain","XXXXX","XXXXX",5,1,0,0.571190309536813,0.571190309536813,0.2,1
"vhc0025",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2008","ivory","Mammuthus primigenius","undetermined","",12,6,2,"fragmented","Universität Tübingen","Find No.: 36/68-78.1","/XX!","very certain","/XX","/XX",3,2,0.918295834054489,0.597493750120193,0.597493750120193,0.666666666666667,0.5
"vhc0026",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2008","ivory","Mammuthus primigenius","possible figurine","",28,17,4,"fragmented","Universität Tübingen","Find No.: 36/69-20.1","vvvvv! _ vvvvv!","certain","vvvvv_vvvvv","vvvvv_vvvvv",11,2,0.439496986921513,0.921664814550591,0.921664814550591,0.181818181818182,0.8
"vhc0027",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2008","ivory","Mammuthus primigenius","personal ornament","",33,10,3,"fragmented","Universität Tübingen","Find No.: 36/71-83","!//","very certain","//","//",2,1,0,0.25,0.25,0.5,1
"vhc0029",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2008","ivory","Mammuthus primigenius","rod/baton","",23,10,3,"fragmented","Universität Tübingen","Find No.: 36/74-44.1","!| |||| | | ||||! _ v vvv!","uncertain","| |||| | | ||||_v vvv","| |||| | | ||||_v vvv",21,4,1.64644179042414,1.40592550159768,1.40592550159768,0.19047619047619,0.4
"vhc0030",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2008","bone","bird","tube/flute","",23,11,4,"fragmented","Universität Tübingen","Find No.: 36/74-8.1","v v v vv! _ v v v vv!","very certain","v v v vv_v v v vv","v v v vv_v v v vv",17,3,1.22104778517972,0.985670239277817,0.985670239277817,0.176470588235294,0.125
"vhc0031",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2009","bone","undetermined","undetermined","",35,7,3,"fragmented","Universität Tübingen","Find No.: 36/75-127.1","!vvvvvvv!","very certain","vvvvvvv","vvvvvvv",7,1,0,0.624876355033059,0.624876355033059,0.142857142857143,1
"vhc0032",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2009","bone","undetermined","undetermined","",17,4,2,"fragmented","Universität Tübingen","Find No.: 36/76-26.1","!||||!","very certain","||||","||||",4,1,0,0.50708020839343,0.50708020839343,0.25,1
"vhc0033",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2009","ivory","Mammuthus primigenius","possible figurine","",14,6,4,"fragmented","Universität Tübingen","Find No.: 36/76-67.3","!vv!","uncertain","vv","vv",2,1,0,0.25,0.25,0.5,1
"vhc0036",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2008","bone","undetermined","undetermined","",17,5,3,"fragmented","Universität Tübingen","Find No.: 37/68-80.1","!vvvvvv!","very certain","vvvvvv","vvvvvv",6,1,0,0.599129685927236,0.599129685927236,0.166666666666667,1
"vhc0037",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2008","bone","undetermined","tube/flute","",27,15,10,"fragmented","Universität Tübingen","Find No.: 37/68-84.1","vv!","certain","vv","vv",2,1,0,0.25,0.25,0.5,1
"vhc0038",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2008","ivory","Mammuthus primigenius","figurine","undetermined",15,5,1,"fragmented","Universität Tübingen","Find No.: 37/68-95","!vv!","uncertain","vv","vv",2,1,0,0.25,0.25,0.5,1
"vhc0039",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2008","bone","undetermined","undetermined","",10,5,3,"fragmented","Universität Tübingen","Find No.: 37/70-131.1","!YYY!","certain","YYY","YYY",3,1,0,0.430827083453526,0.430827083453526,0.333333333333333,1
"vhc0040",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2008","bone","undetermined","tube/flute","",13,5,2,"fragmented","Universität Tübingen","Find No.: 37/70-64","!XX!","certain","XX","XX",2,1,0,0.25,0.25,0.5,1
"vhc0042",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2008","bone","undetermined","undetermined","",11,4,4,"fragmented","Universität Tübingen","Find No.: 37/71-53.1","!XX!","uncertain","XX","XX",2,1,0,0.25,0.25,0.5,1
"vhc0043",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2008","bone","undetermined","possible figurine","",20,6,3,"fragmented","Universität Tübingen","Find No.: 37/72-60.1.","vvvv/Xv! _ XXXXXXvvv! _","certain","vvvv/Xv_XXXXXXvvv","vvvv/Xv_XXXXXXvvv",17,4,1.51972846157956,1.38179915015856,1.38179915015856,0.235294117647059,0.625
"vhc0044",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2008","ivory","Mammuthus primigenius","figurine zoomorph","undetermined",38,14,4,"fragmented","Universität Tübingen","Find No.: 37/74-84.1","[vv _ v _ v _ vvv _ vv _ vv _ vvv] _ ||l","uncertain","||l","||l",3,2,0.918295834054489,0.694987500240385,0.694987500240385,0.666666666666667,0.5
"vhc0045",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2008","ivory","Mammuthus primigenius","flute","",21,7,NA,"fragmented","MUT Tübingen","Find No.: 37/75-71.3","!vvvvvvv! _ !v!","very certain","vvvvvvv_v","vvvvvvv_v",9,2,0.503258334775646,0.995455220661397,0.995455220661397,0.222222222222222,0.75
"vhc0046",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2009","antler","Rangifer tarandus","awl","",39,9,5,"fragmented","Universität Tübingen","Find No.: 37/77-80.1","| | |||| |||! _ vv!","certain","| | |||| |||_vv","| | |||| |||_vv",15,4,1.55460976126557,1.33036999048779,1.33036999048779,0.266666666666667,0.428571428571429
"vhc0047",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2008","ivory","Mammuthus primigenius","undetermined","",11,5,1,"fragmented","Universität Tübingen","Find No.: 37/78-5.1","!vvvv!","certain","vvvv","vvvv",4,1,0,0.50708020839343,0.50708020839343,0.25,1
