"object_id","ensemble_id","archaeological_period","archaeological_unit","site_name","site_id","location","country","latitude","longitude","coord_precision","coord_reference","layer","dating_method","date_bp_min","min_lab_number","date_bp_max","max_lab_number","excavation_year","material","material_species","object_type","associated_species","length_mm","width_mm","depth_mm","preservation","collection","collection_id","sign_coding","coding_certainty","coding_clean","coding_random","num.tokens","num.types","huni.chars","hrate.chars","hrate.chars.random","ttr.chars","rm.chars"
"vhc0049",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","V and HL/KS","C14","30162±1340","H 4054-3210","35810±710","PL0001337A","2007","bone","undetermined","spatula/lissoir","",90,11,5,"almost complete","Universität Tübingen","Find No.: 38/68-90.1","X X X X X X _ vvvvvvvvv!vvvvvvvvvvvv _ vvv vvv v!v vvv vvv","certain","X X X X X X_vvvvvvvvvvvvvvvvvvvvv_vvv vvv vv vvv vvv","X X X X X X_vvvvvvvvvvvvvvvvvvvvv_vvv vvv vv vvv vvv",52,4,1.36267037947991,1.13082217391028,1.13082217391028,0.0769230769230769,0.568627450980392
"vhc0050",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2007","ivory","Mammuthus primigenius","undetermined","",11,3,2,"fragmented","Universität Tübingen","Find No.: 38/69-102.1","!vvvvvv/v!","uncertain","vvvvvv/v","vvvvvv/v",8,2,0.543564443199596,0.987766629702628,0.987766629702628,0.25,0.714285714285714
"vhc0051",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2007","ivory","Mammuthus primigenius","undetermined","",41,14,4,"fragmented","Universität Tübingen","Find No.: 38/70-151","X/X||! _ ||||!","uncertain","X/X||_||||","||||_X/X||",10,4,1.57095059445467,1.21917984871357,1.3960172065831,0.4,0.444444444444444
"vhc0052",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2008","ivory","Mammuthus primigenius","figurine zoomorph","Osteichthyes",70,31,9,"almost complete","MUT Tübingen","Find No.: 38/70-78","!//////////// _ /// _ [!°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°] _ ///// _ // //// _ ≠ _ /////////// _ [!°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°]","very certain","////////////_///_/////_// ////_≠_///////////","///////////_≠_// ////_/////_///_////////////",44,4,0.814899459484844,1.17174284523733,1.07547649640367,0.0909090909090909,0.720930232558139
"vhc0053",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2008","bone","undetermined","undetermined","",17,6,2,"fragmented","Universität Tübingen","Find No.: 38/73-28","!X/XXX/!","uncertain","X/XXX/","X/XXX/",6,2,0.918295834054489,0.809823088725046,0.809823088725046,0.333333333333333,0.4
"vhc0054",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2008","ivory","Mammuthus primigenius","possible figurine","",20,9,4,"fragmented","Universität Tübingen","Find No.: 38/74-59.2","!vvvvvvvvv!","certain","vvvvvvvvv","vvvvvvvvv",9,1,0,0.644055575992331,0.644055575992331,0.111111111111111,1
"vhc0055",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","GF/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2008","bone","undetermined","tube/flute","",9,5,2,"fragmented","Universität Tübingen","Find No.: 38/75-193.1","!vv! _ !vvv!","uncertain","vv_vvv","vvv_vv",6,2,0.650022421648354,0.803014408229587,0.89315642205838,0.333333333333333,0.6
"vhc0057",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2008","ivory","Mammuthus primigenius","rod/baton","",14,4,1,"fragmented","Universität Tübingen","Find No.: 38/75-9.2","!vvv! _ !vvv!","certain","vvv_vvv","vvv_vvv",7,2,0.591672778582327,0.876899271716896,0.876899271716896,0.285714285714286,0.666666666666667
"vhc0059",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2008","ivory","Mammuthus primigenius","figurine","undetermined",25,15,7,"fragmented","Universität Tübingen","Find No.: 38/78-18.1","!^^^^^^ |!","certain","^^^^^^ |","^^^^^^ |",8,3,1.06127812445913,1.17526662970263,1.17526662970263,0.375,0.714285714285714
"vhc0060",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2008","ivory","Mammuthus primigenius","possible figurine","",29,15,3,"fragmented","Universität Tübingen","Find No.: 38/78-53","////////// _ l|ll!","uncertain","//////////_l|ll","//////////_l|ll",15,4,1.37527936553938,1.403637788756,1.403637788756,0.266666666666667,0.714285714285714
"vhc0061",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2007","ivory","Mammuthus primigenius","possible flute","",9,2,2,"fragmented","Universität Tübingen","Find No.: 39/67-7.1","!v vvvv v!","very certain","v vvvv v","v vvvv v",8,2,0.811278124459133,0.831060360148649,0.831060360148649,0.25,0.428571428571429
"vhc0062",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","","PL0001337A","2007","ivory","Mammuthus primigenius","personal ornament","",13,5,4,"fragmented","Universität Tübingen","Find No.: 39/68-38.1","!vvv!","certain","vvv","vvv",3,1,0,0.430827083453526,0.430827083453526,0.333333333333333,1
"vhc0063",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2007","bone","undetermined","undetermined","",19,7,3,"fragmented","Universität Tübingen","Find No.: 39/69-32.1","!/XXXXX/!","certain","/XXXXX/","/XXXXX/",7,2,0.863120568566631,0.847040380006535,0.847040380006535,0.285714285714286,0.666666666666667
"vhc0064",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2007","bone","undetermined","flute","",22,5,4,"fragmented","MUT Tübingen","Find No.: 39/69-73.1","vvvv _ !vvv!  _ !vvv!","very certain","vvvv_vvv _vvv","vvv _vvvv_vvv",13,3,0.991264260535429,1.16743464708082,1.08630016035473,0.230769230769231,0.583333333333333
"vhc0066",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2007","ivory","Mammuthus primigenius","undetermined","",16,6,3,"fragmented","Universität Tübingen","Find No.: 39/69-91.1-2","!vv! _ vv!","uncertain","vv_vv","vv_vv",5,2,0.721928094887362,0.782518642966301,0.782518642966301,0.4,0.5
"vhc0067",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2007","ivory","Mammuthus primigenius","awl","",79,10,10,"almost complete","MUT Tübingen","Find No.: 39/70-76.1","||||| (/||)||| _ ||","certain","||||| |||_||","||_||||| |||",12,3,0.816689088315021,1.24960570814732,1.14742304069559,0.25,0.636363636363636
"vhc0068",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2007","ivory","Mammuthus primigenius","undetermined","",9,4,1,"fragmented","Universität Tübingen","Find No.: 39/71-37.1","!XX","very certain","XX","XX",2,1,0,0.25,0.25,0.5,1
"vhc0069",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2007","ivory","Mammuthus primigenius","personal ornament","",10,5,4,"almost complete","MUT Tübingen","Find No.: 39/71-98.1",">>>>! _ >>>>!","very certain",">>>>_>>>>",">>>>_>>>>",9,2,0.503258334775646,0.906004739982319,0.906004739982319,0.222222222222222,0.75
"vhc0070",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2008","bone","undetermined","tube/flute","",17,7,3,"fragmented","Universität Tübingen","Find No.: 39/73-35.1","!vvvvvv!","very certain","vvvvvv","vvvvvv",6,1,0,0.599129685927236,0.599129685927236,0.166666666666667,1
"vhc0071",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2008","bone","undetermined","undetermined","",14,4,2,"fragmented","Universität Tübingen","Find No.: 39/73-36.2","!||||!","very certain","||||","||||",4,1,0,0.50708020839343,0.50708020839343,0.25,1
"vhc0073",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2009","ivory","Mammuthus primigenius","possible figurine","",16,9,3,"fragmented","Universität Tübingen","Find No.: 39/76-17.1","!vvv!","uncertain","vvv","vvv",3,1,0,0.430827083453526,0.430827083453526,0.333333333333333,1
"vhc0075",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2007","ivory","Mammuthus primigenius","undetermined","",9,1,2,"fragmented","Universität Tübingen","Find No.: 40/68-76.1","!vvvvv!","certain","vvvvv","vvvvv",5,1,0,0.571190309536813,0.571190309536813,0.2,1
"vhc0076",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2008","bone","undetermined","flute","",16,3,1,"fragmented","Universität Tübingen","Find No.: 40/70-49.1","!||||!","very certain","||||","||||",4,1,0,0.50708020839343,0.50708020839343,0.25,1
"vhc0077",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HU/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2007","bone","undetermined","undetermined","",15,5,2,"fragmented","Universität Tübingen","Find No.: 40/70-53.2","!v v vv v!","very certain","v v vv v","v v vv v",8,2,0.954434002924965,0.804747143360445,0.804747143360445,0.25,0.142857142857143
"vhc0078",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2007","ivory","Mammuthus primigenius","figurine","undetermined",11,8,6,"fragmented","Universität Tübingen","Find No.: 40/71-48.1","!vv!","uncertain","vv","vv",2,1,0,0.25,0.25,0.5,1
"vhc0080",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","","2008","ivory","Mammuthus primigenius","undetermined","",19,7,2,"fragmented","Universität Tübingen","Find No.: 40/73-17.1","!/ / //","very certain","/ / //","/ / //",6,2,0.918295834054489,0.774738799674107,0.774738799674107,0.333333333333333,0.2
"vhc0081",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","","2008","ivory","Mammuthus primigenius","undetermined","",20,8,5,"fragmented","Universität Tübingen","Find No.: 40/73-67.1","!VVV! _ !vvvv!","uncertain","VVV_vvvv","vvvv_VVV",8,3,1.40563906222957,1.16783444620346,1.22986111127638,0.375,0.714285714285714
"vhc0082",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2008","ivory","Mammuthus primigenius","possible figurine","",11,6,3,"fragmented","Universität Tübingen","Find No.: 40/78-14.1","!vvvvv!","very certain","vvvvv","vvvvv",5,1,0,0.571190309536813,0.571190309536813,0.2,1
"vhc0083",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2006","ivory","Mammuthus primigenius","possible figurine","",11,9,4,"fragmented","Universität Tübingen","Find No.: 41/69-73.1","!XXX!","very certain","XXX","XXX",3,1,0,0.430827083453526,0.430827083453526,0.333333333333333,1
"vhc0084",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2006","ivory","Mammuthus primigenius","figurine zoomorph","Mammuthus primigenius",31,14,4,"fragmented","MUT Tübingen","Find No.: 41/71-108.1","|||! _ v _ v _ v _ v _ v","certain","|||_v_v_v_v_v","v_v_|||_v_v_v",13,3,1.54858060652285,1.01694495149311,1.05161076367931,0.230769230769231,0.166666666666667
"vhc0085",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2006","bone","undetermined","undetermined","",17,5,2,"fragmented","Universität Tübingen","Find No.: 41/71-37.2","vv!","uncertain","vv","vv",2,1,0,0.25,0.25,0.5,1
"vhc0086",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2006","bone","undetermined","undetermined","",NA,NA,NA,"fragmented","Universität Tübingen","Find No.: 42/67-16.1","!v vv vv!","certain","v vv vv","v vv vv",7,2,0.863120568566631,0.734042128859753,0.734042128859753,0.285714285714286,0.333333333333333
"vhc0087",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2006","ivory","Mammuthus primigenius","figurine zoomorph","Panthera",56,17,6,"fragmented","URMU Blaubeuren","Find No.: 42/67-89.1","(XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX) _ °°°°°°°°°! _ °°°°°°! _ °! _ °! _ ¤¤¤¤¤¤","certain","°°°°°°°°°_°°°°°°_°_°_¤¤¤¤¤¤","°_°°°°°°°°°_°_°°°°°°_¤¤¤¤¤¤",27,3,1.31056737973448,1.25022406080521,1.14257187796216,0.111111111111111,0.692307692307692
"vhc0089",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2006","ivory","Mammuthus primigenius","undetermined","",17,7,4,"fragmented","Universität Tübingen","Find No.: 42/69-77.1",">>>>! _ >>!","certain",">>>>_>>",">>>>_>>",7,2,0.591672778582327,0.945082936628134,0.945082936628134,0.285714285714286,0.666666666666667
"vhc0090",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2006","ivory","Mammuthus primigenius","figurine zoomorph","Mammuthus primigenius",37,28,12,"complete","URMU Blaubeuren","Find No.: 42/69-85","vvvvvv _ ≠ _ ≠","very certain","vvvvvv_≠_≠","vvvvvv_≠_≠",10,3,1.37095059445467,1.21197387522121,1.21197387522121,0.3,0.555555555555556
"vhc0091",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2006","ivory","Mammuthus primigenius","possible figurine","",14,8,3,"fragmented","Universität Tübingen","Find No.: 42/70-48.1","!vvvvvvvvvv!","very certain","vvvvvvvvvv","vvvvvvvvvv",10,1,0,0.645261023500736,0.645261023500736,0.1,1
"vhc0092",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2006","bone","undetermined","undetermined","",16,3,2,"fragmented","Universität Tübingen","Find No.: 42/70-69.1","!vvv! _ !vvvvv!","very certain","vvv_vvvvv","vvvvv_vvv",9,2,0.503258334775646,0.867333903388696,0.969746142182309,0.222222222222222,0.75
"vhc0093",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2006","ivory","Mammuthus primigenius","figurine","undetermined",61,23,8,"fragmented","MUT Tübingen","Find No.: 42/72-72","!|||||! _ !|! _ !||!","uncertain","|||||_|_||","|||||_||_|",10,2,0.721928094887362,1.00943047370155,0.961035849351074,0.2,0.555555555555556
"vhc0094",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2007","ivory","Mammuthus primigenius","undetermined","",11,5,3,"fragmented","Universität Tübingen","Find No.: 43/66-62.1","!/X/! _ !<><><><!","uncertain","/X/_<><><><","/X/_<><><><",11,5,2.11807820934971,1.29678756769363,1.29678756769363,0.454545454545455,0
"vhc0096",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2006","ivory","Mammuthus primigenius","undetermined","",18,5,4,"fragmented","Universität Tübingen","Find No.: 43/71-50.1","XX! _ vvvvvvvv! _ !vvvv!","certain","XX_vvvvvvvv_vvvv","XX_vvvvvvvv_vvvv",16,3,1.06127812445913,1.03941519748085,1.03941519748085,0.1875,0.733333333333333
"vhc0098",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2008","ivory","Mammuthus primigenius","undetermined","",32,10,5,"fragmented","Universität Tübingen","Find No.: 43/73-24.1","|| ||","very certain","|| ||","|| ||",5,2,0.721928094887362,0.782518642966301,0.782518642966301,0.4,0.5
"vhc0099",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","DKS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2008","ivory","Mammuthus primigenius","undetermined","",28,8,2,"fragmented","Universität Tübingen","Find No.: 43/74-62.1","!////","certain","////","////",4,1,0,0.50708020839343,0.50708020839343,0.25,1
"vhc0100",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2008","bone","undetermined","tube/flute","",10,6,2,"fragmented","Universität Tübingen","Find No.: 43/76-13.1","!vvv!","certain","vvv","vvv",3,1,0,0.430827083453526,0.430827083453526,0.333333333333333,1
"vhc0101",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2007","ivory","Mammuthus primigenius","possible figurine","",10,7,4,"fragmented","Universität Tübingen","Find No.: 44/64-20.1","!vv! _ !v!","certain","vv_v","v_vv",4,2,0.811278124459133,0.771240625180289,0.698120312590145,0.5,0.333333333333333
"vhc0102",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2006","bone","undetermined","undetermined","",8,8,2,"fragmented","Universität Tübingen","Find No.: 44/67-45.1","!|||! _ !vv! _ !vvv!","certain","|||_vv_vvv","|||_vv_vvv",10,3,1.48547529722733,1.1326335040714,1.1326335040714,0.3,0.555555555555556
"vhc0103",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2006","bone","undetermined","undetermined","",18,5,2,"fragmented","Universität Tübingen","Find No.: 44/68-52.1","!vvvvvv!","certain","vvvvvv","vvvvvv",6,1,0,0.599129685927236,0.599129685927236,0.166666666666667,1
"vhc0104",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2006","ivory","Mammuthus primigenius","undetermined","",9,2,2,"fragmented","Universität Tübingen","Find No.: 44/68-75.1","!vvv! _ !vv! _ !vv! _ !vvv!","uncertain","vvv_vv_vv_vvv","vvv_vv_vv_vvv",13,2,0.779349837292085,0.853505762904436,0.853505762904436,0.153846153846154,0.5
"vhc0105",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2006","ivory","Mammuthus primigenius","possible flute","",13,2,2,"fragmented","Universität Tübingen","Find No.: 45/69-21.1","!vvvvvvv!","very certain","vvvvvvv","vvvvvvv",7,1,0,0.624876355033059,0.624876355033059,0.142857142857143,1
"vhc0107",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2005","ivory","Mammuthus primigenius","rod/baton","",29,12,5,"fragmented","Universität Tübingen","Find No.: 47/67-104.1","/ \ _ |||! _ ||!","certain","/ \_|||_||","|||_||_/ \",10,5,1.96096404744368,1.3070655021589,1.56301479983479,0.5,0.333333333333333
"vhc0108",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HU/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2005","bone","undetermined","undetermined","",15,4,2,"fragmented","Universität Tübingen","Find No.: 48/70-17.1","!XXXX!","uncertain","XXXX","XXXX",4,1,0,0.50708020839343,0.50708020839343,0.25,1
"vhc0109",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2012","ivory","Mammuthus primigenius","possible flute","",17,3,2,"fragmented","Universität Tübingen","Find No.: 53/65-6.1","!vvvvvvv!","very certain","vvvvvvv","vvvvvvv",7,1,0,0.624876355033059,0.624876355033059,0.142857142857143,1
"vhc0110",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2012","ivory","Mammuthus primigenius","undetermined","",17,8,3,"fragmented","Universität Tübingen","Find No.: 54/66-29.1","vvv!","certain","vvv","vvv",3,1,0,0.430827083453526,0.430827083453526,0.333333333333333,1
"vhc0112",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2012","ivory","Mammuthus primigenius","figurine zoomorph","Mammuthus primigenius",14,11,8,"fragmented","Universität Tübingen","Find No.: 57/63-57.1","vv _ X","certain","vv_X","vv_X",4,3,1.5,1.02124062518029,1.02124062518029,0.75,0.333333333333333
"vhc0113",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2012","bone","undetermined","rod/baton","",19,4,4,"fragmented","Universität Tübingen","Find No.: 58/64-15.1","!vvv! _ !vvvv! _ vv!","certain","vvv_vvvv_vv","vvvv_vvv_vv",11,2,0.684038435639042,0.818289933562475,0.878019894332592,0.181818181818182,0.6
"vhc0114",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2012","ivory","Mammuthus primigenius","undetermined","",40,23,8,"fragmented","Universität Tübingen","Find No.: 58/64-15.1","!||||||!","very certain","||||||","||||||",6,1,0,0.599129685927236,0.599129685927236,0.166666666666667,1
"vhc0115",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2012","ivory","Mammuthus primigenius","undetermined","",11,4,2,"fragmented","Universität Tübingen","Find No.: 59/64-15","!vvvv!","uncertain","vvvv","vvvv",4,1,0,0.50708020839343,0.50708020839343,0.25,1
"vhc0117",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2011","bone","undetermined","tube/flute","",12,6,3,"fragmented","Universität Tübingen","Find No.: 61/63-12.1","!vvvvv!","uncertain","vvvvv","vvvvv",5,1,0,0.571190309536813,0.571190309536813,0.2,1
"vhc0118",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2011","bone","undetermined","flute","",19,4,3,"fragmented","Universität Tübingen","Find No.: 62/61-33.3","v v vv v v","certain","v v vv v v","v v vv v v",10,2,0.970950594454669,0.781585533014023,0.781585533014023,0.2,0.111111111111111
