"k","baseline","accuracy","accuracy.pvalue","precision","recall","f1","test.n"
1,0.94,1,0.0020588532018769,1,1,1,101
2,0.94,1,0.0020588532018769,1,1,1,101
3,0.94,1,0.0020588532018769,1,1,1,101
4,0.94,1,0.0020588532018769,1,1,1,101
5,0.94,1,0.0020588532018769,1,1,1,101
6,0.94,1,0.0020588532018769,1,1,1,101
7,0.94,1,0.0020588532018769,1,1,1,101
8,0.94,1,0.0020588532018769,1,1,1,101
9,0.94,1,0.0020588532018769,1,1,1,101
10,0.94,1,0.0020588532018769,1,1,1,101
