"tablet.id","signs.orig.vec","signs.expand.vec","num.char","huni.chars","hrate.chars","ttr.chars","rm.chars"
"P000358","1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01)","N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01",13,0.995727452084926,0.700673805200465,0.153846153846154,"0"
"P000359","1(N01) _ GAL~a","N01 _ GAL~a",3,1.58496250072116,0.861654166907052,1,"0"
"P000360","1(N01)","N01",1,0,0,1,"NA"
"P000361","1(N01) _ 1(N01) _ ISZ~b _ 1(N01)","N01 _ N01 _ ISZ~b _ N01",7,1.44881563572518,1.01651150805671,0.428571428571429,"0"
"P000362","1(N01) _ 1(N01) _ UB _ SZA3~a1","N01 _ N01 _ UB _ SZA3~a1",7,1.84237099317711,1.27858358583989,0.571428571428571,"0"
"P000363","1(N14) _ 1(N14) _ 1(N01)","N14 _ N14 _ N01",5,1.52192809488736,0.970049785692216,0.6,"0"
"P000364","1(N14) _ 1(N14) _ 1(N14)","N14 _ N14 _ N14",5,0.970950594454669,0.671190309536813,0.4,"0"
"P000365","1(N01) _ AMAR _ GARA2~a","N01 _ AMAR _ GARA2~a",5,1.92192809488736,1.1813781191217,0.8,"0"
"P000366","GAZI _ HALUB","GAZI _ HALUB",3,1.58496250072116,0.861654166907052,1,"0"
"P000367","NUN~a _ 5(N01) _ MUNU3","NUN~a _ N01 N01 N01 N01 N01 _ MUNU3",9,1.65774272650489,1.25491057352538,0.444444444444444,"0.5"
"P000368","AB2 _ 1(N14) _ 1(N01)","AB2 _ N14 _ N01",5,1.92192809488736,1.1813781191217,0.8,"0"
"P000369","1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ SAL _ 1(N01) _ EN~a _ GAN2 _ 1(N01)","N01 _ N01 _ N01 _ N01 _ SAL _ N01 _ EN~a _ GAN2 _ N01",17,1.76335842923111,1.5044413762093,0.294117647058824,"0"
"P000370","GAZI _ 1(N14) _ 1(N14)","GAZI _ N14 _ N14",5,1.52192809488736,0.882518642966301,0.6,"0"
"P000371","1(N14) _ 3(N01)","N14 _ N01 N01 N01",5,1.37095059445467,0.949185309632967,0.6,"0.5"
"P000372","1(N01) _ 1(N01) _ 1(N01)","N01 _ N01 _ N01",5,0.970950594454669,0.671190309536813,0.4,"0"
"P000373","1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ SZE3 _ 1(N01)","N01 _ N01 _ N01 _ N01 _ N01 _ SZE3 _ N01",13,1.31432048670618,1.05462163817792,0.230769230769231,"0"
"P000375","1(N01) _ 1(N01) _ 1(N01) _ 1(N01)","N01 _ N01 _ N01 _ N01",7,0.985228136034252,0.720114450271154,0.285714285714286,"0"
"P000376","1(N01) _ GISZ _ 1(N01) _ GISZ _ 1(N01) _ GISZ","N01 _ GISZ _ N01 _ GISZ _ N01 _ GISZ",11,1.5394847569315,0.850665275354187,0.272727272727273,"0"
"P000377","1(N01) _ 1(N01) _ 1(N01)","N01 _ N01 _ N01",5,0.970950594454669,0.671190309536813,0.4,"0"
"P000378","1(N01) _ SUH3 _ 1(N01) _ GU _ KU6~a _ GU _ AN _ KU6~a _ 1(N01) _ 1(N01) _ AN _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N34) _ 1(N14)","N01 _ SUH3 _ N01 _ GU _ KU6~a _ GU _ AN _ KU6~a _ N01 _ N01 _ AN _ N01 _ N01 _ N01 _ N34 _ N14",31,2.23629813656329,1.64500547883658,0.258064516129032,"0"
"P000379","AGAR2 _ ZATU786 _ AGAR2 _ 1(N01) _ 1(N01) _ ME~a _ 1(N01) _ NAGAR~a _ TAK4~a _ 1(N01) _ NAGAR~a _ AN _ TAK4~a _ 1(N01) _ NAGAR~a _ TAK4~a","AGAR2 _ ZATU786 _ AGAR2 _ N01 _ N01 _ ME~a _ N01 _ NAGAR~a _ TAK4~a _ N01 _ NAGAR~a _ AN _ TAK4~a _ N01 _ NAGAR~a _ TAK4~a",31,2.31797778093876,1.59661927845231,0.258064516129032,"0"
"P000380","1(N01) _ 1(N01)","N01 _ N01",3,0.918295834054489,0.597493750120193,0.666666666666667,"0"
"P000381","1(N01) _ GIR2~a _ AN _ 1(N01) _ GIR2~a _ AB2","N01 _ GIR2~a _ AN _ N01 _ GIR2~a _ AB2",11,2.0403733936885,1.33526183305537,0.454545454545455,"0"
"P000382","AN _ 1(N01) _ 1(N01)","AN _ N01 _ N01",5,1.52192809488736,0.882518642966301,0.6,"0"
"P000383","1(N01) _ 1(N01) _ 1(N01)","N01 _ N01 _ N01",5,0.970950594454669,0.671190309536813,0.4,"0"
"P000384","DUG~b _ 1(N01) _ DUG~c _ 1(N01)","DUG~b _ N01 _ DUG~c _ N01",7,1.84237099317711,1.1674603176492,0.571428571428571,"0"
"P000385","1(N01)","N01",1,0,0,1,"NA"
"P000386","1(N01) _ |DUG~bxSI4~a| _ 1(N01) _ 1(N01)","N01 _ |DUG~bxSI4~a| _ N01 _ N01",7,1.44881563572518,0.946324308612304,0.428571428571429,"0"
"P000387","|DUG~bxDIN| _ 1(N01)","|DUG~bxDIN| _ N01",3,1.58496250072116,0.861654166907052,1,"0"
"P000388","1(N01) _ EN~a _ 1(N01)","N01 _ EN~a _ N01",5,1.52192809488736,0.949185309632967,0.6,"0"
"P000390","1(N01) _ |AB~axZATU659| _ 1(N01)","N01 _ |AB~axZATU659| _ N01",5,1.52192809488736,0.949185309632967,0.6,"0"
"P000391","1(N01) _ 1(N01) _ BA _ ZATU647 _ 1(N01) _ EN~a _ BA _ ZATU647 _ TUG2~a _ 1(N01) _ 1(N01)","N01 _ N01 _ BA _ ZATU647 _ N01 _ EN~a _ BA _ ZATU647 _ TUG2~a _ N01 _ N01",21,2.06713068833541,1.49036033824906,0.285714285714286,"0"
"P000392","1(N01) _ 1(N01) _ BA _ ZATU647 _ TUG2~a _ 1(N01)","N01 _ N01 _ BA _ ZATU647 _ TUG2~a _ N01",11,1.97174725712818,1.49609411605479,0.454545454545455,"0"
"P000393","1(N01) _ 1(N01) _ 1(N01)","N01 _ N01 _ N01",5,0.970950594454669,0.671190309536813,0.4,"0"
"P000394","1(N01) _ 1(N01) _ KU6~a _ A _ 1(N01)","N01 _ N01 _ KU6~a _ A _ N01",9,1.7527152789797,1.28167195573338,0.444444444444444,"0"
"P000395","1(N01) _ 1(N01) _ ZATU786 _ AGAR2 _ 1(N01) _ AGAR2 _ DUB2","N01 _ N01 _ ZATU786 _ AGAR2 _ N01 _ AGAR2 _ DUB2",13,1.98777337148798,1.40255951024072,0.384615384615385,"0"
"P000396","1(N01) _ SAG _ 1(N01) _ 1(N01) _ U4 _ AL _ GU4","N01 _ SAG _ N01 _ N01 _ U4 _ AL _ GU4",13,2.14161952533414,1.64920148533088,0.461538461538462,"0"
"P000397","1(N14) _ 1(N01) _ MASZ2","N14 _ N01 _ MASZ2",5,1.92192809488736,1.1813781191217,0.8,"0"
"P000398","1(N01)","N01",1,0,0,1,"NA"
