"tablet.id","signs.orig.vec","signs.expand.vec"
"P000446","1(N14) _ 1(N14) _ UTUL~a _ 1(N14) _ BAN~b _ GI _ 1(N14) _ URI3~a _ 1(N14) _ EN~a _ DU _ PAP~a _ 1(N14) _ DA~a _ 1(N14) _ MUSZEN _ 1(N14) _ 3(N57) _ GAR _ 1(N14) _ 1(N14) _ PAP~a _ 1(N14) _ 1(N14) _ EN~a _ HI _ AB2 _ 1(N14)","N14 _ N14 _ UTUL~a _ N14 _ BAN~b _ GI _ N14 _ URI3~a _ N14 _ EN~a _ DU _ PAP~a _ N14 _ DA~a _ N14 _ MUSZEN _ N14 _ N57 N57 N57 _ GAR _ N14 _ N14 _ PAP~a _ N14 _ N14 _ EN~a _ HI _ AB2 _ N14"
"P000450","GESZTU~b _ TE _ 1(N01) _ AMA~a _ UNUG~a _ 1(N01) _ ZATU687 _ GAL~a _ 1(N01) _ KUR~a _ E2~a _ 1(N01) _ 3(N57) _ TE _ 1(N01) _ MUSZEN","GESZTU~b _ TE _ N01 _ AMA~a _ UNUG~a _ N01 _ ZATU687 _ GAL~a _ N01 _ KUR~a _ E2~a _ N01 _ N57 N57 N57 _ TE _ N01 _ MUSZEN"
"P000451","ME~a _ |1(N58).BAD~a| _ SIG2~b _ GA~a _ 1(N01) _ GAL~a _ KISAL~b2 _ 1(N01) _ GAL~a _ NIM~a _ 1(N01) _ GAL~a _ 1(N01) _ GAL~a _ 1(N01)","ME~a _ |1(N58).BAD~a| _ SIG2~b _ GA~a _ N01 _ GAL~a _ KISAL~b2 _ N01 _ GAL~a _ NIM~a _ N01 _ GAL~a _ N01 _ GAL~a _ N01"
"P000453","1(N01) _ SIG2~b _ 1(N01) _ 1(N01) _ SUG5 _ 1(N01)","N01 _ SIG2~b _ N01 _ N01 _ SUG5 _ N01"
"P000454","1(N01) _ BU~a _ SZA3~a1 _ 1(N01) _ SI _ AN _ PAP~a _ 1(N01) _ DU _ TAK4~a","N01 _ BU~a _ SZA3~a1 _ N01 _ SI _ AN _ PAP~a _ N01 _ DU _ TAK4~a"
"P000455","1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ A _ 1(N01) _ 1(N01) _ 1(N01) _ MA _ 1(N01) _ HASZHUR _ 1(N01) _ NUN~a _ 1(N01) _ |(GISZx(DIN.DIN))~a| _ 1(N01) _ GISZ _ GI _ BU~a _ 1(N01) _ BU~a _ ZATU633~b _ GI _ 1(N01) _ BU~a _ MES _ 1(N01) _ MES _ 1(N01) _ 1(N01) _ U2~b _ 1(N01) _ KISZIK~a _ U2~b _ AB~a _ 1(N01) _ GAL~a _ SZA _ 1(N01) _ SZU _ SZA _ 1(N01) _ LI _ 1(N01) _ GISZ _ 1(N01) _ U4 _ GISZ _ 1(N01) _ IN~b _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ GESZTU~a _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N34) _ 3(N14) _ NAMESZDA _ E2~b","N01 _ N01 _ N01 _ N01 _ N01 _ A _ N01 _ N01 _ N01 _ MA _ N01 _ HASZHUR _ N01 _ NUN~a _ N01 _ |(GISZx(DIN.DIN))~a| _ N01 _ GISZ _ GI _ BU~a _ N01 _ BU~a _ ZATU633~b _ GI _ N01 _ BU~a _ MES _ N01 _ MES _ N01 _ N01 _ U2~b _ N01 _ KISZIK~a _ U2~b _ AB~a _ N01 _ GAL~a _ SZA _ N01 _ SZU _ SZA _ N01 _ LI _ N01 _ GISZ _ N01 _ U4 _ GISZ _ N01 _ IN~b _ N01 _ N01 _ N01 _ N01 _ N01 _ GESZTU~a _ N01 _ N01 _ N01 _ N01 _ N34 _ N14 N14 N14 _ NAMESZDA _ E2~b"
"P000456","1(N01) _ 1(N01) _ 1(N01) _ |1(N57).SZUBUR| _ 1(N01) _ MAR~a@t _ SZUBUR _ 1(N01) _ SZUBUR _ 1(N01) _ 1(N01) _ SZUBUR _ ADAB _ 1(N01) _ SZUBUR _ 1(N01)","N01 _ N01 _ N01 _ |1(N57).SZUBUR| _ N01 _ MAR~a@t _ SZUBUR _ N01 _ SZUBUR _ N01 _ N01 _ SZUBUR _ ADAB _ N01 _ SZUBUR _ N01"
"P000457","1(N01) _ 1(N14) _ KAR2~b _ 1(N14) _ 1(N01) _ UDUNITA~a _ 1(N14)","N01 _ N14 _ KAR2~b _ N14 _ N01 _ UDUNITA~a _ N14"
"P000458","1(N01) _ AB2 _ 1(N01) _ AB2 _ 1(N01) _ AB2 _ 1(N01) _ 1(N01) _ NE~a _ 1(N01) _ U4","N01 _ AB2 _ N01 _ AB2 _ N01 _ AB2 _ N01 _ N01 _ NE~a _ N01 _ U4"
"P000459","1(N01) _ ME~a _ 1(N01) _ IB~a _ 1(N01) _ GAR _ 1(N01) _ GAL~a _ 1(N01)","N01 _ ME~a _ N01 _ IB~a _ N01 _ GAR _ N01 _ GAL~a _ N01"
"P000460","GIR2~a _ 1(N01) _ DIM~c _ 1(N01) _ AN _ DIM~c _ 1(N01) _ DIM~c _ SI _ SZIR~a _ SZITA~a1 _ 1(N01) _ AN _ DIM~c _ SI _ SZIR~a _ SZITA~a1 _ 1(N01) _ AGAR2","GIR2~a _ N01 _ DIM~c _ N01 _ AN _ DIM~c _ N01 _ DIM~c _ SI _ SZIR~a _ SZITA~a1 _ N01 _ AN _ DIM~c _ SI _ SZIR~a _ SZITA~a1 _ N01 _ AGAR2"
"P000461","1(N01) _ 1(N01) _ NAM2 _ APIN~a _ 1(N01) _ |SZE~a.NAM2| _ 1(N01) _ NAM2 _ 1(N01) _ AB~a _ 1(N01) _ GAL~a _ |1(N58).BAD~a| _ 1(N01) _ IB~a _ 1(N01) _ GAL~a _ SZITA~a1 _ 1(N01) _ ABGAL _ 1(N01) _ KINGAL _ 1(N01) _ GAL~a _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ GAL~a _ 1(N01) _ GAL~a _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01)","N01 _ N01 _ NAM2 _ APIN~a _ N01 _ |SZE~a.NAM2| _ N01 _ NAM2 _ N01 _ AB~a _ N01 _ GAL~a _ |1(N58).BAD~a| _ N01 _ IB~a _ N01 _ GAL~a _ SZITA~a1 _ N01 _ ABGAL _ N01 _ KINGAL _ N01 _ GAL~a _ N01 _ N01 _ N01 _ N01 _ N01 _ GAL~a _ N01 _ GAL~a _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01"
"P000463","GA~a _ KISAL~b1 _ 1(N01) _ NIM~a _ 1(N01) _ UMUN2 _ 1(N01) _ UMUN2 _ 1(N01) _ 1(N01) _ UMUN2","GA~a _ KISAL~b1 _ N01 _ NIM~a _ N01 _ UMUN2 _ N01 _ UMUN2 _ N01 _ N01 _ UMUN2"
"P000464","GALGA~a _ GAR _ 1(N01) _ ME~a _ 1(N01) _ GAL~a _ 1(N01) _ KUR~a _ 1(N01) _ 1(N01)","GALGA~a _ GAR _ N01 _ ME~a _ N01 _ GAL~a _ N01 _ KUR~a _ N01 _ N01"
"P000465","1(N01) _ SZAKIR~c _ 1(N01) _ MUD3~a _ IR~a","N01 _ SZAKIR~c _ N01 _ MUD3~a _ IR~a"
"P000466","1(N01) _ 1(N01) _ AMAR _ BAR _ 1(N01) _ 1(N01) _ 1(N01) _ DARA4~c1","N01 _ N01 _ AMAR _ BAR _ N01 _ N01 _ N01 _ DARA4~c1"
"P000467","SUKKAL _ SUKKAL _ 1(N01) _ AB~a _ 1(N01) _ GAL~a _ 1(N01)","SUKKAL _ SUKKAL _ N01 _ AB~a _ N01 _ GAL~a _ N01"
"P000468","1(N01) _ SU~a _ NI~b _ 1(N01) _ SU~a _ NI~b _ 1(N01) _ GAN~a _ 1(N01) _ GAN~a _ 1(N01) _ 1(N01) _ 1(N01) _ |DUG~bx(ZATU789.SA~a)| _ 1(N01) _ |DUG~bx(TAK4~a.SA~a)|","N01 _ SU~a _ NI~b _ N01 _ SU~a _ NI~b _ N01 _ GAN~a _ N01 _ GAN~a _ N01 _ N01 _ N01 _ |DUG~bx(ZATU789.SA~a)| _ N01 _ |DUG~bx(TAK4~a.SA~a)|"
"P000469","NI~a _ 1(N01) _ 1(N01) _ 1(N01) _ |DUG~cx1(N57)| _ 1(N01)","NI~a _ N01 _ N01 _ N01 _ |DUG~cx1(N57)| _ N01"
"P000470","|ZATU737xDI| _ SANGA~a _ |ZATU737xU4| _ 1(N01) _ NUN~a _ BU3 _ 1(N01) _ KAR2~a _ ME~a _ 1(N01) _ NUN~a _ 1(N01) _ IB~a _ 1(N01) _ 1(N01)","|ZATU737xDI| _ SANGA~a _ |ZATU737xU4| _ N01 _ NUN~a _ BU3 _ N01 _ KAR2~a _ ME~a _ N01 _ NUN~a _ N01 _ IB~a _ N01 _ N01"
"P000471","NAM2 _ RAD~a _ 1(N01) _ AB~a _ ME~a _ 1(N01) _ GAL~a _ 1(N01) _ BU~a","NAM2 _ RAD~a _ N01 _ AB~a _ ME~a _ N01 _ GAL~a _ N01 _ BU~a"
"P000472","NAM2 _ KAB _ DI _ EN~a _ IB~a _ SZITA~a1 _ 1(N01) _ TUG2~a _ 1(N01)","NAM2 _ KAB _ DI _ EN~a _ IB~a _ SZITA~a1 _ N01 _ TUG2~a _ N01"
"P000473","1(N01) _ GAL~a _ 1(N01) _ GAL~a","N01 _ GAL~a _ N01 _ GAL~a"
"P000474","1(N01) _ 1(N01) _ 1(N01) _ UB _ SZA3~a1 _ 1(N01) _ GAR _ KI _ 1(N01) _ 1(N01) _ SAL _ ISZ~b _ 1(N01) _ SAG _ GAR _ 1(N01) _ GI _ 1(N01) _ A _ 1(N01) _ SAR~a _ 1(N01) _ 1(N01) _ 1(N01) _ AN _ KI~a _ 1(N01) _ SUM~b _ 1(N01)","N01 _ N01 _ N01 _ UB _ SZA3~a1 _ N01 _ GAR _ KI _ N01 _ N01 _ SAL _ ISZ~b _ N01 _ SAG _ GAR _ N01 _ GI _ N01 _ A _ N01 _ SAR~a _ N01 _ N01 _ N01 _ AN _ KI~a _ N01 _ SUM~b _ N01"
"P000475","1(N01) _ GU4 _ 1(N01)","N01 _ GU4 _ N01"
"P000476","AN _ SZITA~a1 _ 1(N01) _ 1(N01)","AN _ SZITA~a1 _ N01 _ N01"
"P000477","1(N01) _ DAR~c _ KU6~a _ 1(N01) _ MUN~a4 _ KU6~a _ 1(N01) _ KU6~a _ 1(N01) _ BU~a _ 1(N01) _ |GA2~a1xU4| _ 1(N01) _ |GA2~a1xPAP~a| _ 1(N01) _ |GA2~a1xA| _ 1(N01) _ |GA2~a1xKU6~a| _ 1(N01) _ 1(N01) _ 1(N01)","N01 _ DAR~c _ KU6~a _ N01 _ MUN~a4 _ KU6~a _ N01 _ KU6~a _ N01 _ BU~a _ N01 _ |GA2~a1xU4| _ N01 _ |GA2~a1xPAP~a| _ N01 _ |GA2~a1xA| _ N01 _ |GA2~a1xKU6~a| _ N01 _ N01 _ N01"
"P000478","1(N01) _ 1(N01) _ GAR _ 1(N14) _ DA~a _ 1(N14) _ 1(N14)","N01 _ N01 _ GAR _ N14 _ DA~a _ N14 _ N14"
"P000479","",""
"P000480","1(N01) _ 1(N01) _ 1(N01)","N01 _ N01 _ N01"
"P000481","1(N01) _ GAL~a _ 1(N01) _ GESZTU~b _ 1(N01) _ 1(N01) _ EN~a _ 1(N01) _ AMAR _ 1(N01) _ NAMESZDA _ 1(N01) _ 1(N01) _ 1(N01)","N01 _ GAL~a _ N01 _ GESZTU~b _ N01 _ N01 _ EN~a _ N01 _ AMAR _ N01 _ NAMESZDA _ N01 _ N01 _ N01"
"P000482","1(N01) _ 1(N01) _ 1(N01) _ AN _ 1(N01) _ 1(N01)","N01 _ N01 _ N01 _ AN _ N01 _ N01"
"P000483","AN _ MUSZ3~a _ |ZATU651xAN| _ UNUG~a _ 1(N01) _ AN _ MUSZ3~a _ KAR2~a _ GI6 _ UNUG~a _ 1(N01) _ 1(N01)","AN _ MUSZ3~a _ |ZATU651xAN| _ UNUG~a _ N01 _ AN _ MUSZ3~a _ KAR2~a _ GI6 _ UNUG~a _ N01 _ N01"
"P000484","1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01)","N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01"
"P000485","1(N01) _ 1(N01)","N01 _ N01"
"P000486","1(N01) _ 1(N01)","N01 _ N01"
"P000487","U2~b _ DUG~c _ TAK4~a _ KASZ~c _ EN~a _ U4 _ EN~a _ ME~a _ ZATU686~a _ KID~a _ 3(N57) _ SU~a _ E2~a _ PIRIG~b1 _ EN~a _ AB~a","U2~b _ DUG~c _ TAK4~a _ KASZ~c _ EN~a _ U4 _ EN~a _ ME~a _ ZATU686~a _ KID~a _ N57 N57 N57 _ SU~a _ E2~a _ PIRIG~b1 _ EN~a _ AB~a"
"P000488","1(N01) _ 1(N01) _ SIG2~b _ 1(N01) _ SZU2 _ 1(N01) _ 1(N57) _ 1(N01) _ 1(N01) _ GADA~a","N01 _ N01 _ SIG2~b _ N01 _ SZU2 _ N01 _ N57 _ N01 _ N01 _ GADA~a"
"P000489","SANGA~a _ A _ UB _ 1(N01) _ SANGA~a _ 1(N01) _ SZE~a","SANGA~a _ A _ UB _ N01 _ SANGA~a _ N01 _ SZE~a"
"P000490","1(N01) _ NI~a _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ NE~a _ IR~a _ 1(N01) _ 1(N01) _ SU~a _ NI~b","N01 _ NI~a _ N01 _ N01 _ N01 _ N01 _ NE~a _ IR~a _ N01 _ N01 _ SU~a _ NI~b"
"P000491","GESZTU~b _ 1(N01) _ UKKIN~a _ NIR~a _ GA'AR~a1 _ 1(N01) _ 1(N01)","GESZTU~b _ N01 _ UKKIN~a _ NIR~a _ GA'AR~a1 _ N01 _ N01"
"P000492","DI _ 1(N01) _ U2~b _ SAG _ 1(N01) _ GISZ3~b _ 1(N01) _ 1(N01)","DI _ N01 _ U2~b _ SAG _ N01 _ GISZ3~b _ N01 _ N01"
"P000496","1(N01) _ SU~a _ NI~b _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ IN~b _ HI _ 1(N01) _ HI _ 1(N01) _ 1(N01) _ KIN2~d _ 1(N01) _ |SZE~a.KIN2~c| _ 1(N01)","N01 _ SU~a _ NI~b _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ IN~b _ HI _ N01 _ HI _ N01 _ N01 _ KIN2~d _ N01 _ |SZE~a.KIN2~c| _ N01"
"P000497","|DUG~bx1(N57)| _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01)","|DUG~bx1(N57)| _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01"
"P000498","DUB~a _ SANGA~a _ 1(N01) _ SUHUR","DUB~a _ SANGA~a _ N01 _ SUHUR"
"P000499","1(N01) _ PA~a _ 1(N01) _ NAM2 _ GIR3~c _ 1(N01) _ UB _ 1(N01) _ ZATU725","N01 _ PA~a _ N01 _ NAM2 _ GIR3~c _ N01 _ UB _ N01 _ ZATU725"
"P000500","1(N01) _ GISZ _ 1(N01) _ 1(N01) _ 1(N01) _ DUR2 _ GISZ _ NUNUZ~a1 _ GISZ _ DIN _ 1(N01) _ 1(N01) _ 1(N01) _ 3(N57) _ GISZ _ 1(N01) _ 3(N57) _ GISZ _ 1(N01) _ GISZ _ ANSZE~b _ 1(N01)","N01 _ GISZ _ N01 _ N01 _ N01 _ DUR2 _ GISZ _ NUNUZ~a1 _ GISZ _ DIN _ N01 _ N01 _ N01 _ N57 N57 N57 _ GISZ _ N01 _ N57 N57 N57 _ GISZ _ N01 _ GISZ _ ANSZE~b _ N01"
"P000501","1(N01) _ DUG~b _ 1(N01) _ DUG~c","N01 _ DUG~b _ N01 _ DUG~c"
"P000502","1(N01) _ 1(N01) _ GAL~a","N01 _ N01 _ GAL~a"
"P000503","",""
"P000504","1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ SZAKIR~b _ SIG2~a3 _ GIR2~a _ 1(N01) _ 1(N01) _ 1(N01)","N01 _ N01 _ N01 _ N01 _ SZAKIR~b _ SIG2~a3 _ GIR2~a _ N01 _ N01 _ N01"
"P000506","1(N01) _ |DUG~bxGISZ| _ 1(N01) _ 1(N01) _ 1(N01) _ GI _ U2~a _ NI~b _ 1(N01)","N01 _ |DUG~bxGISZ| _ N01 _ N01 _ N01 _ GI _ U2~a _ NI~b _ N01"
"P000507","1(N01) _ 1(N01) _ NAM2 _ 1(N01) _ URU~a1 _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ GAL~a _ 1(N01) _ 1(N01) _ 1(N01) _ HAL _ PAP~a","N01 _ N01 _ NAM2 _ N01 _ URU~a1 _ N01 _ N01 _ N01 _ N01 _ GAL~a _ N01 _ N01 _ N01 _ HAL _ PAP~a"
"P000508","1(N01) _ URI5 _ 1(N01) _ EN~a _ 1(N01) _ 1(N01)","N01 _ URI5 _ N01 _ EN~a _ N01 _ N01"
"P000509","1(N01) _ SZU2 _ 1(N01) _ SZU2 _ 1(N14) _ 1(N01)","N01 _ SZU2 _ N01 _ SZU2 _ N14 _ N01"
"P000510","1(N01) _ 1(N01) _ GA~a _ GAL~a _ 1(N01) _ GAL~a _ ERIN _ 1(N01) _ GAL~a _ 1(N01) _ PA~a _ GAL~a _ 1(N01) _ 1(N01) _ PA~a _ SU~a _ 1(N01)","N01 _ N01 _ GA~a _ GAL~a _ N01 _ GAL~a _ ERIN _ N01 _ GAL~a _ N01 _ PA~a _ GAL~a _ N01 _ N01 _ PA~a _ SU~a _ N01"
"P000511","GAZI _ 1(N14) _ DA~a _ KISZ _ 1(N14) _ GA~b _ 1(N14) _ GARA2~a _ 1(N14) _ 1(N45) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01)","GAZI _ N14 _ DA~a _ KISZ _ N14 _ GA~b _ N14 _ GARA2~a _ N14 _ N45 _ N01 _ N01 _ N01 _ N01"
"P000512","1(N01) _ 1(N01) _ U4","N01 _ N01 _ U4"
"P000513","1(N01)","N01"
"P000514","NI~b _ 1(N01) _ |DUG~bx(SA~a.GI)| _ 1(N01) _ |DUG~bxNAGA~a| _ 1(N01) _ 1(N01) _ |DUG~bxMASZ| _ 1(N01) _ |DUG~bxSI4~a| _ 1(N01) _ 1(N01) _ 1(N01) _ 2(N01) _ PAP~a","NI~b _ N01 _ |DUG~bx(SA~a.GI)| _ N01 _ |DUG~bxNAGA~a| _ N01 _ N01 _ |DUG~bxMASZ| _ N01 _ |DUG~bxSI4~a| _ N01 _ N01 _ N01 _ N01 N01 _ PAP~a"
"P000515","1(N01) _ 1(N01) _ AN _ EDIN _ 1(N01) _ ZATU777 _ 1(N01) _ ZATU777 _ KI","N01 _ N01 _ AN _ EDIN _ N01 _ ZATU777 _ N01 _ ZATU777 _ KI"
"P000516","1(N01) _ 1(N01) _ 1(N01) _ MUSZ3~a _ TE _ 1(N01) _ 1(N01) _ DILMUN _ 1(N01) _ 1(N01)","N01 _ N01 _ N01 _ MUSZ3~a _ TE _ N01 _ N01 _ DILMUN _ N01 _ N01"
"P000517","1(N01) _ 1(N01) _ 1(N01) _ ISZ~b _ 1(N01) _ NAR _ 1(N01) _ 1(N01) _ 1(N34) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N45) _ 1(N34) _ 1(N14)","N01 _ N01 _ N01 _ ISZ~b _ N01 _ NAR _ N01 _ N01 _ N34 _ N01 _ N01 _ N01 _ N45 _ N34 _ N14"
"P000518","MASZ _ 1(N01) _ 1(N14) _ U8 _ 1(N01) _ UTUA~b _ 1(N14) _ UD5~a _ 1(N01) _ MASZ2 _ 1(N34) _ 1(N14) _ 1(N01) _ BALA~a _ MUSZEN _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ ZATU718 _ E2~a _ 1(N01) _ SZE3 _ 1(N01) _ SZE3 _ ZI~a _ 1(N01) _ 1(N01) _ 1(N01) _ SAL _ 1(N01) _ EN~a _ 1(N01)","MASZ _ N01 _ N14 _ U8 _ N01 _ UTUA~b _ N14 _ UD5~a _ N01 _ MASZ2 _ N34 _ N14 _ N01 _ BALA~a _ MUSZEN _ N01 _ N01 _ N01 _ N01 _ ZATU718 _ E2~a _ N01 _ SZE3 _ N01 _ SZE3 _ ZI~a _ N01 _ N01 _ N01 _ SAL _ N01 _ EN~a _ N01"
"P000519","1(N01) _ ZATU732 _ 1(N01) _ SZAKIR~b _ 1(N01) _ 1(N01) _ GIR2~a _ 1(N01) _ AN _ GIR2~a _ 1(N01) _ DILMUN _ TUN3~a _ 1(N01) _ NAGAR~b _ 1(N01) _ AN _ NAGAR~b _ 1(N01) _ NAGAR~b _ SZITA~a1 _ SZITA~a1 _ ME~a _ ME~a _ 1(N01) _ AN _ NAGAR~b _ PU2 _ 1(N01) _ 1(N01) _ AN _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ AN _ 1(N01) _ 1(N01)","N01 _ ZATU732 _ N01 _ SZAKIR~b _ N01 _ N01 _ GIR2~a _ N01 _ AN _ GIR2~a _ N01 _ DILMUN _ TUN3~a _ N01 _ NAGAR~b _ N01 _ AN _ NAGAR~b _ N01 _ NAGAR~b _ SZITA~a1 _ SZITA~a1 _ ME~a _ ME~a _ N01 _ AN _ NAGAR~b _ PU2 _ N01 _ N01 _ AN _ N01 _ N01 _ N01 _ N01 _ AN _ N01 _ N01"
"P000520","1(N01) _ GISZ _ LAM~a _ 1(N01) _ GISZ _ KUR@g~a _ 1(N01) _ GISZ _ DUR2 _ NUNUZ~b1 _ 1(N01) _ GISZ _ GI6 _ 1(N01) _ LAGAB~a _ SAR~a _ 1(N01) _ GISZ _ DIN _ 1(N01) _ GISZ _ MA _ 1(N01) _ GISZ _ HASZHUR _ 1(N01) _ GISZ _ 1(N01) _ GISZ _ GESZTIN~a _ 1(N01) _ 1(N01) _ 1(N01) _ GISZ _ GAL~a _ 1(N01) _ GISZ _ 1(N01) _ GISZ _ 1(N01) _ GISZ _ 1(N01) _ GISZ _ 1(N01)","N01 _ GISZ _ LAM~a _ N01 _ GISZ _ KUR@g~a _ N01 _ GISZ _ DUR2 _ NUNUZ~b1 _ N01 _ GISZ _ GI6 _ N01 _ LAGAB~a _ SAR~a _ N01 _ GISZ _ DIN _ N01 _ GISZ _ MA _ N01 _ GISZ _ HASZHUR _ N01 _ GISZ _ N01 _ GISZ _ GESZTIN~a _ N01 _ N01 _ N01 _ GISZ _ GAL~a _ N01 _ GISZ _ N01 _ GISZ _ N01 _ GISZ _ N01 _ GISZ _ N01"
"P000521","1(N01) _ SZAKIR~b _ 1(N01) _ SIG2~c2 _ 1(N01) _ GIR2~a _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N34) _ 1(N14) _ 2(N57)","N01 _ SZAKIR~b _ N01 _ SIG2~c2 _ N01 _ GIR2~a _ N01 _ N01 _ N01 _ N01 _ N34 _ N14 _ N57 N57"
"P000522","1(N01) _ 1(N01) _ APIN~a _ 1(N01) _ 1(N01) _ 1(N01) _ SIG2~b _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ |ZATU737xX| _ 1(N01) _ |ZATU737xX| _ 1(N01) _ |ZATU737xX| _ 1(N01) _ 1(N01) _ LAGAR~a _ 1(N01) _ MUSZ3~a _ 1(N01) _ NUN~a _ 1(N01) _ SANGA~a _ ME~a _ 1(N01) _ 1(N01) _ 1(N01)","N01 _ N01 _ APIN~a _ N01 _ N01 _ N01 _ SIG2~b _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ |ZATU737xX| _ N01 _ |ZATU737xX| _ N01 _ |ZATU737xX| _ N01 _ N01 _ LAGAR~a _ N01 _ MUSZ3~a _ N01 _ NUN~a _ N01 _ SANGA~a _ ME~a _ N01 _ N01 _ N01"
"P000523","1(N01) _ ZATU707~a _ 1(N01) _ SAG@n _ 1(N01) _ EDIN _ 1(N01) _ GIR2~a _ 1(N01) _ AN","N01 _ ZATU707~a _ N01 _ SAG@n _ N01 _ EDIN _ N01 _ GIR2~a _ N01 _ AN"
"P000524","3(N01) _ KUR~a _ 1(N01) _ 1(N16) _ 1(N01) _ 1(N17) _ U4 _ GAR _ 1(N01) _ BU~a _ 1(N01) _ U4 _ 1(N01) _ GAL~a _ GAR _ 1(N01) _ GAL~a _ 1(N01) _ GUG2 _ 1(N01) _ GUG2 _ GUG2 _ 1(N01) _ SZITA~b3 _ |LAGAB~axSZA| _ 1(N01) _ |LAGAB~axSZITA~a1| _ |LAGAB~axSZA| _ 1(N01) _ 1(N01) _ DARA3~d _ 1(N01)","N01 N01 N01 _ KUR~a _ N01 _ N16 _ N01 _ N17 _ U4 _ GAR _ N01 _ BU~a _ N01 _ U4 _ N01 _ GAL~a _ GAR _ N01 _ GAL~a _ N01 _ GUG2 _ N01 _ GUG2 _ GUG2 _ N01 _ SZITA~b3 _ |LAGAB~axSZA| _ N01 _ |LAGAB~axSZITA~a1| _ |LAGAB~axSZA| _ N01 _ N01 _ DARA3~d _ N01"
"P000525","1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01)","N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01"
"P000526","1(N01) _ 1(N01) _ GA~b _ TUN3~a _ 1(N01) _ DA~a _ MA _ 1(N01) _ ZATU621~a","N01 _ N01 _ GA~b _ TUN3~a _ N01 _ DA~a _ MA _ N01 _ ZATU621~a"
"P000527","1(N01) _ 1(N01)","N01 _ N01"
"P000528","1(N01) _ 10(N58) _ NI~b _ 1(N01) _ IR~a _ 1(N01) _ NE~a _ IR~a _ 1(N01) _ DIN _ IR~a _ NI~b _ 1(N01) _ 1(N01) _ GAN~a _ 1(N01) _ E2~a _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ |DUG~bxSA~a| _ 1(N01) _ |DUG~bxSIG7| _ 1(N01) _ |DUG~bxZATU764| _ 1(N01) _ 1(N01) _ |DUG~bxMASZ| _ 1(N01) _ 1(N01) _ |DUG~bxGA~b| _ 1(N01) _ 1(N01) _ 1(N01) _ GI _ GAN~b _ 1(N01) _ 1(N01)","N01 _ N58 N58 N58 N58 N58 N58 N58 N58 N58 N58 _ NI~b _ N01 _ IR~a _ N01 _ NE~a _ IR~a _ N01 _ DIN _ IR~a _ NI~b _ N01 _ N01 _ GAN~a _ N01 _ E2~a _ N01 _ N01 _ N01 _ N01 _ N01 _ |DUG~bxSA~a| _ N01 _ |DUG~bxSIG7| _ N01 _ |DUG~bxZATU764| _ N01 _ N01 _ |DUG~bxMASZ| _ N01 _ N01 _ |DUG~bxGA~b| _ N01 _ N01 _ N01 _ GI _ GAN~b _ N01 _ N01"
"P000529","1(N01)","N01"
