id,comments,object_id,ensemble_id,techno_complex,site_name,location,country,longitude,latitude,layer,dating_method,date_bp_max_min,excavation_year,material,object_type,length_mm,width_mm,depth_mm,preservation,short_description,references,sign_coding,coding_certainty
792,tooth 46,sgr0046,sgr_ens_01,Middle Magdalenian,Saint-Germain-la-Rivière,Saint-Germain-la-Rivière,France,-0.333300,44.400000,burial,"AMS, 858 (GifA 95456)","15,780 ± 200",1934,"animal tooth, red deer","personal ornament, pendant",,,,complete,"right red deer canine with markings on the occlusal surface, centered","Vanhaeren & d'Errico  2003, Fig. 6.46; Vanhaeren & d'Errico  2003, Fig. 13.20; Blanchard et al. 1972, Pl. I; Gambier et al. 2000; Vermeersch 2016",||X,Certain
791,tooth 45,sgr0045,sgr_ens_01,Middle Magdalenian,Saint-Germain-la-Rivière,Saint-Germain-la-Rivière,France,-0.333300,44.400000,burial,"AMS, 858 (GifA 95456)","15,780 ± 200",1934,"animal tooth, red deer","personal ornament, pendant",,,,complete,"right red deer canine with markings on the occlusal surface, lingual","Vanhaeren & d'Errico  2003, Fig. 6.45; Gambier et al. 2000; Vermeersch 2016",l | ||,Very certain
790,"tooth 44. no markings. not examined. missing, likely not belonging  to the burial",sgr0044,,Middle Magdalenian,unknown,,France,0.000000,0.000000,,,,,"animal tooth, red deer","personal ornament, pendant",,,,fragmentary,"most likely not belonging to the burial, due to the double perforations (see d'Errico & Vanhaeren), missing","Vanhaeren & d'Errico  2003, Fig. 6.44",,
789,tooth 43,sgr0043,sgr_ens_01,Middle Magdalenian,Saint-Germain-la-Rivière,Saint-Germain-la-Rivière,France,-0.333300,44.400000,burial,"AMS, 858 (GifA 95456)","15,780 ± 200",1934,"animal tooth, red deer","personal ornament, pendant",,,,fragmentary,"right red deer canine with markings on the occlusal surface, approximal to center","Vanhaeren & d'Errico  2003, Fig. 6.43; Vanhaeren & d'Errico  2003, Fig. 13.19; Gambier et al. 2000; Vermeersch 2016",| ||,Certain
788,tooth 42,sgr0042,sgr_ens_01,Middle Magdalenian,Saint-Germain-la-Rivière,Saint-Germain-la-Rivière,France,-0.333300,44.400000,burial,"AMS, 858 (GifA 95456)","15,780 ± 200",1934,"animal tooth, red deer","personal ornament, pendant",,,,complete,"right red deer canine with markings on the occlusal surface, centered slightly lingual","Vanhaeren & d'Errico  2003, Fig. 6.42; Vanhaeren & d'Errico  2003, Fig. 13.18; Blanchard et al. 1972, Pl. I; Gambier et al. 2000; Vermeersch 2016",Xl,Very certain
787,tooth 41,sgr0041,sgr_ens_01,Middle Magdalenian,Saint-Germain-la-Rivière,Saint-Germain-la-Rivière,France,-0.333300,-0.333300,burial,"AMS, 858 (GifA 95456)","15,780 ± 200",1934,"animal tooth, red deer","personal ornament, pendant",,,,complete,"right red deer canine with markings on the occlusal surface, centered","Vanhaeren & d'Errico  2003, Fig. 6.41; Vanhaeren & d'Errico  2003, Fig. 13.13; Blanchard et al. 1972, Pl. I; von Petzinger 2016; Gambier et al. 2000; Vermeersch 2016",X,Very certain
786,tooth 40. no markings. not examined,sgr0040,sgr_ens_01,Middle Magdalenian,Saint-Germain-la-Rivière,Saint-Germain-la-Rivière,France,-0.333300,44.400000,burial,"AMS, 858 (GifA 95456)","15,780 ± 200",1934,"animal tooth, red deer","personal ornament, pendant",,,,complete,"red deer canine, no markings","Vanhaeren & d'Errico  2003, Fig. 6.40",,
785,tooth 39,sgr0039,sgr_ens_01,Middle Magdalenian,Saint-Germain-la-Rivière,Saint-Germain-la-Rivière,France,-0.333300,44.400000,burial,"AMS, 858 (GifA 95456)","15,780 ± 200",1934,"animal tooth, red deer","personal ornament, pendant",,,,fragmentary,"red deer canine, no markings","Vanhaeren & d'Errico  2003, Fig. 6.39",,
784,tooth 38,sgr0038,sgr_ens_01,Middle Magdalenian,Saint-Germain-la-Rivière,Saint-Germain-la-Rivière,France,-0.333300,44.400000,burial,"AMS, 858 (GifA 95456)","15,780 ± 200",1934,"animal tooth, red deer","personal ornament, pendant",,,,complete,"red deer canine, no markings","Vanhaeren & d'Errico  2003, Fig. 6.38",,
783,tooth 37,sgr0037,sgr_ens_01,Middle Magdalenian,Saint-Germain-la-Rivière,Saint-Germain-la-Rivière,France,-0.333300,44.400000,burial,"AMS, 858 (GifA 95456)","15,780 ± 200",1934,"animal tooth, red deer","personal ornament, pendant",,,,complete,right red deer canine with markings on the frontal surface,"Vanhaeren & d'Errico  2003, Fig. 6.37; Vanhaeren & d'Errico  2003, Fig. 13.31; Blanchard et al. 1972, Pl. I; Gambier et al. 2000; Vermeersch 2016",|||,Very certain
782,tooth 36,sgr0036,sgr_ens_01,Middle Magdalenian,Saint-Germain-la-Rivière,Saint-Germain-la-Rivière,France,-0.333300,44.400000,burial,"AMS, 858 (GifA 95456)","15,780 ± 200",1934,"animal tooth, red deer","personal ornament, pendant",,,,complete,"red deer canine, no markings","Vanhaeren & d'Errico  2003, Fig. 6.36",,
781,tooth 35. no markings. not examined,sgr0035,sgr_ens_01,Middle Magdalenian,Saint-Germain-la-Rivière,Saint-Germain-la-Rivière,France,-0.333300,44.400000,burial,"AMS, 858 (GifA 95456)","15,780 ± 200",1934,"animal tooth, red deer","personal ornament, pendant",,,,complete,"red deer canine, no markings","Vanhaeren & d'Errico  2003, Fig. 6.35;",,
780,tooth 34,sgr0034,sgr_ens_01,Middle Magdalenian,Saint-Germain-la-Rivière,Saint-Germain-la-Rivière,France,-0.333300,44.400000,burial,"AMS, 858 (GifA 95456)","15,780 ± 200",1934,"animal tooth, red deer","personal ornament, pendant",,,,complete,"right red deer canine with markings on the occlusal surface, centered","Vanhaeren & d'Errico  2003, Fig. 6.34; Vanhaeren & d'Errico  2003, Fig. 13.16; Blanchard et al. 1972, Pl. I; Gambier et al. 2000; Vermeersch 2016",|#,Certain
779,tooth 33,sgr0033,sgr_ens_01,Middle Magdalenian,Saint-Germain-la-Rivière,Saint-Germain-la-Rivière,France,-0.333300,44.400000,burial,"AMS, 858 (GifA 95456)","15,780 ± 200",1934,"animal tooth, red deer","personal ornament, pendant",,,,complete,"right red deer canine with markings on the occlusal surface, centered","Vanhaeren & d'Errico  2003, Fig. 6.33; Vanhaeren & d'Errico  2003, Fig. 13.15; Gambier et al. 2000; Vermeersch 2016",l|l,Very certain
778,tooth 32,sgr0032,sgr_ens_01,Middle Magdalenian,Saint-Germain-la-Rivière,Saint-Germain-la-Rivière,France,-0.333300,44.400000,burial,"AMS, 858 (GifA 95456)","15,780 ± 200",1934,"animal tooth, red deer","personal ornament, pendant",,,,complete,"righ red deer canine with markings Lingual, approximal to labial","Vanhaeren & d'Errico  2003, Fig. 6.32; Vanhaeren & d'Errico  2003, Fig. 13.14; Blanchard et al. 1972, Pl. I; von Petzinger 2016; Gambier et al. 2000; Vermeersch 2016",vvvvvv,Very certain
777,tooth 31. no markings. not examined,sgr0031,sgr_ens_01,Middle Magdalenian,Saint-Germain-la-Rivière,Saint-Germain-la-Rivière,France,-0.333300,44.400000,burial,"AMS, 858 (GifA 95456)","15,780 ± 200",1934,"animal tooth, red deer","personal ornament, pendant",,,,complete,"red deer canine, no markings","Vanhaeren & d'Errico  2003, Fig. 6.31",,
776,tooth 30. no markings. not examined,sgr0030,sgr_ens_01,Middle Magdalenian,Saint-Germain-la-Rivière,Saint-Germain-la-Rivière,France,-0.333300,44.400000,burial,"AMS, 858 (GifA 95456)","15,780 ± 200",1934,"animal tooth, red deer","personal ornament, pendant",,,,complete,"red deer canine, no markings","Vanhaeren & d'Errico  2003, Fig. 6.30",,
775,tooth 29,sgr0029,sgr_ens_01,Middle Magdalenian,Saint-Germain-la-Rivière,Saint-Germain-la-Rivière,France,-0.333300,44.400000,burial,"AMS, 858 (GifA 95456)","15,780 ± 200",1934,"animal tooth, red deer","personal ornament, pendant",,,,complete,"right red deer canine with markings on the occlusal surface, centered","Vanhaeren & d'Errico  2003, Fig. 6.29; Vanhaeren & d'Errico  2003, Fig. 13.13; Blanchard et al. 1972, Pl. I; Gambier et al. 2000; Vermeersch 2016",|ll|X,Certain
774,tooth 28. nor makrings. not examined,sgr0028,sgr_ens_01,Middle Magdalenian,Saint-Germain-la-Rivière,Saint-Germain-la-Rivière,France,-0.333300,44.400000,burial,"AMS, 858 (GifA 95456)","15,780 ± 200",1934,"animal tooth, red deer","personal ornament, pendant",,,,complete,"red deer canine, no markings","Vanhaeren & d'Errico  2003, Fig. 6.28",,
773,tooth 27,sgr0027,sgr_ens_01,Middle Magdalenian,Saint-Germain-la-Rivièr,Saint-Germain-la-Rivière,France,-0.333300,44.400000,burial,"AMS, 858 (GifA 95456)","15,780 ± 200",1934,"animal tooth, red deer","personal ornament, pendant",,,,complete,"right red deer canine with marings on the occlusal surface, approximal to center","Vanhaeren & d'Errico  2003, Fig. 6.27; Vanhaeren & d'Errico  2003, Fig. 13.12; Gambier et al. 2000; Vermeersch 2016",|Y,Very certain
772,tooth 26. no markings. not examined,sgr0026,sgr_ens_01,Middle Magdalenian,Saint-Germain-la-Rivière,Saint-Germain-la-Rivière,France,-0.333300,44.400000,burial,"AMS, 858 (GifA 95456)","15,780 ± 200",1934,"animal tooth, red deer","personal ornament, pendant",,,,fragmentary,"red deer canine, no markings","Vanhaeren & d'Errico  2003, Fig. 6.26",,
771,tooth 25,sgr0025,sgr_ens_01,Middle Magdalenian,Saint-Germain-la-Rivière,Saint-Germain-la-Rivière,France,-0.333300,44.400000,burial,"AMS, 858 (GifA 95456)","15,780 ± 200",1934,"animal tooth, red deer","personal ornament, pendant",,,,complete,"left red deer canine with markings on the occlusal surface, complete","Vanhaeren & d'Errico  2003, Fig. 6.25; Vanhaeren & d'Errico  2003, Fig. 13.9; Blanchard et al. 1972, Pl. I; Gambier et al. 2000; Vermeersch 2016",|ll|||ll?| |,Certain
770,tooth 24. no markings. not examined,sgr0024,sgr_ens_01,Middle Magdalenian,Saint-Germain-la-Rivière,Saint-Germain-la-Rivière,France,-0.333300,44.400000,burial,"AMS, 858 (GifA 95456)","15,780 ± 200",1934,"animal tooth, red deer","personal ornament, pendant",,,,complete,"red deer canine, no markings","Vanhaeren & d'Errico  2003, Fig. 6.24",,
769,"tooth 23. no markings, not examined",sgr0023,sgr_ens_01,Middle Magdalenian,Saint-Germain-la-Rivière,Saint-Germain-la-Rivière,France,-0.333300,44.400000,burial,"AMS, 858 (GifA 95456)","15,780 ± 200",1934,"animal tooth, red deer","personal ornament, pendant",,,,complete,"red deer canine, no markings","Vanhaeren & d'Errico  2003, Fig. 6.23",,
768,"tooth 22. no markings, not examined. missing (recently)",sgr0022,sgr_ens_01,Middle Magdalenian,Saint-Germain-la-Rivière,Saint-Germain-la-Rivière,France,-0.333300,44.400000,burial,"AMS, 858 (GifA 95456)","15,780 ± 200",1934,"animal tooth, red deer","personal ornament, pendant",,,,complete,red deer canine. no markings,"Vanhaeren & d'Errico  2003, Fig. 6.22; Gambier et al. 2000; Vermeersch 2016",,
767,tooth 21,sgr0021,sgr_ens_01,Middle Magdalenian,Saint-Germain-la-Rivière,Saint-Germain-la-Rivière,France,-0.333300,44.400000,burial,"AMS, 858 (GifA 95456)","15,780 ± 200",1934,"animal tooth, red deer","personal ornament, pendant",,,,complete,"left red deer canine with marking son the occlusal surface, centered","Vanhaeren & d'Errico  2003, Fig. 6.21; Vanhaeren & d'Errico  2003, Fig. 13.8; Gambier et al. 2000; Vermeersch 2016",Y||,Very certain
