object_id,ensemble_id,archaeological_period,archaeological_unit,site_name,site_id,location,country,latitude,longitude,coord_precision,coord_reference,layer,dating_method,date_bp_min,min_lab_number,date_bp_max,max_lab_number,excavation_year,material,material_species,object_type,associated_species,length_mm,width_mm,depth_mm,preservation,short_description,collection,collection_id,references,sign_coding,coding_certainty
vhc0105,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2006,ivory,Mammuthus primigenius,possible flute,,13.0,2.0,2.0,fragmented,Heavily weathered possible ivory flute fragment.,Universität Tübingen,Find No.: 45/69-21.1,"AABW 2014; Wolf 2015, Taf. 42.29; Dutkiewicz 2021: Taf. 32.15; Conard & Bolus 2003, 2008",!vvvvvvv!,very certain
vhc0104,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2006,ivory,Mammuthus primigenius,undetermined,,9.0,2.0,2.0,fragmented,Tiny cone-shaped ivory fragment.,Universität Tübingen,Find No.: 44/68-75.1,"Dutkiewicz 2021: Taf. 57.9; Conard & Bolus 2003, 2008",!vvv! _ !vv! _ !vv! _ !vvv!,uncertain
vhc0103,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2006,bone,undetermined,undetermined,,18.0,5.0,2.0,fragmented,Semi-tubular bone fragment.,Universität Tübingen,Find No.: 44/68-52.1,"Dutkiewicz 2021: Taf. 59.15; Conard & Bolus 2003, 2008",!vvvvvv!,certain
vhc0102,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2006,bone,undetermined,undetermined,,8.0,8.0,2.0,fragmented,"Small, flat bone fragment.",Universität Tübingen,Find No.: 44/67-45.1,"Dutkiewicz 2021: Taf. 59.14; Conard & Bolus 2003, 2008",!|||! _ !vv! _ !vvv!,certain
vhc0101,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2007,ivory,Mammuthus primigenius,possible figurine,,10.0,7.0,4.0,fragmented,Small cylindrical ivory fragment.,Universität Tübingen,Find No.: 44/64-20.1,"Dutkiewicz 2021: Taf. 29.9; Conard & Bolus 2003, 2008",!vv! _ !v!,certain
vhc0100,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2008,bone,undetermined,tube/flute,,10.0,6.0,2.0,fragmented,Tiny tubular bone fragment (undetermined species).,Universität Tübingen,Find No.: 43/76-13.1,"Dutkiewicz 2021: Taf. 36.8; Conard & Bolus 2003, 2008",!vvv!,certain
vhc0099,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,DKS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2008,ivory,Mammuthus primigenius,undetermined,,28.0,8.0,2.0,fragmented,"Elongated, flat ivory fragment.",Universität Tübingen,Find No.: 43/74-62.1,"Wolf 2015, Taf. 42.10; Dutkiewicz 2021: Taf. 57.8; Conard & Bolus 2003, 2008",!////,certain
vhc0098,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2008,ivory,Mammuthus primigenius,undetermined,,32.0,10.0,5.0,fragmented,Round rod-shaped ivory object.,Universität Tübingen,Find No.: 43/73-24.1,"Dutkiewicz 2021: Taf. 57.7; Conard & Bolus 2003, 2008",|| ||,very certain
vhc0097,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2006,bone,undetermined,tube/flute,,25.0,6.0,2.0,fragmented,Fragment of a thin tubular bone.,Universität Tübingen,Find No.: 43/71-88.1,"AABW 2015; Dutkiewicz 2021: Taf. 36.7; Conard & Bolus 2003, 2008",!⊞!,certain
vhc0096,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2006,ivory,Mammuthus primigenius,undetermined,,18.0,5.0,4.0,fragmented,"The small, heavily weathered ivory fragment is triangular in shape and bears markings all around.",Universität Tübingen,Find No.: 43/71-50.1,"Wolf 2015, Taf. 42.21; Dutkiewicz 2021: Taf. 57.6; Conard & Bolus 2003, 2008",XX! _ vvvvvvvv! _ !vvvv!,certain
vhc0095,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2006,ivory,Mammuthus primigenius,undetermined,,37.0,24.0,7.0,fragmented,Ivory fragment (tooth cementum).,Universität Tübingen,Find No.: 43/68-84.1,"AABW 2012; Dutkiewicz 2021: Taf. 57.5; Conard & Bolus 2003, 2008",X,very certain
vhc0094,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2007,ivory,Mammuthus primigenius,undetermined,,11.0,5.0,3.0,fragmented,"Small, heavily weathered ivory fragment in a triangular shape.",Universität Tübingen,Find No.: 43/66-62.1,"Dutkiewicz 2021: Taf. 57.4; Conard & Bolus 2003, 2008",!/X/! _ !<><><><!,uncertain
vhc0093,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2006,ivory,Mammuthus primigenius,figurine,undetermined,61.0,23.0,8.0,fragmented,"This elongated, flat fragment of an ivory figurine is heavily weathered. The original surface is only present in small parts.",MUT Tübingen,Find No.: 42/72-72,"AABW 2006; Dutkiewicz 2021: Taf. 26.7-8; Conard & Bolus 2003, 2008",!|||||! _ !|! _ !||!,uncertain
vhc0092,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2006,bone,undetermined,undetermined,,16.0,3.0,2.0,fragmented,"Small, long, and narrow bone fragment.",Universität Tübingen,Find No.: 42/70-69.1,"Dutkiewicz 2021: Taf. 59.13; Conard & Bolus 2003, 2008",!vvv! _ !vvvvv!,very certain
vhc0091,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2006,ivory,Mammuthus primigenius,possible figurine,,14.0,8.0,3.0,fragmented,Small reshaped ivory fragment.,Universität Tübingen,Find No.: 42/70-48.1,"AABW 2007; Wolf 2015, Taf. 43.5; Dutkiewicz 2021: Taf. 29.5; Conard & Bolus 2003, 2008",!vvvvvvvvvv!,very certain
vhc0174,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2006,ivory,Mammuthus primigenius,undetermined,,12.0,6.0,3.0,fragmented,Small ivory fragment.,Universität Tübingen,Find No.: 42/70-34.1,"Wolf 2015, Taf. 42.26; Dutkiewicz 2021: Taf. 57.3; Conard & Bolus 2003, 2008",≠!,uncertain
vhc0090,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2006,ivory,Mammuthus primigenius,figurine zoomorph,Mammuthus primigenius,37.0,28.0,12.0,complete,"This figurine has consistent proportions but is noticeably slim for a mammoth (Mammuthus primigenius). The front legs are pressed together and comparatively long and slender. The hind legs, also pressed together, are considerably shorter. The legs are stretched forward and backward, causing the soles of the feet not to lie flat when the figurine is placed on a flat surface. The soles of the feet are slightly widened compared to the legs, as observed in an elephant that steps on the ground. The head of the animal is domed. The saddle-like neck transitions into the towering hump, typical of adult mammoths. The backline descends steeply towards the buttocks. The tail is short and stubby. The torso is flat but well-proportioned. The abdomen hangs only slightly. The face of the animal is set off from the skull with a rounded depression. The cheekbones are clearly defined despite the small size of the figurine. The eyes are represented as barely discernible dots. The short ears lie diagonally above the eyes and are depicted as slightly triangular through short incisions. The tusks are not elaborated; only on the right side, a slight elevation is indicated between the trunk and the front leg, which can be interpreted as the beginning of a tusk or as the mouth. The trunk lies close to the body and extends to the front soles of the feet. When viewed from the front, it has a slight S-curve, adding a special liveliness to the representation despite its overall static nature.",URMU Blaubeuren,Find No.: 42/69-85,"AABW 2006; Dutkiewicz 2021: Taf. 22; Conard & Bolus 2003, 2008",vvvvvv _ ≠ _ ≠,very certain
vhc0089,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2006,ivory,Mammuthus primigenius,undetermined,,17.0,7.0,4.0,fragmented,"Heavily weathered, reshaped ivory fragment.",Universität Tübingen,Find No.: 42/69-77.1,"Dutkiewicz 2021: Taf. 57.2; Conard & Bolus 2003, 2008",>>>>! _ >>!,certain
vhc0088,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2006,ivory,Mammuthus primigenius,rod/baton,,48.0,14.0,5.0,fragmented,Heavily fragmented round rod fragment.,Universität Tübingen,Find No.: 42/69-53,"Dutkiewicz 2021: Taf. 51.14; Conard & Bolus 2003, 2008",!W!,uncertain
vhc0087,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2006,ivory,Mammuthus primigenius,figurine zoomorph,Panthera,56.0,17.0,6.0,fragmented,"This figurine depicts a felid. The body is very narrow and elongated, with a horizontal backline. The withers are prominently set off from the back and arch upwards significantly. It appears as if the animal is creeping or stalking, as in this movement, this region in feline species arches strongly upward. Unfortunately, the legs are not preserved, so no further details about the animal's gait can be provided. The muscles of the shoulder and hindquarters are carefully modeled, and the tail is preserved at its base. The neck is long and stretched forward, with the head lowered, again suggesting the stalking posture of the animal. From the head, the forehead, the left ear, and the base of the right ear, as well as the left eye, are preserved. From the eye, a tear duct extends, as also depicted on the lion head. Despite the fragmentary state of preservation, the fine detailing of the head attests to the masterful artistry. Overall, this figurine gives the impression of being very delicate and slender.",URMU Blaubeuren,Find No.: 42/67-89.1,"AABW 2006; Dutkiewicz 2021: Taf. 23; Conard & Bolus 2003, 2008",(XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX) _ °°°°°°°°°! _ °°°°°°! _ °! _ °! _ ¤¤¤¤¤¤,certain
vhc0086,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2006,bone,undetermined,undetermined,,,,,fragmented,Semi-tubular bone fragment.,Universität Tübingen,Find No.: 42/67-16.1,"Dutkiewicz 2021: Taf. 59.12; Conard & Bolus 2003, 2008",!v vv vv!,certain
vhc0172,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2008,ivory,Mammuthus primigenius,rod/baton,,11.0,10.0,3.0,fragmented,"Short, heavily weathered round rod fragment with irregular cut marks all around.",Universität Tübingen,Find No.: 41/72-16.1-2,"Wolf 2015, Taf. 42.24; Dutkiewicz 2021: Taf. 51.13; Conard & Bolus 2003, 2008",≠!,uncertain
vhc0085,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2006,bone,undetermined,undetermined,,17.0,5.0,2.0,fragmented,Semi-tubular bone fragment.,Universität Tübingen,Find No.: 41/71-37.2,"Dutkiewicz 2021: Taf. 59.11; Conard & Bolus 2003, 2008",vv!,uncertain
vhc0084,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2006,ivory,Mammuthus primigenius,figurine zoomorph,Mammuthus primigenius,31.0,14.0,4.0,fragmented,"Fragment of a figurine, which can most likely be identified as a representation of a mammoth. This is a horizontally positioned ivory lamella in the depiction. Clearly recognizable are the rounded cross-section of the skull, the cross-section of two massive legs, and the abdomen. Based on the outlines, the interpretation as a mammoth figure is most probable.",MUT Tübingen,Find No.: 41/71-108.1,"AABW 2006; Dutkiewicz 2021: Taf. 26.3-4; Conard & Bolus 2003, 2008",|||! _ v _ v _ v _ v _ v,certain
vhc0083,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2006,ivory,Mammuthus primigenius,possible figurine,,11.0,9.0,4.0,fragmented,Small reshaped ivory fragment with a cross pattern.,Universität Tübingen,Find No.: 41/69-73.1,"AABW 2006; Dutkiewicz 2021: Taf. 29.4; Conard & Bolus 2003, 2008",!XXX!,very certain
vhc0082,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2008,ivory,Mammuthus primigenius,possible figurine,,11.0,6.0,3.0,fragmented,Elongated ivory fragment with a heavily weathered surface.,Universität Tübingen,Find No.: 40/78-14.1,"AABW 2008; Dutkiewicz 2021: Taf. 29.3; Conard & Bolus 2003, 2008",!vvvvv!,very certain
vhc0081,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,,2008,ivory,Mammuthus primigenius,undetermined,,20.0,8.0,5.0,fragmented,"Reshaped, weathered ivory fragment.",Universität Tübingen,Find No.: 40/73-67.1,"Dutkiewicz 2021: Taf. 57.1; Conard & Bolus 2003, 2008",!VVV! _ !vvvv!,uncertain
vhc0080,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,,2008,ivory,Mammuthus primigenius,undetermined,,19.0,7.0,2.0,fragmented,"Elongated, flat ivory fragment.",Universität Tübingen,Find No.: 40/73-17.1,"Wolf 2015, Taf. 42.11; Dutkiewicz 2021: Taf. 56.17; Conard & Bolus 2003, 2008",!/ / //,very certain
vhc0079,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2008,ivory,Mammuthus primigenius,figurine zoomorph,undetermined,31.0,16.0,11.0,fragmented,"The figure is relatively small compared to others from the Swabian Aurignacian. The body has an oval outline, slightly domed towards the hindquarters. Both legs are preserved at the base. The figure lacks details such as muscles, tail, or tail base. The neck, compared to the rounded body, is narrow and extends upward. The head is not preserved. Numerous short notches are present over the entire body. The identification of the depicted animal species is not certain. The compact, rounded-oval body shape suggests a small animal capable of quickly crouching and hiding. The legs appear to be rather short, and the upward-stretched neck also suggests a small, ground-dwelling animal. The notched decoration suggests the interpretation of a hedgehog. However, it is also possible that a beaver, hare, or badger is depicted here, all of which have a similar compact body shape and sometimes have shaggy fur.",MUT Tübingen,Find No.: 40/72-21.1,"AABW 2008; AABW 2011; Wolf 2015, Taf. 42.6; Dutkiewicz 2021: Taf. 25; Conard & Bolus 2003, 2008",[!vvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvv!],very certain
vhc0078,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2007,ivory,Mammuthus primigenius,figurine,undetermined,11.0,8.0,6.0,fragmented,"Small, cylindrically shaped ivory fragment, likely representing the leg of an animal figurine.",Universität Tübingen,Find No.: 40/71-48.1,"Dutkiewicz 2021: Taf. 27.7; Conard & Bolus 2003, 2008",!vv!,uncertain
vhc0077,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HU/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2007,bone,undetermined,undetermined,,15.0,5.0,2.0,fragmented,Semi-tubular bone fragment with markings.,Universität Tübingen,Find No.: 40/70-53.2,"Dutkiewicz 2021: Taf. 59.10; Conard & Bolus 2003, 2008",!v v vv v!,very certain
vhc0076,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2008,bone,undetermined,flute,,16.0,3.0,1.0,fragmented,Narrow bone fragment in front of two finger holes and parallel notches in between.,Universität Tübingen,Find No.: 40/70-49.1,"Dutkiewicz 2021: Taf. 34.9; Conard & Bolus 2003, 2008",!||||!,very certain
vhc0075,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2007,ivory,Mammuthus primigenius,undetermined,,9.0,1.0,2.0,fragmented,"Tiny, elongated ivory fragment.",Universität Tübingen,Find No.: 40/68-76.1,"Dutkiewicz 2021: Taf. 56.16; Conard & Bolus 2003, 2008",!vvvvv!,certain
vhc0074,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2008,ivory,Mammuthus primigenius,undetermined,,14.0,4.0,4.0,fragmented,"Small, heavily weathered ivory fragment.",Universität Tübingen,Find No.: 40/61-24.1,"Wolf 2015, Taf. 42.22; Dutkiewicz 2021: Taf. 56.15; Conard & Bolus 2003, 2008",(!XXXXX) _ (!XXX) _ v,certain
vhc0073,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2009,ivory,Mammuthus primigenius,possible figurine,,16.0,9.0,3.0,fragmented,"Elongated, reworked ivory fragment.",Universität Tübingen,Find No.: 39/76-17.1,"AABW 2012; Dutkiewicz 2019: Taf. 29.2; Conard & Bolus 2003, 2008",!vvv!,uncertain
vhc0072,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2008,ivory,Mammuthus primigenius,undetermined,,17.0,4.0,2.0,fragmented,"Small, elongated ivory fragment",Universität Tübingen,Find No.: 39/73-71.1,"Dutkiewicz 2021: Taf. 56.14; Conard & Bolus 2003, 2008",(!XXXXXXX!),certain
vhc0071,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2008,bone,undetermined,undetermined,,14.0,4.0,2.0,fragmented,"Small, elongated bone fragment.",Universität Tübingen,Find No.: 39/73-36.2,"Dutkiewicz 2021: Taf. 59.9; Conard & Bolus 2003, 2008",!||||!,very certain
vhc0070,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2008,bone,undetermined,tube/flute,,17.0,7.0,3.0,fragmented,Fragment of a small tubular bone.,Universität Tübingen,Find No.: 39/73-35.1,"AABW 2015; Dutkiewicz 2021: Taf. 36.6; Conard & Bolus 2003, 2008",!vvvvvv!,very certain
vhc0069,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2007,ivory,Mammuthus primigenius,personal ornament,,10.0,5.0,4.0,almost complete,"This unusual bead shape resembles a double-drilled bead, but it has pointed projections on the narrow sides. The piece is heavily weathered.",MUT Tübingen,Find No.: 39/71-98.1,"Wolf 2015, Taf. 42.14; Dutkiewicz 2021: Taf. 37.9; Conard & Bolus 2003, 2008",>>>>! _ >>>>!,very certain
vhc0068,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2007,ivory,Mammuthus primigenius,undetermined,,9.0,4.0,1.0,fragmented,"Tiny, heavily weathered ivory fragment.",Universität Tübingen,Find No.: 39/71-37.1,"Wolf 2015, Taf. 42.15; Dutkiewicz 2021: Taf. 56.13; Conard & Bolus 2003, 2008",!XX,very certain
vhc0067,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2007,ivory,Mammuthus primigenius,awl,,79.0,10.0,10.0,almost complete,"It is an elongated, approximately complete tool made of ivory. Only the top part is broken off. The terminally tapered shape suggests that it was a point. This area is also heavily polished through use, and the two uppermost lines of the decoration are worn away, making it very likely to be identified as an awl.",MUT Tübingen,Find No.: 39/70-76.1,"AABW 2007; Wolf 2015, Taf. 41.1; Dutkiewicz 2021: Taf. 46.2; Conard & Bolus 2003, 2008",||||| (/||)||| _ ||,certain
vhc0066,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2007,ivory,Mammuthus primigenius,undetermined,,16.0,6.0,3.0,fragmented,"Rod-shaped, heavily weathered ivory object.",Universität Tübingen,Find No.: 39/69-91.1-2,"Dutkiewicz 2021: Taf. 56.12; Conard & Bolus 2003, 2008",!vv! _ vv!,uncertain
vhc0065,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2007,ivory,Mammuthus primigenius,personal ornament,,13.0,6.0,2.0,fragmented,Heavily weathered ivory pendant with a broken perforation.,MUT Tübingen,Find No.: 39/69-74.1,"Dutkiewicz 2021: Taf. 37.8; Conard & Bolus 2003, 2008",!W!,certain
vhc0064,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2007,bone,undetermined,flute,,22.0,5.0,4.0,fragmented,Medial flute fragment (Mini-flute) with two preserved finger holes.,MUT Tübingen,Find No.: 39/69-73.1,"AABW 2011/2015; Dutkiewicz 2021: Taf. 34.8; Conard & Bolus 2003, 2008",vvvv _ !vvv!  _ !vvv!,very certain
vhc0063,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2007,bone,undetermined,undetermined,,19.0,7.0,3.0,fragmented,Semi-tubular bone fragment with markings.,Universität Tübingen,Find No.: 39/69-32.1,"Dutkiewicz E2021: Taf.59.8; Conard & Bolus 2003, 2008",!/XXXXX/!,certain
vhc0062,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,,PL0001337A,2007,ivory,Mammuthus primigenius,personal ornament,,13.0,5.0,4.0,fragmented,Fragment of a ring-shaped object with lateral markings.,Universität Tübingen,Find No.: 39/68-38.1,"AABW 2012; Dutkiewicz 2021: Taf. 56.11; Conard & Bolus 2003, 2008",!vvv!,certain
vhc0061,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2007,ivory,Mammuthus primigenius,possible flute,,9.0,2.0,2.0,fragmented,"Short, thin ivory fragment",Universität Tübingen,Find No.: 39/67-7.1,"Wolf 2015, Taf. 42.30; Dutkiewicz 2021: Taf. 32.14; Conard & Bolus 2003, 2008",!v vvvv v!,very certain
vhc0060,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2008,ivory,Mammuthus primigenius,possible figurine,,29.0,15.0,3.0,fragmented,"Flat, heavily reworked ivory fragment was filled with markings over the entire surface.",Universität Tübingen,Find No.: 38/78-53,"Wolf 2015, Taf. 42.2; Dutkiewicz 2021: Taf. 29.1; Conard & Bolus 2003, 2008",////////// _ l|ll!,uncertain
vhc0059,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2008,ivory,Mammuthus primigenius,figurine,undetermined,25.0,15.0,7.0,fragmented,"Slightly curved, heavily reworked ivory fragment with a carefully smoothed and polished surface.",Universität Tübingen,Find No.: 38/78-18.1,"AABW 2011; Wolf 2015, Taf. 42.3; Dutkiewicz 2021: Taf. 27.6; Conard & Bolus 2003, 2008",!^^^^^^ |!,certain
vhc0058,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2008,ivory,Mammuthus primigenius,undetermined,,8.0,6.0,2.0,fragmented,"Tiny, heavily weathered ivory fragment.",Universität Tübingen,Find No.: 38/76-109.2,"Dutkiewicz 2021: Taf. 56.10; Conard & Bolus 2003, 2008",!≠!,uncertain
