object_id,ensemble_id,archaeological_period,archaeological_unit,site_name,site_id,location,country,latitude,longitude,coord_precision,coord_reference,layer,dating_method,date_bp_min,min_lab_number,date_bp_max,max_lab_number,excavation_year,material,material_species,object_type,associated_species,length_mm,width_mm,depth_mm,preservation,short_description,collection,collection_id,references,sign_coding,coding_certainty
vhc0150,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,V,C14,"30162±1,340",H 4054-3210,35810±710,PL0001337A,1931,bone,undetermined,spatula/lissoir,,77.0,12.0,5.0,almost complete,second part of lissoir 38/68-90.1. Coding see vhc0049,,Find No.: Vg 29.12,"Riek 1934, Taf. XXIX.12; Hahn 1977, Taf. 34.4; Dutkiewicz 2021: Taf. 42.3-4; Conard & Bolus 2003, 2008",,
vhc0149,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,IV,C14,30730±750,H 4053-3211,32030±280,OxA-18456,1931,ivory,Mammuthus primigenius,undetermined,,38.0,14.0,5.0,fragmented,Ivory fragment,Universität Tübingen,"Find No.: Vg 2676, Vg 5836","Dutkiewicz 2021: Taf. 55.5; Hahn 1977; Conard & Bolus 2003, 2008",!|||||||,very certain
vhc0148,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,,C14,26160±150,KIA 8957,35810±710,PL0001337A,1950,sandstone,,possible figurine,,54.0,40.0,32.0,complete,"It is a completely preserved object made of sandstone, but it has modern damage. Riek describes that the piece is made from a cobble, from which a part was struck off to obtain a flat side. The object has an elongated, strongly bulging outline and a flat side. There is a perforation at one of the edges. Riek interprets this figurine as a representation of a mammoth, while Hahn, due to the ambiguity of the depiction, labels this piece as a pendant.",LMW Stuttgart,Find No.: Vg 22,"Riek 1954; Hahn 1986: 98-104; Dutkiewicz 2021: Taf. 30; Conard & Bolus 2003, 2008",vvvvvvvvvvv _ [vvvvvvvvvvvvvvvvvvvvvvvv] _ [vvvvvvvvvvvvvvvvvvvvvvvvv],certain
vhc0147,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,V,C14,"30162±1,340",H 4054-3210,35810±710,PL0001337A,1931,ivory,Mammuthus primigenius,figurine zoomorph,Panthera,68.0,24.0,14.0,fragmented,"This figurine was discovered during the 1931 excavations in layer V. The right half of the animal is largely intact, with only the cheek and neck chipped. In contrast, the left half is missing the crown and the leg. The other three legs are only present at the base. Two longitudinal cracks run through the body. The surface is heavily weathered in many areas. Where well-preserved, there is evidence of careful reworking and polishing. Although large pieces of the figurine are missing, the outline is completely preserved. The depiction is of a felid with a head extended far forward. It is unclear whether this represents a cave lion (Panthera leo spelea) or a snow leopard (Panthera uncia). The slender silhouette of the figurine favors the latter, although it cannot be ruled out that a female or young cave lion could have had such a slim body shape. The body is elongated with a straight back line. Only the withers slightly arch upwards. The hip and hind leg are separated from the body. It is possible that the base of a tail is preserved, but this cannot be determined with certainty. The leg attachments extend vertically downward, indicating that the animal is depicted standing still in place. The face is stretched forward. Both eyes gaze forward, and the preserved ear is laid back. The nose of the animal is separated from the mouth by a line. Interestingly, two additional incisions follow below, although only one is necessary anatomically to represent the mouth. It is possible that the animal is depicted with an open mouth. A cleft lip is not discernible.",MUT Tübingen,Find No.: Vg 2.4,"Riek 1934: 286-287; Hahn 1986; Dutkiewicz 2021: Taf. 14; Hahn 1977; Conard & Bolus 2003, 2008",|||||X _ [!°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°!] _ [!°°°°°°°°°°°°°°°°°!] _ ||||,certain
vhc0146,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,V,C14,"30162±1,340",H 4054-3210,35810±710,PL0001337A,1931,ivory,Mammuthus primigenius,figurine zoomorph,Equus ferus,48.0,25.0,8.0,fragmented,"The depiction of the wild horse was also found in layer V during the 1931 excavations. The surface is remarkably smooth and exhibits polishing in several areas. Like the mammoth figurine discussed above, the wild horse also has a distinct bluish tint, a result of mineral deposition during burial in the ground. The horse is particularly elegant and expressive. The noticeably lowered head is narrow and, when viewed from the front, has a slight S-curve. The nostrils, mouth, eyes, and ears are anatomically accurate. The ears are slightly pointed and lie close to the head. The cheeks are well-defined. The mane appears to be a standing mane typical of wild horses, but it is only present in the head area, between the two ears. Towards the back, it transitions into the neck and is inseparable from the body. The neck is curved and separated from the withers by a bend. The body is slender with detailed muscle features. The belly hangs slightly. The tail is only partially worked, with no tail hairs. The right front leg points slightly forward, as if the animal were taking a step. The hind leg points slightly backward. The distance between the limbs of the two halves of the body appears to have been very small. Hahn (1986: 78-79) speculates that, like the mammoth described above, the horse could have had a perforation between the front and hind legs.",MUT Tübingen,Find No.: Vg 2.2,"Riek 1934: 284-285; Hahn 1986; Dutkiewicz 2021: Taf. 13; Hahn 1977; Conard & Bolus 2003, 2008",XXXXXXXXXXXXX _ vvvvvvvvvvvvvvvvv,certain
vhc0145,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,V,C14,"30162±1,340",H 4054-3210,35810±710,PL0001337A,1931,ivory,Mammuthus primigenius,figurine zoomorph,Mammuthus primigenius,50.0,32.0,22.0,almost complete,"The nearly complete mammoth figurine was found in the Vogelherd during the 1931 excavations in the Aurignacian-layer V. This figurine is mostly well-preserved. The lower section of the trunk, which was adjacent to the front legs, is broken, and the soles of the hind limbs are freshly chipped. The surface is highly polished but still shows some tool marks. The noticeable grayish-blue patina covering the entire figurine was formed through the deposition of minerals during deposition in the ground. The mammoth is depicted in a round and voluminous manner, with a dome-like head slightly offset from the face. Eyes and ears are finely carved with impressive anatomical accuracy. The trunk is not preserved in the middle part, slightly extending from the body and touching the feet at the bottom, as evidenced by a small material residue. The tusks are not represented, but a mouth is clearly visible. The neck is deeply saddled, the shoulders protrude high, and the back line falls straight to the buttocks. The tail is short and only slightly indicated. The front and hind legs are slender compared to the body mass and are slightly stretched forward and backward, respectively. Additionally, the soles of the feet touch each other; this is not a natural standing posture for a mammoth. There are small perforations between the front and hind limbs, each showing signs of use-polishing, suggesting they served as loops for a cord.",MUT Tübingen,Find No.: Vg 2.1,"Riek 1934: 281-283; Hahn 1986; Dutkiewicz E2021: Taf. 12a-12b; Hahn 1977; Conard & Bolus 2003, 2008",(/X)XXXXXYYY _ X(XX) _ (X/X)XXXX _ XVXXY _ °°° _ °°°°°°° _ XXXX _ >>>XXX _ ⊞ _ XXXXX,very certain
vhc0144,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,IV,C14,30730±750,H 4053-3211,32030±280,OxA-18456,1931,ivory,Mammuthus primigenius,figurine zoomorph,undetermined,62.0,23.0,8.0,fragmented,"This is a larger ivory lamella that has cracked along the natural growth line, indicating the use of weathered ivory. On the inner concave surface, there is a surface-filling decoration. This decoration is reminiscent of the markings on the fish representation, which is why this piece is considered a possible additional fish representation. If this is indeed a fish, it is depicted in a highly abstract manner.",MUT Tübingen,Find No.: Vg 17973,"Wolf 2015, Taf. 37.2; Dutkiewicz 2021: Taf. 28.1; Hahn 1977; Conard & Bolus 2003, 2008",– – – – – _ !/////////////////! _ !///////////////!,certain
vhc0169,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,IV,C14,30730±750,H 4053-3211,32030±280,OxA-18456,1931,bone,undetermined,spatula/lissoir,,47.0,8.0,5.0,fragmented,"This is a medial, lateral fragment of a smoother made from a large herbivore's rib, which was found in Layer IV in 1931.",Universität Tübingen,Find No.: Vg 127.4,"Hahn 1977, Taf. 59.2; Dutkiewicz 2021: Taf. 45.2; Conard & Bolus 2003, 2008",vvvvvvvvvv!,very certain
vhc0143,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,V,C14,"30162±1,340",H 4054-3210,35810±710,PL0001337A,1931,bone,undetermined,undetermined,,60.0,10.0,2.0,almost complete,Fragment of a thin tubular bone with rounded edges.,Universität Tübingen,Find No.: Vg 127.2,"Riek 1934, Taf. XXIX.18; Hahn 1977, Taf. 34.3; Dutkiewicz 2021: Taf. 58.1; Conard & Bolus 2003, 2008",vvv vvvv,very certain
vhc0142,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,IV,C14,30730±750,H 4053-3211,32030±280,OxA-18456,1931,ivory,Mammuthus primigenius,undetermined,,81.0,28.0,17.0,fragmented,"Large fragment of a tusk, of which the innermost cone is preserved; it was likely found in AH IV in 1931. An elongated, thick lamellar fragment, found in the spoil heap during subsequent excavations in 2012, fits into it. Presumably, it is a piece from which a larger flake has been detached. On the slightly concave flake negative, there are 40 lines distributed in a broad engraving over the entire preserved surface.",Universität Tübingen,Find No.: Vg 11421,"AABW 2012; Wolf 2015, Taf. 36.1; Dutkiewicz 2021: Taf. 55.6-8; Hahn 1977; Conard & Bolus 2003, 2008",!≠!,uncertain
vhc0141,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2009,bone,undetermined,tube/flute,,19.0,4.0,2.0,fragmented,Fragment of a thin tubular bone.,Universität Tübingen,Find No.: 99/99-1333.1,"Dutkiewicz 2021: Taf. 36.17; Conard & Bolus 2003, 2008",!vvvv!,very certain
vhc0140,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2008,ivory,Mammuthus primigenius,rod/baton,,13.0,4.0,4.0,fragmented,Very thin round rod made of ivory.,Universität Tübingen,Find No.: 99/99-1002.1,"Dutkiewicz 2021: Taf. 51.18; Conard & Bolus 2003, 2008",!vvv!,very certain
vhc0139,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2012,ivory,Mammuthus primigenius,undetermined,,45.0,18.0,7.0,fragmented,Ivory fragment (cementum).,Universität Tübingen,Find No.: 99/99-1000,"Dutkiewicz 2021: Taf. 57.16; Conard & Bolus 2003, 2008",!| || |!,certain
vhc0138,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2010,bone,undetermined,tube/flute,,17.0,6.0,3.0,fragmented,Fragment of a thin tubular bone (bird?).,Universität Tübingen,Find No.: 78/65-40.1,"AABW 2014; Dutkiewicz 2021: Taf. 36.16; Conard & Bolus 2003, 2008",!vvvv! _ !vvvvv!,very certain
vhc0137,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2010,ivory,Mammuthus primigenius,possible flute,,14.0,4.0,2.0,fragmented,Heavily weathered fragment of a possible ivory flute.,Universität Tübingen,Find No.: 77/66-18.1,"AABW 2014; Dutkiewicz 2021: Taf. 32.17; Conard & Bolus 2003, 2008",!vvv!,very certain
vhc0136,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2010,bone,undetermined,flute,,15.0,6.0,2.0,fragmented,Fragment of the top of a bone flute with a partially preserved finger hole.,Universität Tübingen,Find No.: 75/63-13.1,"AABW 2014; Dutkiewicz 2021: Taf. 34.11; Conard & Bolus 2003, 2008",||!,very certain
vhc0135,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2010,bone,undetermined,spatula/lissoir,,30.0,10.0,5.0,fragmented,"Terminal fragment of a flat, rod-like object with a thicker, rounded end.",Universität Tübingen,Find No.: 75/62-76.1,"AABW 2010; Dutkiewicz 2021: Taf. 45.3; Conard & Bolus 2003, 2008",(/XXXX!) _ (XXXX!) _ >>! _,certain
vhc0134,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2010,bone,undetermined,possible figurine,,11.0,4.0,4.0,fragmented,Elongated bone fragment with a weathered surface.,Universität Tübingen,Find No.: 74/63-29.1,"Dutkiewicz 2021: Taf. 29.12; Conard & Bolus 2003, 2008",!XX!,certain
vhc0133,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2005,bone,undetermined,flute,,17.0,5.0,2.0,fragmented,Small fragment of a bone flute.,Universität Tübingen,Find No.: 71/64-50.1,"AABW 2005; Dutkiewicz 2021: Taf. 34.10; Conard & Bolus 2003, 2008",v,certain
vhc0132,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2011,bone,undetermined,awl,,52.0,11.0,8.0,almost complete,"A nearly complete bone awl. The tip and a portion of the base are missing. The awl is finely crafted, with a straight shaft that terminates in a carefully worked point. The base is noticeably thickened, with two bulges on the sides resembling shoulders. The awl is adorned with markings all around.",Universität Tübingen,Find No.: 69/62-55,"AABW 2011; Dutkiewicz 2021: Taf. 46.3; Conard & Bolus 2003, 2008",|||||| _ vvvv vvv _ ||||! _ vvvv vv,very certain
vhc0131,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2005,bone,undetermined,tube/flute,,17.0,7.0,4.0,fragmented,Terminal fragment of a severed tubular bone.,Universität Tübingen,Find No.: 68/66-27.1,"AABW 2005; Dutkiewicz 2021: Taf. 36.15; Conard & Bolus 2003, 2008",≠! _ vv _ vv,uncertain
vhc0130,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2011,bone,undetermined,tube/flute,,21.0,6.0,2.0,fragmented,Fragment of a thin tubular bone.,Universität Tübingen,Find No.: 68/62-9.1,"Dutkiewicz 2021: Taf. 36.13; Conard & Bolus 2003, 2008",!vv!,very certain
vhc0129,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2011,bone,undetermined,tube/flute,,15.0,5.0,4.0,fragmented,Fragment of a tiny tubular bone (undetermined animal species).,Universität Tübingen,Find No.: 68/62-39.1,"Dutkiewicz 2021: Taf. 36.14; Conard & Bolus 2003, 2008",vvvv _ vvvv,uncertain
vhc0128,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2011,ivory,Mammuthus primigenius,undetermined,,12.0,7.0,3.0,fragmented,"Tiny, black discolored ivory fragment.",Universität Tübingen,Find No.: 68/62-20.1,"Dutkiewicz 2021: Taf. 57.15; Conard & Bolus 2003, 2008",!||!,certain
vhc0127,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2005,bone,undetermined,tube/flute,,20.0,7.0,4.0,fragmented,Fragment of a thin tubular bone (bird?).,Universität Tübingen,Find No.: 67/65-78.1,"AABW 2005; Dutkiewicz 2021: Taf. 36.12; Conard & Bolus 2003, 2008",!vvv! _ !vvv!,certain
vhc0126,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2011,bone,undetermined,undetermined,,18.0,5.0,2.0,fragmented,Semi-tubular bone fragment.,Universität Tübingen,Find No.: 66/64-58.1,"Dutkiewicz 2021: Taf. 59.18; Conard & Bolus 2003, 2008",!vvvvvvv!,certain
vhc0125,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2011,ivory,Mammuthus primigenius,undetermined,,8.0,5.0,3.0,fragmented,Tiny heavily weathered ivory fragment.,Universität Tübingen,Find No.: 66/64-53.1,"Dutkiewicz 2021: Taf. 57.14; Conard & Bolus 2003, 2008",!vvv!,uncertain
vhc0124,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2011,bone,undetermined,undetermined,,39.0,7.0,2.0,fragmented,Fragment of a thin tubular bone.,Universität Tübingen,Find No.: 66/61-34.1,"AABW 2014; Dutkiewicz 2021: Taf. 59.17; Conard & Bolus 2003, 2008",vvvvvv,very certain
vhc0123,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2011,ivory,Mammuthus primigenius,rod/baton,,25.0,6.0,5.0,fragmented,"Heavily fragmented, thin ivory cylindrical rod.",Universität Tübingen,Find No.: 65/62-29.1,"AABW 2014; Dutkiewicz 2021: Taf. 51.17; Conard & Bolus 2003, 2008",vvvv vvv vv! _ vvv v vvvv _ vvv! _ !v vv v v v v v! _ v v v v v _ !vvvv! _ !>>>>>>>!,uncertain
vhc0122,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2006,bone,undetermined,tube/flute,,11.0,6.0,2.0,fragmented,Tiny fragment of a tubular bone (undetermined animal species).,Universität Tübingen,Find No.: 64/63-67.1,"Dutkiewicz 2021: Taf. 36.11; Conard & Bolus 2003, 2008",v!,very certain
vhc0121,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2006,bone,undetermined,tube/flute,,36.0,11.0,3.0,fragmented,Humerus of a bird.,Universität Tübingen,Find No.: 64/63-24.2,"Dutkiewicz 2021: Taf. 36.10; Conard & Bolus 2003, 2008",!v v v!,very certain
vhc0120,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2011,ivory,Mammuthus primigenius,possible figurine,,12.0,4.0,2.0,fragmented,"The original surface of this small, heavily fragmented elongated ivory fragment is only preserved on the narrow side. It features a grid pattern that is noticeably deeply cut.",Universität Tübingen,Find No.: 63/63-41.1,"Dutkiewicz 2021: Taf. 29.10; Conard & Bolus 2003, 2008",(!XXXXX!),uncertain
vhc0119,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,,ivory,Mammuthus primigenius,possible figurine,,9.0,5.0,3.0,fragmented,"Elongated, cylindrical ivory fragment with a highly polished surface.",Universität Tübingen,Find No.: 63/63-32.1,"AABW 2014; Dutkiewicz 2021: Taf. 29.9; Conard & Bolus 2003, 2008",!v vv v!,certain
vhc0118,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2011,bone,undetermined,flute,,19.0,4.0,3.0,fragmented,"Fragment of a miniature flute made from a thin and narrow tubular bone. Only the upper surface of a medial fragment is preserved. Two finger holes are partially preserved, with parallel notches placed in between.",Universität Tübingen,Find No.: 62/61-33.3,"Dutkiewicz 2021: Taf. 34.7; Conard & Bolus 2003, 2008",v v vv v v,certain
vhc0117,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2011,bone,undetermined,tube/flute,,12.0,6.0,3.0,fragmented,Tiny fragment of a tubular bone.,Universität Tübingen,Find No.: 61/63-12.1,"Dutkiewicz 2021: Taf. 36.9; Conard & Bolus 2003, 2008",!vvvvv!,uncertain
vhc0116,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2012,ivory,Mammuthus primigenius,undetermined,,18.0,9.0,3.0,fragmented,"Thin, heavily weathered ivory plate.",Universität Tübingen,Find No.: 60/63-96.1,"AABW 2012; Wolf 2015, Taf. 42.20; Dutkiewicz 2021: Taf. 57.13; Conard & Bolus 2003, 2008",!⊞!,certain
vhc0115,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2012,ivory,Mammuthus primigenius,undetermined,,11.0,4.0,2.0,fragmented,"Tiny, rod-shaped, heavily weathered ivory fragment.",Universität Tübingen,Find No.: 59/64-15,"Dutkiewicz 2021: Taf. 57.12; Conard & Bolus 2003, 2008",!vvvv!,uncertain
vhc0114,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2012,ivory,Mammuthus primigenius,undetermined,,40.0,23.0,8.0,fragmented,Ivory fragment (cementum),Universität Tübingen,Find No.: 58/64-15.1,"AABW 2012; Wolf 2015, Taf. 42.1; Dutkiewicz 2021: Taf. 57.11; Conard & Bolus 2003, 2008",!||||||!,very certain
vhc0113,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2012,bone,undetermined,rod/baton,,19.0,4.0,4.0,fragmented,"Heavily weathered, thin cylindrical bone rod.",Universität Tübingen,Find No.: 58/64-15.1,"Dutkiewicz 2021: Taf. 51.19; Conard & Bolus 2003, 2008",!vvv! _ !vvvv! _ vv!,certain
vhc0112,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2012,ivory,Mammuthus primigenius,figurine zoomorph,Mammuthus primigenius,14.0,11.0,8.0,fragmented,"A heavily weathered, cylindrically reshaped ivory fragment. It is clearly recognizable as the leg of a figure, most likely from a mammoth. The columnar shape and the cross on the sole of the foot strongly suggest its association with a mammoth.",Universität Tübingen,Find No.: 57/63-57.1,"AABW 2014; Dutkiewicz 2021: Taf. 27.8; Conard & Bolus 2003, 2008",vv _ X,certain
vhc0111,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,DKS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2012,ivory,Mammuthus primigenius,possible figurine,,28.0,13.0,8.0,fragmented,"The heavily weathered, reshaped ivory fragment with an ornate cone-like protrusion.",Universität Tübingen,Find No.: 57/62-56.1,"AABW 2012; Dutkiewicz E2021: Taf. 29.8; Conard & Bolus 2003, 2008",?,uncertain
vhc0110,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2012,ivory,Mammuthus primigenius,undetermined,,17.0,8.0,3.0,fragmented,Ivory fragment.,Universität Tübingen,Find No.: 54/66-29.1,"Wolf 2015, Taf. 42.27; Dutkiewicz 2021: Taf. 57.10; Conard & Bolus 2003, 2008",vvv!,certain
vhc0109,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2012,ivory,Mammuthus primigenius,possible flute,,17.0,3.0,2.0,fragmented,Small possible fragment of an ivory flute.,Universität Tübingen,Find No.: 53/65-6.1,"Dutkiewicz 2021: Taf. 32.16; Conard & Bolus 2003, 2008",!vvvvvvv!,very certain
vhc0108,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HU/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2005,bone,undetermined,undetermined,,15.0,4.0,2.0,fragmented,Semi-tubular bone fragment.,Universität Tübingen,Find No.: 48/70-17.1,"Dutkiewicz 2021: Taf. 59.16; Conard & Bolus 2003, 2008",!XXXX!,uncertain
vhc0175,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HU/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2005,ivory,Mammuthus primigenius,rod/baton,,18.0,5.0,3.0,fragmented,Very thin round rod.,Universität Tübingen,Find No.: 48/68-24.1,"AABW 2005; Dutkiewicz 2021: Taf. 51.16; Conard & Bolus 2003, 2008",vvv,very certain
vhc0107,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2005,ivory,Mammuthus primigenius,rod/baton,,29.0,12.0,5.0,fragmented,Heavily weathered cylindrical rod fragment.,Universität Tübingen,Find No.: 47/67-104.1,"AABW 2005; Dutkiewicz 2021: Taf. 51.15; Conard & Bolus 2003, 2008",/ \ _ |||! _ ||!,certain
vhc0106,,Upper Paleolithic,Aurignacian,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,DL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2005,ivory,Mammuthus primigenius,possible figurine,,17.0,8.0,3.0,fragmented,Elongated ivory fragment with a strong whitish to black patina.,Universität Tübingen,Find No.: 47/65-118.1,"AABW 2005; Dutkiewicz 2021: Taf.29.7; Conard & Bolus 2003, 2008",!⊞!,certain
