"object_id","ensemble_id","archaeological_unit","site_name","location","location__short_name","location__location","location__country","latitude","longitude","location__coord_precision","location__coord_reference","layer","dating_method","date_bp_min","min_lab_number","date_bp_max","max_lab_number","excavation_year","material","object_type","length_mm","width_mm","depth_mm","preservation","sign_coding","coding_certainty","coding_clean"
"vhc0126","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2011","bone","undetermined",18,5,2,"fragmented","!vvvvvvv! _ // /// //!","Uncertain","vvvvvvv _ // /// //"
"vhc0125","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2011","ivory","undetermined",8,5,3,"fragmented","!vvv!","Uncertain","vvv"
"vhc0124","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2011","bone","undetermined",39,7,2,"fragmented","vvvvvv","Very certain","vvvvvv"
"vhc0123","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2011","ivory","rod/bâton",25,6,5,"fragmented","vvvv vvv vv! _ vvv v vvvv _ vvv! _ !v vv v v v v v! _ v v v v v _ !vvvv! _ !>>>>>>>!","Uncertain","vvvv vvv vv _ vvv v vvvv _ vvv _ v vv v v v v v _ v v v v v _ vvvv _ >>>>>>>"
"vhc0121","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2006","bone","tube/flute",36,11,3,"fragmented","!| | |!","Certain","| | |"
"vhc0119","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"","ivory","possible figurine",9,5,3,"fragmented","!v vv v!","Very certain","v vv v"
"vhc0118","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2011","bone","flute",19,4,3,"fragmented","v v vv v v","Very certain","v v vv v v"
"vhc0117","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2011","bone","tube/flute",12,6,3,"fragmented","!vvvvv!","Uncertain","vvvvv"
"vhc0115","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2012","ivory","undetermined",11,4,2,"fragmented","!vvvv!","Uncertain","vvvv"
"vhc0114","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2012","ivory","undetermined",40,23,8,"fragmented","!||||||!","Very certain","||||||"
"vhc0113","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2012","bone","rod/bâton",19,4,4,"fragmented","!vvv! _ !vvvv! _ vv! _ !vvvv!","Uncertain","vvv _ vvvv _ vv _ vvvv"
"vhc0112","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2012","ivory","figurine zoomorph",14,11,8,"fragmented","vv _ X","Very certain","vv _ X"
"vhc0110","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2012","ivory","undetermined",17,8,3,"fragmented","vvv!","Very certain","vvv"
"vhc0109","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2012","ivory","possible flute",17,3,2,"fragmented","!vvvvvvv!","Very certain","vvvvvvv"
"vhc0108","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HU/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2005","bone","undetermined",15,4,2,"fragmented","!XXXX!","Uncertain","XXXX"
"vhc0175","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HU/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2005","ivory","rod/bâton",18,5,3,"fragmented","vvv!","Very certain","vvv"
"vhc0107","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2005","ivory","rod/bâton",29,12,5,"fragmented","/ \ _ |||! _ ||!","Uncertain","/ \ _ ||| _ ||"
"vhc0105","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2006","ivory","possible flute",13,2,2,"fragmented","!vvvvvvv!","Certain","vvvvvvv"
"vhc0104","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2006","ivory","undetermined",9,2,2,"fragmented","!vvv! _ !vv! _ !vv! _ !vvv!","Uncertain","vvv _ vv _ vv _ vvv"
"vhc0103","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2006","bone","undetermined",18,5,2,"fragmented","!vvvvvv! _ !v V>>>vv!","Uncertain","vvvvvv _ v V>>>vv"
"vhc0102","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2006","bone","undetermined",8,8,2,"fragmented","!|||! _ !vv! _ !vvv!","Certain","||| _ vv _ vvv"
"vhc0101","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2007","ivory","possible figurine",10,7,4,"fragmented","!vv! _ !v!","Uncertain","vv _ v"
"vhc0100","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","bone","tube/flute",10,6,2,"fragmented","!vvv!","Certain","vvv"
"vhc0099","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","DKS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","ivory","undetermined",28,8,2,"fragmented","!////","Certain","////"
"vhc0098","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","ivory","undetermined",32,10,5,"fragmented","|| ||","Certain","|| ||"
"vhc0096","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2006","ivory","undetermined",18,5,4,"fragmented","XX! _ vvvvvvvv! _ !vvvv!","Uncertain","XX _ vvvvvvvv _ vvvv"
"vhc0094","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2007","ivory","undetermined",11,5,3,"fragmented","!XX! _ !vvvvvvv!","Uncertain","XX _ vvvvvvv"
"vhc0093","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2006","ivory","figurine undet.",61,23,8,"fragmented","!|||||! _ !|! _ !||!","Uncertain","||||| _ | _ ||"
"vhc0092","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2006","bone","undetermined",16,3,2,"fragmented","!vvv! _ !vvvvv!","Very certain","vvv _ vvvvv"
"vhc0091","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2006","ivory","possible figurine",14,8,3,"fragmented","!vvvvvvvvvv!","Very certain","vvvvvvvvvv"
"vhc0090","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2006","ivory","figurine zoomorph",37,28,12,"complete","vvvvvv _ ≠ _ ≠","Very certain","vvvvvv _ ≠ _ ≠"
"vhc0089","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2006","ivory","undetermined",17,7,4,"fragmented",">>>>! _ >>!","Certain",">>>> _ >>"
"vhc0087","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2006","ivory","figurine zoomorph",56,17,6,"fragmented","(XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX) _ °°°°°°°°°! _ °°°°°°! _ °! _ °! _ ¤¤¤¤¤¤","Certain","°°°°°°°°° _ °°°°°° _ ° _ ° _ ¤¤¤¤¤¤"
"vhc0086","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2006","bone","undetermined",NA,NA,NA,"fragmented","!v vv vv!","Certain","v vv vv"
"vhc0085","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2006","bone","undetermined",17,5,2,"fragmented","vv!","Uncertain","vv"
"vhc0084","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2006","ivory","figurine zoomorph",31,14,4,"fragmented","|||! _ v _ v _ v _ v _ v","Certain","||| _ v _ v _ v _ v _ v"
"vhc0083","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2006","ivory","possible figurine",11,9,4,"fragmented","!XXX!","Very certain","XXX"
"vhc0082","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","ivory","possible figurine",11,6,3,"fragmented","!vvvvv!","Very certain","vvvvv"
"vhc0081","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","ivory","undetermined",20,8,5,"fragmented","!XXX! _ !vvvv!","Uncertain","XXX _ vvvv"
"vhc0080","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","ivory","undetermined",19,7,2,"fragmented","!/ / //","Certain","/ / //"
"vhc0078","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2007","ivory","figurine undet.",11,8,6,"fragmented","!vv!","Uncertain","vv"
"vhc0077","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HU/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2007","bone","undetermined",15,5,2,"fragmented","!v v vv v!","Very certain","v v vv v"
"vhc0076","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","bone","flute",16,3,1,"fragmented","!||||!","Very certain","||||"
"vhc0075","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2007","ivory","undetermined",9,1,2,"fragmented","!vvvvv!","Very certain","vvvvv"
"vhc0073","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2009","ivory","possible figurine",16,9,3,"fragmented","!vvv!","Certain","vvv"
"vhc0071","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","bone","undetermined",14,4,2,"fragmented","!||||!","Very certain","||||"
"vhc0070","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","bone","tube/flute",17,7,3,"fragmented","!vvvvvv!","Certain","vvvvvv"
"vhc0069","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2007","ivory","personal ornament",10,5,4,"almost complete",">>>>! _ >>>>!","Very certain",">>>> _ >>>>"
"vhc0068","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2007","ivory","undetermined",9,4,1,"fragmented","!XX","Very certain","XX"
"vhc0067","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2007","ivory","awl",79,10,10,"almost complete","||||| (/||)||| _ ||","Certain","||||| ||| _ ||"
"vhc0066","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2007","ivory","undetermined",16,6,3,"fragmented","!vv! _ vv!","Uncertain","vv _ vv"
"vhc0064","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2007","bone","flute",22,5,4,"fragmented","vvvv _ !vvv!  _ !vvv!","Very certain","vvvv _ vvv  _ vvv"
"vhc0062","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2007","ivory","personal ornament",13,5,4,"fragmented","!vvv!","Certain","vvv"
"vhc0061","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2007","ivory","possible flute",9,2,2,"fragmented","!v vvvv v!","Very certain","v vvvv v"
"vhc0060","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","ivory","possible figurine",29,15,3,"fragmented","////////// _ l|ll!","Certain","////////// _ l|ll"
"vhc0059","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","ivory","figurine undet.",25,15,7,"fragmented","!^^^^^^ |!","Certain","^^^^^^ |"
"vhc0057","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","ivory","rod/bâton",14,4,1,"fragmented","!vvv! _ !vvv!","Uncertain","vvv _ vvv"
"vhc0055","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","GF/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","bone","tube/flute",9,5,2,"fragmented","!vv! _ !vvv!","Uncertain","vv _ vvv"
"vhc0054","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","ivory","possible figurine",20,9,4,"fragmented","!vvvvvvvvv!","Certain","vvvvvvvvv"
"vhc0053","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","bone","undetermined",17,6,2,"fragmented","!X/XXX/!","Uncertain","X/XXX/"
"vhc0052","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","ivory","figurine zoomorph",70,31,9,"almost complete","!//////////// _ /// _ [!°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°] _ ///// _ // //// _ ≠ _ /////////// _ [!°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°]","Very certain","//////////// _ /// _ ///// _ // //// _ ≠ _ ///////////"
"vhc0051","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2007","ivory","undetermined",41,14,4,"fragmented","X/X||! _ ||||!","Uncertain","X/X|| _ ||||"
"vhc0050","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2007","ivory","undetermined",11,3,2,"fragmented","!vvvvvv/v!","Uncertain","vvvvvv/v"
"vhc0049","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","V and HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2007","bone","spatula/lissoir",90,11,5,"almost complete","X X X X X X X _ vvvvvvvvvvvv!vvvvvvvvvvvvvv _ vvv vvv vv! vvv vvv","Certain","X X X X X X X _ vvvvvvvvvvvvvvvvvvvvvvvvvv _ vvv vvv vv vvv vvv"
"vhc0173","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2007","bone","undetermined",25,8,3,"fragmented","!vvvv v!","Very certain","vvvv v"
"vhc0047","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","ivory","undetermined",11,5,1,"fragmented","!vvvv!","Very certain","vvvv"
"vhc0046","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2009","antler","awl",39,9,5,"fragmented","| | |||| |||! _ vv!","Very certain","| | |||| ||| _ vv"
"vhc0045","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","ivory","flute",21,7,NA,"fragmented","!vvvvvvv! _ !v!","Very certain","vvvvvvv _ v"
"vhc0044","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","ivory","figurine zoomorph",38,14,4,"fragmented","[vv _ v _ v _ vvv _ vv _ vv _ vvv] _ ||l","Uncertain","||l"
"vhc0043","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","bone","possible figurine",20,6,3,"fragmented","vvvv/Xv! _ XXXXXXvvv! _","Uncertain","vvvv/Xv _ XXXXXXvvv"
"vhc0042","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","bone","undetermined",11,4,4,"fragmented","!XX!","Uncertain","XX"
"vhc0040","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","bone","tube/flute",13,5,2,"fragmented","!XX!","Uncertain","XX"
"vhc0039","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","bone","undetermined",10,5,3,"fragmented","!YYY!","Certain","YYY"
"vhc0038","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","ivory","figurine undet.",15,5,1,"fragmented","!vv!","Uncertain","vv"
"vhc0037","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","bone","tube/flute",27,15,10,"fragmented","vv!","Very certain","vv"
"vhc0036","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","bone","undetermined",17,5,3,"fragmented","!vvvvvv!","Very certain","vvvvvv"
"vhc0033","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2009","ivory","possible figurine",14,6,4,"fragmented","!vv!","Uncertain","vv"
"vhc0032","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2009","bone","undetermined",17,4,2,"fragmented","!||||!","Very certain","||||"
"vhc0031","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2009","bone","undetermined",35,7,3,"fragmented","!vvvvvvv!","Very certain","vvvvvvv"
"vhc0030","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","bone","tube/flute",23,11,4,"fragmented","v v v vv! _ v v v vv!","Very certain","v v v vv _ v v v vv"
"vhc0029","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","ivory","rod/bâton",23,10,3,"fragmented","!| |||| | | ||||! _ v vvv!","Uncertain","| |||| | | |||| _ v vvv"
"vhc0170","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","ivory","possible figurine",19,9,2,"fragmented","!XXXXXXXX! _ |","Certain","XXXXXXXX _ |"
"vhc0027","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","ivory","personal ornament",33,10,3,"fragmented","!//","Very certain","//"
"vhc0026","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","ivory","possible figurine",28,17,4,"fragmented","|||||! _ vvvvv!","Certain","||||| _ vvvvv"
"vhc0025","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","ivory","undetermined",12,6,2,"fragmented","/XX!","Certain","/XX"
"vhc0024","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","ivory","figurine undet.",24,10,6,"fragmented","!XXXXX!","Certain","XXXXX"
"vhc0023","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","bone","undetermined",23,11,5,"fragmented","vv v! _v!","Certain","vv v _v"
"vhc0021","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","bone","undetermined",13,5,2,"fragmented","!vvv!","Very certain","vvv"
"vhc0020","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","ivory","personal ornament",28,10,3,"fragmented","/ / / / //!","Very certain","/ / / / //"
"vhc0019","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","ivory","possible figurine",24,12,6,"fragmented","!//! _!vvvv!","Certain","// _vvvv"
