object_id,ensemble_id,archaeological_unit,site_name,location,location__short_name,location__location,location__country,latitude,longitude,location__coord_precision,location__coord_reference,layer,dating_method,date_bp_min,min_lab_number,date_bp_max,max_lab_number,excavation_year,material,object_type,associated_species,length_mm,width_mm,depth_mm,preservation,short_description,references,sign_coding,coding_certainty
gkl0015,,Aurignacien,Geissenklösterle,Geissenklösterle,gkl,Blaubeuren-Weiler,Germany,48.398333,9.772222,precise,wikipedia,II,C14,30625±796,H 4147-3346,33700±825,H 4751-4404,1973,bone,tube/flute,,50.0,8.0,6.0,fragmented,Fragment of a thin tubular bone,"Hahn & Münzel 1995; Dutkiewicz 2021: Taf. 35.4; Hahn 1982; Conard & Bolus 2003, 2008",!vvvvvvvv! _ !vvvvvvvvv!,Very certain
gkl0014,,Aurignacien,Geissenklösterle,Geissenklösterle,gkl,Blaubeuren-Weiler,Germany,48.398333,9.772222,precise,wikipedia,II,C14,30625±796,H 4147-3346,33700±825,H 4751-4404,,antler,personal ornament,,132.0,5.0,4.0,almost complete,"This is an almost completely preserved curved band made of antler. Both ends are flattened and have perforations. They are slightly twisted in relation to the curvature. A portion of the object is missing in the upper area, preventing the original length from being specified. Hahn suggests interpreting this piece as a mouth bow (Hahn 1988: 220).","Hahn 1988, Taf. 45.18; Dutkiewicz 2021: Taf. 38.5-6; Hahn 1982; Conard & Bolus 2003, 2008",v!vvvvv!vvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvv _ vvvvv!vvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvv,Very certain
gkl0013,,Aurignacien,Geissenklösterle,Geissenklösterle,gkl,Blaubeuren-Weiler,Germany,48.398333,9.772222,precise,wikipedia,II,C14,30625±796,H 4147-3346,33700±825,H 4751-4404,1974,ivory,possible flute,,25.0,8.0,3.0,fragmented,"Fragment of a cylindrical artifact made of ivory with lateral notches - possibly a flute fragment, basal, with notched segmentation.","Dutkiewicz 2021: Taf. 32.5; Hahn 1982; Conard & Bolus 2003, 2008",!vvvvvvvv,Certain
gkl0012,,Aurignacien,Geissenklösterle,Geissenklösterle,gkl,Blaubeuren-Weiler,Germany,48.398333,9.772222,precise,wikipedia,II,C14,30625±796,H 4147-3346,33700±825,H 4751-4404,1975,ivory,figurine zoomorph (Mammuthus pr),,67.0,38.0,3.0,fragmented,"Fragmented figurine of a mammoth (Mammuthus primigenius). it is lacking the head below the skullcap, large portions of the abdomen and right side, the left front leg, and most of the tail except for the base. Weathered extensively, the figurine exhibits surface damage, and the ivory has decayed along natural growth lines. The depiction features a massive mammoth with a towering head, a depression in the neck, and a backline that rises in the shoulder area and slopes steadily towards the hindquarters. Notably, the legs are individually detailed, slightly splayed outward, and the longitudinal axis is subtly twisted. The characteristic mammoth cloaca is preserved at the base, and, in line with other mammoth figurines, the tusks are not represented. Naturalistic depiction of fur on the left body side and lowe back, not included in the coding.","AA 1975; Hahn 1986: 120-122; Hahn 1988; Dutkiewicz 2021: Taf. 9a-9b; Hahn 1982; Conard & Bolus 2003, 2008",||||| _ ¤¤¤¤¤¤¤¤¤¤¤¤¤¤¤ _ ///// _ ||||| _ ¤¤¤¤¤¤¤ _ ||| |||| _ || _ | | || | | | _ lllll | | _ ////! _ ///! ¤¤¤¤!,Certain
gkl0011,,Aurignacien,Geissenklösterle,Geissenklösterle,gkl,Blaubeuren-Weiler,Germany,48.398333,9.772222,precise,wikipedia,II,C14,30625±796,H 4147-3346,33700±825,H 4751-4404,1977,ivory,figurine zoomorph (Ursus sp.),,50.0,21.0,19.0,fragmented,"Fragmented figurine of an erect bear. The figurine has been assembled from eleven fragments. Preserved parts include a portion of the head, the left flank, and abdominal side with the beginnings of arms and legs, as well as parts of the chest and buttocks. Despite the fragmentation, the shapes reveal a bear in an upright posture. The head is relatively small and narrow, with finely detailed facial features. The mouth and nose are defined with delicate lines, and the eyes are depicted through depressions within a slight elevation. The animal's head is directed upward. The body is upright, exposing the entire abdomen when viewed from the front. Arms and legs extend away from the body, but their original positions cannot be determined due to the preservation condition. Determining whether the depicted animal is a cave bear or a brown bear is not possible due to the partially missing lateral and upper head portions.","AA 1977; Hahn 1986:123-125; Dutkiewicz 2021: Taf. 10; Hahn 1982; Conard & Bolus 2003, 2008",||||||| _ ¤¤¤¤¤¤¤¤¤! _ !// _ ¤¤¤¤¤¤¤¤¤! _ |||! _ V,Certain
gkl0010,,Aurignacien,Geissenklösterle,Geissenklösterle,gkl,Blaubeuren-Weiler,Germany,48.398333,9.772222,precise,wikipedia,II,C14,30625±796,H 4147-3346,33700±825,H 4751-4404,1974,ivory,possible flute,,12.0,7.0,2.0,fragmented,"Cylindrical ivory fragment with parallel notches on the lateral side, possible flute","Dutkiewicz 2021: Taf. 32.4; Hahn 1982; Conard & Bolus 2003, 2008",!vvvvvv!,Certain
gkl0009,,Aurignacien,Geissenklösterle,Geissenklösterle,gkl,Blaubeuren-Weiler,Germany,48.398333,9.772222,precise,wikipedia,II,C14,30625±796,H 4147-3346,33700±825,H 4751-4404,1974,ivory,undetermined,,18.0,3.0,2.0,fragmented,Elongated ivory fragment with parallel notches,"Dutkiewicz 2021: Taf. 55.1; Hahn 1982; Conard & Bolus 2003, 2008",!vvvv,Certain
gkl0008,,Aurignacien,Geissenklösterle,Geissenklösterle,gkl,Blaubeuren-Weiler,Germany,48.398333,9.772222,precise,wikipedia,II,C14,30625±796,H 4147-3346,33700±825,H 4751-4404,1974,ivory,possible flute,,20.0,3.0,2.0,fragmented,"Elongated ivory fragment with notched row, possible fragment of an ivory flute","Dutkiewicz 2021: Taf. 32.11; Hahn 1982; Conard & Bolus 2003, 2008",!vvvvvvvv!,Very certain
gkl0007,,Aurignacien,Geissenklösterle,Geissenklösterle,gkl,Blaubeuren-Weiler,Germany,48.398333,9.772222,precise,wikipedia,II,C14,30625±796,H 4147-3346,33700±825,H 4751-4404,1990,ivory,possible flute,,20.0,8.0,3.0,fragmented,"Hollow-cylindrically worked ivory artifact, probably a semi-finished product for flute production","Dutkiewicz 2021: Taf. 32.3; Hahn 1982; Conard & Bolus 2003, 2008",!vvvvvv!,Certain
gkl0006,,Aurignacien,Geissenklösterle,Geissenklösterle,gkl,Blaubeuren-Weiler,Germany,48.398333,9.772222,precise,wikipedia,II,C14,30625±796,H 4147-3346,33700±825,H 4751-4404,,ivory,personal ornament,,42.0,5.0,3.0,fragmented,Terminal fragment of a slightly curved ivory strip with a perforation,"Wolf 2015: Taf. 32.3; Dutkiewicz 2021: Taf. 38.4; Hahn 1982; Conard & Bolus 2003, 2008",||||,Very certain
gkl0005,,Aurignacien,Geissenklösterle,Geissenklösterle,gkl,Blaubeuren-Weiler,Germany,48.398333,9.772222,precise,wikipedia,II,C14,30625±796,H 4147-3346,33700±825,H 4751-4404,1991,ivory,undetermined,,11.0,3.0,2.0,fragmented,Small ivory fragment with parallel lines,"Dutkiewicz 2021: Taf. 55.3; Hahn 1982; Conard & Bolus 2003, 2008",!|||!,Certain
gkl0004,,Aurignacien,Geissenklösterle,Geissenklösterle,gkl,Blaubeuren-Weiler,Germany,48.398333,9.772222,precise,wikipedia,II,C14,30625±796,H 4147-3346,33700±825,H 4751-4404,1975,bone,tube,,76.0,13.0,9.0,complete,Cut tube bone (ulna) of a common raven (Corvus corax),"AA 1977; Hahn 1988, Taf. 45.17; Dutkiewicz 2021: Taf. 35.1; Hahn 1982; Conard & Bolus 2003, 2008",vvvvvvvvvvvvvv,Very certain
gkl0003,,Aurignacien,Geissenklösterle,Geissenklösterle,gkl,Blaubeuren-Weiler,Germany,48.398333,9.772222,precise,wikipedia,II,C14,30625±796,H 4147-3346,33700±825,H 4751-4404,1973 1990,bone,flute,,126.0,10.0,9.0,almost complete,"Flute made from the radius of a whooper swan (Cygnus cygnus). About half of the shaft, proximally separated with a ring notch, is preserved. The distal end is no longer present. The three preserved finger holes are located on the dorsal side of the shaft.","Hahn & Münzel 1995; Hahn 1999; Münzel et al. 2002; Dutkiewicz 2021: Taf. 34.1; Hahn 1982; Conard & Bolus 2003, 2008",vvvv vvvv,Very certain
gkl0002,,Aurignacien,Geissenklösterle,Geissenklösterle,gkl,Blaubeuren-Weiler,Germany,48.398333,9.772222,precise,wikipedia,II,C14,30625±796,H 4147-3346,33700±825,H 4751-4404,1977,bone,tube/flute,,21.0,6.0,2.0,fragmented,Thin tubular bone of a bird,"Dutkiewicz 2021, Taf. 35.3; Hahn 1982; Conard & Bolus 2003, 2008",!vvvvv!,Very certain
gkl0001,,Aurignacien,Geissenklösterle,Geissenklösterle,gkl,Blaubeuren-Weiler,Germany,48.398333,9.772222,precise,wikipedia,II,C14,30625±796,H 4147-3346,33700±825,H 4751-4404,1976,ivory,undetermined,,36.0,12.0,2.0,fragmented,"Thin, elongated ivory plate","Hahn J. 1988, Taf. 45.13; Dutkiewicz 2021: Taf. 55.2; Hahn 1982; Conard & Bolus 2003, 2008",||| //////! _ V,Very certain
bst0001,,Aurignacien,Bockstein-Törle,Bockstein-Törle,bst,Rammingen,Germany,48.553000,10.155000,precise,nespos.org,VI,C14,31530±230 - 20400±220,,,,1953-1956,slate,personal ornament,,21.0,20.0,5.0,almost complete,"This ring made of slate is about 3/4 preserved. Along the edge, there are parallel notches, 18 of which are preserved. Presumably, this is a personal ornament.",Conard N. & Bolus M. 2003; Wolf S. 2015; Dutkiewicz E. 2021:  Taf. 37.10,!vvvvvvvvvvvvvvvvvv!,Certain
hym0009,,Aurignacien,Hayonim Cave,,,,,,,,,D 1-2,AMS,29900 - 28980,,,,,bone,undetermined,,,,,fragmented,notched hyoid bone of gazelle (missing image),Tejero J. M. et al. 2018: p. 5146 table 1; Alex B. et al. 2017,,
hym0008,,Aurignacien,Hayonim Cave,,,,,,,,,D 1-2,AMS,29900 - 28980,,,,,bone,undetermined,,,,,fragmented,notched gazelle scapula (missing image),Tejero J. M. et al. 2018: p. 5146 table 1; Alex B. et al. 2017,,
hym0007,,Aurignacien,Hayonim Cave,,,,,,,,,D 1-2,AMS,29900 - 28980,,,,,bone,other,,,,,fragmented,notched gazelle scapula (missing image),Tejero J. M. et al. 2018: p. 5146 table 1; Alex B. et al. 2017,,
hym0006,,Aurignacien,Hayonim Cave,,,,,,,,,D 3,AMS,29900 - 28980,,,,,bone,other,,,,,fragmented,notched gazelle scapula (missing image),Tejero J. M. et al. 2018: p. 5146 table 1; Alex B. et al. 2017,,
hym0005,,Aurignacien,Hayonim Cave,,,,,,,,,D 3,AMS,29900 - 28980,,,,,bone,other,,,,,fragmented,notched gazelle scapula (missing image),Tejero J. M. et al. 2018: p. 5146 table 1; Alex B. et al. 2017,,
hym0004,,Aurignacien,Hayonim Cave,,,,,,,,,D 1-2,AMS,29900 - 28980,,,,,bone,other,,,,,fragmented,notched gazelle scapula,Tejero J. M. et al. 2018: p. 5147 fig. 2; Alex B. et al. 2017,,
hym0003,,Aurignacien,Hayonim Cave,,,,,,,,,D 1-2,AMS,29900 - 28980,,,,,bone,other,,,,,fragmented,notched gazelle scapula,Tejero J. M. et al. 2018: p. 5147 fig. 2; Alex B. et al. 2017,,
hym0002,,Aurignacien,Hayonim Cave,,,,,,,,,D 1-2,AMS,29900 - 28980,,,,,bone,other,,,,,fragmented,notched gazelle scapula,Tejero J. M. et al. 2018: p. 5147 fig. 2; Alex B. et al. 2017,,
hym0001,,Aurignacien,Hayonim Cave,,,,,,,,,D,AMS,29900 - 28980,,,,,bone,other,,,,,fragmented,notched gazelle scapula,Tejero J. M. et al. 2018: p. 5147 fig. 2; Alex B. et al. 2017,,
ver0004,,Aurignacien,Grotte de la Verpillière I,,,,,,,,,,C14,34010±610 - 29020±170,,,,,bone,other,,,,,fragmented,,Floss H. et al. 2013; Dutkiewicz E. 2011,,
ver0003,,Aurignacien,Grotte de la Verpillière I,,,,,,,,,,C14,34010±610 - 29020±170,,,,,ivory,personal ornament,,,,,fragmented,Ivory ring decorated with sub-parallel lines,Floss H et al. 2013,,
sdn0001,,Aurignacien,Shanidar Cave,,,,,,,,,Level C context 3107,C14,35440±600 - 28700±700,,,,,shell,undetermined,,,,,fragmented,land snail shell decorated with sub-parallel incisions,Hunt C. O. et al. 2017: p. 318 fig. 4; Olszewski D. & Dibble H. 2006,,
brw0001,,Aurignacien,Shelter Birów IV,,,,,,,,,5 Younger cultural level,C14,34000 - 30000,,,,,antler,rod/bâton,,,,,fragmented,fragment of an antler decorated with a pointille technique,Cyrek K. 2018: p. 106 fig. 10,,
ltk0001,,Aurignacien,Lhotka,,,,,,,,,,,,,,,,flint cortex,flake,,,,,fragmented,engraved flintstone cortex,Valoch K. 2010: p. 93 fig. 12.11,,
kvs0001,,Aurignacien,Kvasice,,,,,,,,,,,,,,,,flint cortex,flake,,,,,fragmented,engraved flintstone cortex,Valoch K. 2010: p. 93 fig. 12.8,,
olv0001,,Aurignacien,Otaslavice,,,,,,,,,,,,,,,,flint cortex,flake,,,,,fragmented,engraved flintstone cortex,Valoch K. 2010: p. 93 fig. 12.7,,
stn0001,,Aurignacien,Slatinice,,,,,,,,,,,,,,,,flint cortex,flake,,,,,fragmented,engraved flintstone cortex,Valoch K. 2010: p. 93 fig. 12.4,,
ndd0004,,Aurignacien,Nová Dědina,,,,,,,,,,,,,,,,flint cortex,flake,,,,,fragmented,flake of flint with the engraved cortex,Valoch K. 2010: p. 93 fig. 12.6,,
ndd0003,,Aurignacien,Nová Dědina,,,,,,,,,,,,,,,,flint cortex,flake,,,,,fragmented,flake of flint with the engraved cortex,Valoch K. 2010: p. 93 fig. 12.10,,
ndd0002,,Aurignacien,Nová Dědina,,,,,,,,,,,,,,,,flint cortex,flake,,,,,fragmented,flake of flint with the engraved cortex,Valoch K. 2010: p. 93 fig. 12.5,,
ndd0001,,Aurignacien,Nová Dědina,,,,,,,,,,,,,,,,flint cortex,flake,,,,,fragmented,engraved flintstone cortex,Valoch K. 2010: p. 93 fig. 12.3,,
ztv0003,,Aurignacien,Žlutava,,,,,,,,,,,,,,,,slate,undetermined,,,,,fragmented,pierced slab of slate with incisions and dots decorations,Valoch K. 2010: p. 93 fig. 12.12,,
ztv0002,,Aurignacien,Žlutava,,,,,,,,,,,,,,,,flint cortex,flake,,,,,fragmented,flake of flint with the engraved cortex,Valoch K. 2010: p. 93 fig. 12.9,,
ztv0001,,Aurignacien,Žlutava,,,,,,,,,,,,,,,,flint cortex,flake,,,,,almost complete,engraved flintstone cortex,Valoch K. 2010: p. 93 fig. 12.2,,
mla0003,,Aurignacien,Mladeč,,,,,,,,,,AMS,34930+520/-490 - 31190+400/-390,,,,,ivory,point,,,,,almost complete,engraved ivory point,Valoch K. 2010: p. 91 fig. 11.2;  Wild E. M. et al. 2005,,
ilk0003,,Aurignacien,Istállóskő Cave,,,,,,,,,,AMS,35000 - 32000,,,,1911 - 1951,bone,awl,,,,,complete,Knohenpfriem,Mottl M. 1942: p. 86 fig. 3.1; Patou-Mathis M. et al. 2016; Mester Z. 2004; Mester Z. 2014,,
ilk0002,,Aurignacien,Istállóskő Cave,,,,,,,,,,AMS,35000 - 32000,,,,1911 - 1951,bone,spatula/lissoir,,,,,fragmented,bone lissoir with incisions,Mottl M. 1942: p. 86 fig. 3.4; Patou-Mathis M. et al. 2016; Mester Z. 2004; Mester Z. 2014,,
ilk0001,,Aurignacien,Istállóskő Cave,,,,,,,,,,AMS,35000 - 32000,,,,1911 - 1951,bone,tube,,,,,undetermined,bone with notches,Mottl M. 1942: p. 86 fig. 3.5; Patou-Mathis M. et al. 2016; Mester Z. 2004; Mester Z. 2014,,
men0003,,Aurignacien,Menton/Grottes du Grimaldi,,,,,,,,,,,,,,,,undetermined,undetermined,,,,,fragmented,,Barandiaran I. & Garcia Diez M. 2007: p. 213 fig. F,,
poi0001,,Aurignacien,Abri du Poisson,,,,,,,,,couche b,,,,,,1917,limestone,bloc,,530.0,400.0,,complete,engraved block with vulva representation,Delluc B. & Delluc G. 1978: p. 380 fig. 93,,
ltp0001,,Aurignacien,Le Terme Pialat,,,,,,,,,,,,,,,,limestone,bloc,,220.0,200.0,6.0,almost complete,engraving of two venus figures on a limestone block,Delluc B. & Delluc G. 1978: p. 375 fig. 91,,
lus0006,,Aurignacien,Abri de Laussel,,,,,,,,,,,,,,,,limestone,bloc,,150.0,,,complete,engraved limestone block,Delluc B. & Delluc G. 1978: p. 372 fig. 90,,
lus0005,,Aurignacien,Abri de Laussel,,,,,,,,,,,,,,,,limestone,bloc,,100.0,,,complete,engraved limestone block,Delluc B. & Delluc G. 1978: p. 371 fig. 89,,
lus0004,,Aurignacien,Abri de Laussel,,,,,,,,,5,,,,,,,limestone,bloc,,,,,complete,Engraved block of limestone decorated with dots and vulva,Delluc B. & Delluc G. 1978: p. 369 fig. 88,,
lus0003,,Aurignacien,Abri de Laussel,,,,,,,,,5,,,,,,,limestone,bloc,,,,,complete,block of limestone  decorated with dots,Delluc B. & Delluc G. 1978: p. 367 fig. 87,,
lus0002,,Aurignacien,Abri de Laussel,,,,,,,,,5,,,,,,,limestone,bloc,,,,,fragmented,fragmented block of limestone with a vulva engraved,Delluc B. & Delluc G. 1978: p. 365 fig. 86,,
lus0001,,Aurignacien,Abri de Laussel,,,,,,,,,6,,,,,,,limestone,bloc,,110.0,,,almost complete,block of ochre decorated with vulvae,Delluc B. & Delluc G. 1978: p. 363 fig. 85,,
vdj0001,,Aurignacien,Vindija Cave,,,,,,,,,Level G1,C14; AMS,33000+/- 400,,,,,bone,undetermined,,,,,complete,bear pubic bone with carved circular decoration,Karavanić I. 1995: p. 16 fig. 3.8,,
mla0002,,Aurignacien,Mladeč,,,,,,,,,,AMS,34930+520/-490 - 31190+400/-390,,,,,bone,awl,,,,,complete,engraved bone point,Wild E. M. et al. 2005; Svoboda J. 2001: p. 51 fig. 5.12,,
mla0001,,Aurignacien,Mladeč,,,,,,,,,,AMS,34930+520/-490 - 31190+400/-390,,,,1881-1904,bone,awl,,,,,almost complete,engraved bone point,Svoboda J. 2006; Wild E. M. et al. 2005; Svoboda J. 2001: p. 51 fig. 5.11,,
wld0002,,Aurignacien,Willendorf,,,,,,,,,4,C14,32000 - 31000,,,,,bone,tube,,,,,fragmented,bone fragment with crossing lines,Nigst P. R. 2006: p. 287 fig. 16.3,,
sda0001,,Aurignacien,Šandalja II,,,,,,,,,couche E,C14,23540±180,,,,,bone,point,,,,,fragmented,fragment distal de pointe ou poinçon décoré à sommet cassé et de section elliptique,Karavanić I. 2003: p. 592 fig. 9.10,,
ver0002,,Aurignacien,Grotte de la Verpillière I,,,,,,,,,,C14,34010±610 - 29020±170,,,,,bone,spatula/lissoir,,50.0,18.0,,fragmented,Knochen mit parallelen Ritzungen aus der Kollektion Gros,Floss H et al. 2013; Dutkiewicz E. 2011: p. 86 fig. 62,,
cas0022,,Aurignacien,Castanet,,,,,,,,,I,AMS,34320±520 - 31900±450,,,,1911-1913,antler,bâton percé,,,,,fragmented,bâtons percés en bois de Renne avec incisions parallèles,White R. et al. 2012; Peyrony D. 1935: p. 434 fig. 11.3,,
cas0021,,Aurignacien,Castanet,,,,,,,,,I,AMS,34320±520 - 31900±450,,,,1911-1913,antler,bâton percé,,,,,fragmented,bâtons percés en bois de Renne avec incisions parallèles,White R. et al. 2012; Peyrony D. 1935: p. 434 fig. 11.2,,
cas0020,,Aurignacien,Castanet,,,,,,,,,I,AMS,34320±520 - 31900±450,,,,1911-1913,bone,rod/bâton,,,,,almost complete,Objet en os décoré,White R. et al. 2012; Peyrony D. 1935: p. 434 fig. 17.10,,
cas0019,,Aurignacien,Castanet,,,,,,,,,I,AMS,34320±520 - 31900±450,,,,1911-1913,bone,rod/bâton,,,,,almost complete,Objet en os décoré,White R. et al. 2012; Peyrony D. 1935: p. 434 fig. 17.9,,
cas0018,,Aurignacien,Castanet,,,,,,,,,I,AMS,34320±520 - 31900±450,,,,1911-1913,bone,awl,,,,,almost complete,Objet en os décoré,White R. et al. 2012; Peyrony D. 1935: p. 434 fig. 17.8,,
cas0017,,Aurignacien,Castanet,,,,,,,,,I,AMS,34320±520 - 31900±450,,,,1911-1913,bone,awl,,,,,almost complete,Objet en os décoré,White R. et al. 2012; Peyrony D. 1935: p. 434 fig. 17.7,,
cas0016,,Aurignacien,Castanet,,,,,,,,,I,AMS,34320±520 - 31900±450,,,,1911-1913,bone,other,,,,,fragmented,Objet en os décoré,White R. et al. 2012; Peyrony D. 1935: p. 434 fig. 17.5,,
cas0015,,Aurignacien,Castanet,,,,,,,,,I,AMS,34320±520 - 31900±450,,,,1911-1913,bone,spatula/lissoir,,,,,fragmented,Objet en os décoré,White R. et al. 2012; Peyrony D. 1935: p. 434 fig. 17.4,,
cas0014,,Aurignacien,Castanet,,,,,,,,,I,AMS,34320±520 - 31900±450,,,,1911-1913,ivory,other,,,,,complete,lame d'ivoire à bords découpés arrondis et cochés,White R. et al. 2012; Peyrony D. 1935: p. 434 fig. 17.1,,
fnr0001,,Aurignacien,Riparo di Fontana Nuova,,,,,,,,,,,,,,,1949,limestone,other,,,,,fragmented,,Mussi et al. 2006: p. 195 fig. 6f; Chilardi S. et al. 1996,,
rbb0003,,Aurignacien,Riparo Bombrini,,,,,,,,,,C14,34200±500,,,,1976 / 2002,bone,tube,,,,,fragmented,"segment de diaphyse d’os
d’oiseaux décorés avec des incisions transversales",Mussi et al. 2006: p. 195 fig. 6e; Biette A. Negrino F.,,
rbb0002,,Aurignacien,Riparo Bombrini,,,,,,,,,,C14,34200±500,,,,1976 / 2002,bone,tube,,,,,fragmented,"segment de diaphyse d’os
d’oiseaux décorés avec des incisions transversales",Mussi et al. 2006: p. 195 fig. 6c; Biette A. Negrino F.,,
cas0013,,Aurignacien,Castanet,,,,,,,,,II,AMS,34320±520 - 31900±450,,,,1911-1913,bone,point,,,,,complete,pointes losangique en os décoré,White R. et al. 2012; Peyrony D. 1935: p. 439 fig. 19.1,,
fum0004,,Aurignacien,Fumane,,,,,,,,,,C14,38600+1400/-1800 - 31900±500,,,,,antler,spatula/lissoir,,,,,complete,spatula or biseau made on antler,Mussi M. et al. 2006; Bartolomei G. et al. 1994: p. 173 fig. 17.11,,
rbb0001,,Aurignacien,Riparo Bombrini,,,,,,,,,,C14,34200±500,,,,,bone,undetermined,,,,,fragmented,fragment of a long bone of bird with notches and transverse incisions,Bertola S. et al. 2013: p. 132 fig. 8.7,,
gdr0007,,Aurignacien,Grotte du Renne,,,,,,,,,Level VII,AMS,36500±1300 - 34050±750,,,,,ivory,personal ornament,,,,,complete,fish-tailed ornament,Zilhão  J. 2007: p. 26 fig. 7L,,
cot0002,,Aurignacien,Les Cottés,,,,,,,,,déblais,AMS,34870±340 - 31640±260,,,,2006,bone,personal ornament,,,,,fragmented,Tubular bead with a spiral incision,Rigaud S. et al. 2014: p. 25 fig. 3e;  Wright D. et al. 2014: p. 33 fig. 2l,,
cot0001,,Aurignacien,Les Cottés,,,,,,,,,déblais,AMS,34870±340 - 31640±260,,,,2006,bone,personal ornament,,,,,complete,"The tubular bead with two wide and deep incisions made on the entire circumference of the
piece",Rigaud S. et al. 2014: p. 25 fig. 3f; Wright D. et al. 2014: p. 33 fig. 2l,,
fum0003,,Aurignacien,Fumane,,,,,,,,,,C14,38600+1400/-1800 - 31900±500,,,,,bone,spatula/lissoir,,,,,complete,cote d'herbivore avec deux sequences de coches rythmées,Mussi M. et al. 2006; Bartolomei G. et al. 1994: p. 173 fig. 28.13,,
pdh0001,,Aurignacien,Pod Hradem,,,,,,,,,6,AMS,"41900±1800 - 28190±340
340",,,,2011-2012,bone,rod/bâton,,9.0,3.0,,fragmented,tubular bone rod decorated with a series of notches,Wright D. et al. 2014: p. 34 fig. 3,,
ecs0003,,Aurignacien,El Castillo,,,,,,,,,18b,AMS,39300±1600,,,,,bone,undetermined,,,,,fragmented,fragment of metacarpus of deer  which presents a series of incisions,Tejero J. M. & Bernaldo de Quirós F. 2008: p. 419 fig. 2,,
ecs0002,,Aurignacien,El Castillo,,,,,,,,,18b,AMS,39300±1600,,,,,limestone,plaquette,,,,,fragmented,plaquette of sandstone which present four lines engraved,Bernaldo de Quirós F. et al. 2010: p. 301 fig. 11.5,,
ecs0001,,Aurignacien,El Castillo,,,,,,,,,18b,AMS,39300±1600,,,,,bone,undetermined,,,,,fragmented,fragment of bone which present incisions,Bernaldo de Quirós F. et al. 2010: p. 301 fig. 11.2,,
vin0001,,Aurignacien,La Viña,,,,,,,,,XIII,AMS,31160±380 - 30650±360,,,,,bone,point,,,,,fragmented,,Wood R. E. et al. 2014; Barandiaran I. & Garcia Diez M. 2007: p. 213a,,
ver0001,,Aurignacien,Grotte de la Verpillière I,,,,,,,,,,C14,34010±610 - 29020±170,,,,,bone,spatula/lissoir,,196.0,,,almost complete,medial fragment of a rib engraved with parallel incisions,Floss H. et al. 2013; Dutkiewicz E. 2011: p. 89 fig. 69,,
trm0004,,Aurignacien,Trou Magrite,,,,,,,,,3° niveau,C14,28640±480 - 25080±320,,,,,antler,undetermined,,,,,fragmented,Bloc de craie sculpté en bas-reliefet bois de renne gravé,Lejeune M. 2007: p. 137; Dewez M. 1985,,
trm0003,,Aurignacien,Trou Magrite,,,,,,,,,,C14,28640±480 - 25080±320,,,,,ivory,personal ornament,,,,,fragmented,broken ivory ring,Lejeune M. 2007: p. 135 fig. 9,,
trm0002,,Aurignacien,Trou Magrite,,,,,,,,,,C14,28640±480 - 25080±320,,,,,undetermined,awl,,,,,almost complete,,Lejeune M. 2007: p. 135 fig. 2,,
trm0001,,Aurignacien,Trou Magrite,,,,,,,,,,C14,28640±480 - 25080±320,,,,,bone,undetermined,,,,,almost complete,,Lejeune M. 2007: p. 135 fig. 1,,
roi0001,,Aurignacien,Les Rois,,,,,,,,,,AMS,"28715±145
28715 ± 145 BP",,,,,antler,personal ornament,,,,,almost complete,pointed antler pendant,Vanhaeren M. & d’Errico F. 2016: p. 1112 fig. 1.35;  Ramirez Rozzi F. et al. 2009,,
tdc0002,,Aurignacien,Tuto de Camalhot,,,,,,,,,,C14,34750,,,,1927-1934,bone,spatula/lissoir,,,,,fragmented,,San Juan C. et al.  2007: p. 103 fig. 1; Maroto J. et al. 2002,,
tdc0001,,Aurignacien,Tuto de Camalhot,,,,,,,,,,C14,34750,,,,1927-1934,ivory,personal ornament,,,,,complete,decorated ovoid ivory pendant,Bourrillon R. et al. 2016: p.14 fig. 15.1; Vanhaeren M. & d’Errico F 2016: p. 1112 fig. 148; Maroto J. et al. 2002,,
gar0012,,Aurignacien,Gargas,,,,,,,,,4,AMS,31540±720,,,,,bone,other,,113.0,29.0,13.0,fragmented,notched rib fragment,San Juan C. et al.  2007: p. 99 fig. 4.8; Vercoutère C. et al. 2006,,
gar0011,,Aurignacien,Gargas,,,,,,,,,4,AMS,31540±720,,,,,bone,spatula/lissoir,,96.0,22.0,6.0,fragmented,notched rib fragment,San Juan C. et al.  2007: p. 99 fig. 4.7; Vercoutère C. et al. 2006,,
gar0010,,Aurignacien,Gargas,,,,,,,,,4,AMS,31540±720,,,,,bone,spatula/lissoir,,52.0,16.0,6.0,fragmented,notched rib fragment,San Juan C. et al.  2007: p. 99 fig. 4.5; Vercoutère C. et al. 2006,,
gar0009,,Aurignacien,Gargas,,,,,,,,,4,AMS,31540±720,,,,,bone,spatula/lissoir,,121.0,19.0,8.0,fragmented,notched rib fragment,San Juan C. et al.  2007: p. 99 fig. 4.4; Vercoutère C. et al. 2006,,
gar0008,,Aurignacien,Gargas,,,,,,,,,4,AMS,31540±720,,,,,antler,bâton percé,,58.0,15.0,8.0,fragmented,frament de bâtons percés?,San Juan C. et al.  2007: p. 99 fig. 4.3; Vercoutère C. et al. 2006,,
